time (s) 	 speed 
0.599 	 4.44723
0.6 	 4.45267
0.601 	 4.45811
0.602 	 4.46354
0.603 	 4.46897
0.604 	 4.47439
0.605 	 4.4798
0.606 	 4.48521
0.607 	 4.49062
0.608 	 4.49601
0.609 	 4.50141
0.61 	 4.5068
0.611 	 4.51218
0.612 	 4.51756
0.613 	 4.52293
0.614 	 4.5283
0.615 	 4.53366
0.616 	 4.53902
0.617 	 4.54437
0.618 	 4.54972
0.619 	 4.55506
0.62 	 4.56039
0.621 	 4.56572
0.622 	 4.57105
0.623 	 4.57637
0.624 	 4.58169
0.625 	 4.587
0.626 	 4.5923
0.627 	 4.5976
0.628 	 4.60289
0.629 	 4.60818
0.63 	 4.61347
0.631 	 4.61875
0.632 	 4.62402
0.633 	 4.62929
0.634 	 4.63455
0.635 	 4.63981
0.636 	 4.64506
0.637 	 4.65031
0.638 	 4.65555
0.639 	 4.66079
0.64 	 4.66602
0.641 	 4.67125
0.642 	 4.67647
0.643 	 4.68169
0.644 	 4.6869
0.645 	 4.69211
0.646 	 4.69731
0.647 	 4.70251
0.648 	 4.7077
0.649 	 4.71288
0.65 	 4.71807
0.651 	 4.72324
0.652 	 4.72841
0.653 	 4.73358
0.654 	 4.73874
0.655 	 4.7439
0.656 	 4.74905
0.657 	 4.75419
0.658 	 4.75933
0.659 	 4.76447
0.66 	 4.7696
0.661 	 4.77473
0.662 	 4.77985
0.663 	 4.78496
0.664 	 4.79007
0.665 	 4.79518
0.666 	 4.80028
0.667 	 4.80538
0.668 	 4.81047
0.669 	 4.81555
0.67 	 4.82063
0.671 	 4.82571
0.672 	 4.83078
0.673 	 4.83585
0.674 	 4.84091
0.675 	 4.84596
0.676 	 4.85101
0.677 	 4.85606
0.678 	 4.8611
0.679 	 4.86614
0.68 	 4.87117
0.681 	 4.87619
0.682 	 4.88122
0.683 	 4.88623
0.684 	 4.89124
0.685 	 4.89625
0.686 	 4.90125
0.687 	 4.90625
0.688 	 4.91124
0.689 	 4.91623
0.69 	 4.92121
0.691 	 4.92619
0.692 	 4.93116
0.693 	 4.93613
0.694 	 4.94109
0.695 	 4.94605
0.696 	 4.951
0.697 	 4.95595
0.698 	 4.96089
0.699 	 4.96583
0.7 	 4.97076
0.701 	 4.97569
0.702 	 4.98062
0.703 	 4.98553
0.704 	 4.99045
0.705 	 4.99536
0.706 	 5.00026
0.707 	 5.00516
0.708 	 5.01006
0.709 	 5.01495
0.71 	 5.01983
0.711 	 5.02471
0.712 	 5.02959
0.713 	 5.03446
0.714 	 5.03933
0.715 	 5.04419
0.716 	 5.04904
0.717 	 5.0539
0.718 	 5.05874
0.719 	 5.06359
0.72 	 5.06842
0.721 	 5.07326
0.722 	 5.07809
0.723 	 5.08291
0.724 	 5.08773
0.725 	 5.09254
0.726 	 5.09735
0.727 	 5.10216
0.728 	 5.10696
0.729 	 5.11175
0.73 	 5.11654
0.731 	 5.12133
0.732 	 5.12611
0.733 	 5.13088
0.734 	 5.13566
0.735 	 5.14042
0.736 	 5.14519
0.737 	 5.14994
0.738 	 5.1547
0.739 	 5.15944
0.74 	 5.16419
0.741 	 5.16893
0.742 	 5.17366
0.743 	 5.17839
0.744 	 5.18312
0.745 	 5.18784
0.746 	 5.19255
0.747 	 5.19726
0.748 	 5.20197
0.749 	 5.20667
0.75 	 5.21137
0.751 	 5.21606
0.752 	 5.22075
0.753 	 5.22544
0.754 	 5.23011
0.755 	 5.23479
0.756 	 5.23946
0.757 	 5.24412
0.758 	 5.24878
0.759 	 5.25344
0.76 	 5.25809
0.761 	 5.26274
0.762 	 5.26738
0.763 	 5.27202
0.764 	 5.27665
0.765 	 5.28128
0.766 	 5.28591
0.767 	 5.29053
0.768 	 5.29514
0.769 	 5.29975
0.77 	 5.30436
0.771 	 5.30896
0.772 	 5.31356
0.773 	 5.31815
0.774 	 5.32274
0.775 	 5.32732
0.776 	 5.3319
0.777 	 5.33648
0.778 	 5.34105
0.779 	 5.34561
0.78 	 5.35017
0.781 	 5.35473
0.782 	 5.35928
0.783 	 5.36383
0.784 	 5.36837
0.785 	 5.37291
0.786 	 5.37745
0.787 	 5.38198
0.788 	 5.3865
0.789 	 5.39103
0.79 	 5.39554
0.791 	 5.40005
0.792 	 5.40456
0.793 	 5.40907
0.794 	 5.41356
0.795 	 5.41806
0.796 	 5.42255
0.797 	 5.42704
0.798 	 5.43152
0.799 	 5.43599
0.8 	 5.44047
0.801 	 5.44494
0.802 	 5.4494
0.803 	 5.45386
0.804 	 5.45831
0.805 	 5.46276
0.806 	 5.46721
0.807 	 5.47165
0.808 	 5.47609
0.809 	 5.48052
0.81 	 5.48495
0.811 	 5.48938
0.812 	 5.4938
0.813 	 5.49822
0.814 	 5.50263
0.815 	 5.50703
0.816 	 5.51144
0.817 	 5.51584
0.818 	 5.52023
0.819 	 5.52462
0.82 	 5.52901
0.821 	 5.53339
0.822 	 5.53777
0.823 	 5.54214
0.824 	 5.54651
0.825 	 5.55087
0.826 	 5.55523
0.827 	 5.55959
0.828 	 5.56394
0.829 	 5.56829
0.83 	 5.57263
0.831 	 5.57697
0.832 	 5.5813
0.833 	 5.58563
0.834 	 5.58996
0.835 	 5.59428
0.836 	 5.5986
0.837 	 5.60291
0.838 	 5.60722
0.839 	 5.61153
0.84 	 5.61583
0.841 	 5.62012
0.842 	 5.62442
0.843 	 5.6287
0.844 	 5.63299
0.845 	 5.63727
0.846 	 5.64154
0.847 	 5.64581
0.848 	 5.65008
0.849 	 5.65434
0.85 	 5.6586
0.851 	 5.66286
0.852 	 5.66711
0.853 	 5.67135
0.854 	 5.6756
0.855 	 5.67983
0.856 	 5.68407
0.857 	 5.6883
0.858 	 5.69252
0.859 	 5.69674
0.86 	 5.70096
0.861 	 5.70517
0.862 	 5.70938
0.863 	 5.71359
0.864 	 5.71779
0.865 	 5.72199
0.866 	 5.72618
0.867 	 5.73037
0.868 	 5.73455
0.869 	 5.73873
0.87 	 5.74291
0.871 	 5.74708
0.872 	 5.75125
0.873 	 5.75541
0.874 	 5.75957
0.875 	 5.76373
0.876 	 5.76788
0.877 	 5.77202
0.878 	 5.77617
0.879 	 5.78031
0.88 	 5.78444
0.881 	 5.78857
0.882 	 5.7927
0.883 	 5.79682
0.884 	 5.80094
0.885 	 5.80506
0.886 	 5.80917
0.887 	 5.81328
0.888 	 5.81738
0.889 	 5.82148
0.89 	 5.82557
0.891 	 5.82966
0.892 	 5.83375
0.893 	 5.83783
0.894 	 5.84191
0.895 	 5.84599
0.896 	 5.85006
0.897 	 5.85413
0.898 	 5.85819
0.899 	 5.86225
0.9 	 5.8663
0.901 	 5.87035
0.902 	 5.8744
0.903 	 5.87844
0.904 	 5.88248
0.905 	 5.88652
0.906 	 5.89055
0.907 	 5.89458
0.908 	 5.8986
0.909 	 5.90262
0.91 	 5.90664
0.911 	 5.91065
0.912 	 5.91465
0.913 	 5.91866
0.914 	 5.92266
0.915 	 5.92665
0.916 	 5.93065
0.917 	 5.93463
0.918 	 5.93862
0.919 	 5.9426
0.92 	 5.94657
0.921 	 5.95055
0.922 	 5.95451
0.923 	 5.95848
0.924 	 5.96244
0.925 	 5.9664
0.926 	 5.97035
0.927 	 5.9743
0.928 	 5.97824
0.929 	 5.98219
0.93 	 5.98612
0.931 	 5.99006
0.932 	 5.99399
0.933 	 5.99791
0.934 	 6.00183
0.935 	 6.00575
0.936 	 6.00967
0.937 	 6.01358
0.938 	 6.01748
0.939 	 6.02139
0.94 	 6.02529
0.941 	 6.02918
0.942 	 6.03307
0.943 	 6.03696
0.944 	 6.04084
0.945 	 6.04472
0.946 	 6.0486
0.947 	 6.05247
0.948 	 6.05634
0.949 	 6.06021
0.95 	 6.06407
0.951 	 6.06792
0.952 	 6.07178
0.953 	 6.07563
0.954 	 6.07947
0.955 	 6.08331
0.956 	 6.08715
0.957 	 6.09099
0.958 	 6.09482
0.959 	 6.09865
0.96 	 6.10247
0.961 	 6.10629
0.962 	 6.1101
0.963 	 6.11392
0.964 	 6.11772
0.965 	 6.12153
0.966 	 6.12533
0.967 	 6.12913
0.968 	 6.13292
0.969 	 6.13671
0.97 	 6.1405
0.971 	 6.14428
0.972 	 6.14806
0.973 	 6.15183
0.974 	 6.1556
0.975 	 6.15937
0.976 	 6.16313
0.977 	 6.1669
0.978 	 6.17065
0.979 	 6.1744
0.98 	 6.17815
0.981 	 6.1819
0.982 	 6.18564
0.983 	 6.18938
0.984 	 6.19311
0.985 	 6.19684
0.986 	 6.20057
0.987 	 6.20429
0.988 	 6.20801
0.989 	 6.21173
0.99 	 6.21544
0.991 	 6.21915
0.992 	 6.22286
0.993 	 6.22656
0.994 	 6.23026
0.995 	 6.23395
0.996 	 6.23764
0.997 	 6.24133
0.998 	 6.24501
0.999 	 6.24869
1 	 6.25237
1.001 	 6.25604
1.002 	 6.25971
1.003 	 6.26338
1.004 	 6.26704
1.005 	 6.2707
1.006 	 6.27435
1.007 	 6.278
1.008 	 6.28165
1.009 	 6.28529
1.01 	 6.28893
1.011 	 6.29257
1.012 	 6.2962
1.013 	 6.29983
1.014 	 6.30346
1.015 	 6.30708
1.016 	 6.3107
1.017 	 6.31432
1.018 	 6.31793
1.019 	 6.32154
1.02 	 6.32514
1.021 	 6.32874
1.022 	 6.33234
1.023 	 6.33594
1.024 	 6.33953
1.025 	 6.34311
1.026 	 6.3467
1.027 	 6.35028
1.028 	 6.35385
1.029 	 6.35743
1.03 	 6.361
1.031 	 6.36456
1.032 	 6.36813
1.033 	 6.37169
1.034 	 6.37524
1.035 	 6.37879
1.036 	 6.38234
1.037 	 6.38589
1.038 	 6.38943
1.039 	 6.39297
1.04 	 6.3965
1.041 	 6.40003
1.042 	 6.40356
1.043 	 6.40709
1.044 	 6.41061
1.045 	 6.41413
1.046 	 6.41764
1.047 	 6.42115
1.048 	 6.42466
1.049 	 6.42816
1.05 	 6.43166
1.051 	 6.43516
1.052 	 6.43865
1.053 	 6.44214
1.054 	 6.44563
1.055 	 6.44911
1.056 	 6.45259
1.057 	 6.45607
1.058 	 6.45954
1.059 	 6.46301
1.06 	 6.46648
1.061 	 6.46994
1.062 	 6.4734
1.063 	 6.47686
1.064 	 6.48031
1.065 	 6.48376
1.066 	 6.4872
1.067 	 6.49065
1.068 	 6.49409
1.069 	 6.49752
1.07 	 6.50095
1.071 	 6.50438
1.072 	 6.50781
1.073 	 6.51123
1.074 	 6.51465
1.075 	 6.51807
1.076 	 6.52148
1.077 	 6.52489
1.078 	 6.52829
1.079 	 6.53169
1.08 	 6.53509
1.081 	 6.53849
1.082 	 6.54188
1.083 	 6.54527
1.084 	 6.54866
1.085 	 6.55204
1.086 	 6.55542
1.087 	 6.55879
1.088 	 6.56217
1.089 	 6.56553
1.09 	 6.5689
1.091 	 6.57226
1.092 	 6.57562
1.093 	 6.57898
1.094 	 6.58233
1.095 	 6.58568
1.096 	 6.58903
1.097 	 6.59237
1.098 	 6.59571
1.099 	 6.59904
1.1 	 6.60238
1.101 	 6.60571
1.102 	 6.60903
1.103 	 6.61236
1.104 	 6.61568
1.105 	 6.61899
1.106 	 6.62231
1.107 	 6.62562
1.108 	 6.62892
1.109 	 6.63223
1.11 	 6.63553
1.111 	 6.63882
1.112 	 6.64212
1.113 	 6.64541
1.114 	 6.6487
1.115 	 6.65198
1.116 	 6.65526
1.117 	 6.65854
1.118 	 6.66181
1.119 	 6.66509
1.12 	 6.66835
1.121 	 6.67162
1.122 	 6.67488
1.123 	 6.67814
1.124 	 6.68139
1.125 	 6.68465
1.126 	 6.6879
1.127 	 6.69114
1.128 	 6.69438
1.129 	 6.69762
1.13 	 6.70086
1.131 	 6.70409
1.132 	 6.70732
1.133 	 6.71055
1.134 	 6.71377
1.135 	 6.71699
1.136 	 6.72021
1.137 	 6.72343
1.138 	 6.72664
1.139 	 6.72985
1.14 	 6.73305
1.141 	 6.73625
1.142 	 6.73945
1.143 	 6.74265
1.144 	 6.74584
1.145 	 6.74903
1.146 	 6.75221
1.147 	 6.7554
1.148 	 6.75858
1.149 	 6.76175
1.15 	 6.76493
1.151 	 6.7681
1.152 	 6.77126
1.153 	 6.77443
1.154 	 6.77759
1.155 	 6.78075
1.156 	 6.7839
1.157 	 6.78705
1.158 	 6.7902
1.159 	 6.79335
1.16 	 6.79649
1.161 	 6.79963
1.162 	 6.80277
1.163 	 6.8059
1.164 	 6.80903
1.165 	 6.81216
1.166 	 6.81528
1.167 	 6.8184
1.168 	 6.82152
1.169 	 6.82463
1.17 	 6.82775
1.171 	 6.83085
1.172 	 6.83396
1.173 	 6.83706
1.174 	 6.84016
1.175 	 6.84326
1.176 	 6.84635
1.177 	 6.84944
1.178 	 6.85253
1.179 	 6.85562
1.18 	 6.8587
1.181 	 6.86178
1.182 	 6.86485
1.183 	 6.86792
1.184 	 6.87099
1.185 	 6.87406
1.186 	 6.87712
1.187 	 6.88018
1.188 	 6.88324
1.189 	 6.8863
1.19 	 6.88935
1.191 	 6.8924
1.192 	 6.89544
1.193 	 6.89848
1.194 	 6.90152
1.195 	 6.90456
1.196 	 6.90759
1.197 	 6.91062
1.198 	 6.91365
1.199 	 6.91668
1.2 	 6.9197
1.201 	 6.92272
1.202 	 6.92573
1.203 	 6.92874
1.204 	 6.93175
1.205 	 6.93476
1.206 	 6.93776
1.207 	 6.94077
1.208 	 6.94376
1.209 	 6.94676
1.21 	 6.94975
1.211 	 6.95274
1.212 	 6.95573
1.213 	 6.95871
1.214 	 6.96169
1.215 	 6.96467
1.216 	 6.96764
1.217 	 6.97061
1.218 	 6.97358
1.219 	 6.97655
1.22 	 6.97951
1.221 	 6.98247
1.222 	 6.98543
1.223 	 6.98838
1.224 	 6.99133
1.225 	 6.99428
1.226 	 6.99723
1.227 	 7.00017
1.228 	 7.00311
1.229 	 7.00605
1.23 	 7.00898
1.231 	 7.01191
1.232 	 7.01484
1.233 	 7.01777
1.234 	 7.02069
1.235 	 7.02361
1.236 	 7.02653
1.237 	 7.02944
1.238 	 7.03235
1.239 	 7.03526
1.24 	 7.03817
1.241 	 7.04107
1.242 	 7.04397
1.243 	 7.04686
1.244 	 7.04976
1.245 	 7.05265
1.246 	 7.05554
1.247 	 7.05842
1.248 	 7.06131
1.249 	 7.06419
1.25 	 7.06706
1.251 	 7.06994
1.252 	 7.07281
1.253 	 7.07568
1.254 	 7.07854
1.255 	 7.08141
1.256 	 7.08427
1.257 	 7.08712
1.258 	 7.08998
1.259 	 7.09283
1.26 	 7.09568
1.261 	 7.09853
1.262 	 7.10137
1.263 	 7.10421
1.264 	 7.10705
1.265 	 7.10988
1.266 	 7.11272
1.267 	 7.11555
1.268 	 7.11837
1.269 	 7.1212
