0.5389116	1	 
0.6551832	0	 
2.2663992	1	 
2.3827892	0	 
4.0025032	1	3.4635916
4.118984	0	 
5.7299832	1	 
5.8465832	0	 
7.4661176	1	3.4636144
7.5827832	0	 
9.193584	1	 
9.310384	0	 
10.929784	1	3.4636664
11.0465864	0	 
12.6571848	1	 
12.7741848	0	 
14.3933056	1	3.4635216
14.5103856	0	 
16.1207152	1	 
16.2379168	0	 
17.8568848	1	3.4635792
17.9741312	0	 
19.5842848	1	 
19.7016848	0	 
21.3204	1	3.4635152
21.4378848	0	 
23.0478096	1	 
23.165424	0	 
24.7839856	1	3.4635856
24.9016864	0	 
26.5113856	1	 
26.6291936	0	 
28.2475872	1	3.4636016
28.3654208	0	 
29.9748864	1	 
30.0929088	0	 
31.7110848	1	3.4634976
31.829184	0	 
33.4384224	1	 
33.5566848	0	 
35.1745888	1	3.463504
35.2928832	0	 
36.90192	1	 
37.020384	0	 
38.638112	1	3.4635232
38.756608	0	 
40.365488	1	 
40.4841152	0	 
42.1016896	1	3.4635776
42.2203904	0	 
43.829008	1	 
43.9478912	0	 
45.5652064	1	3.4635168
45.6841088	0	 
47.292528	1	 
47.4115936	0	 
49.0287936	1	3.4635872
49.1478944	0	 
50.756096	1	 
50.875296	0	 
52.4922304	1	3.4634368
52.611536	0	 
54.2195968	1	 
54.3390336	0	 
55.9557056	1	3.4634752
56.0752128	0	 
57.6830976	1	 
57.8027136	0	 
59.419296	1	3.4635904
59.5389952	0	 
61.1465216	1	 
61.2663936	0	 
62.8827264	1	3.4634304
63.0026368	0	 
64.6099904	1	 
64.730016	0	 
66.3461888	1	3.4634624
66.4662912	0	 
68.0733888	1	 
68.1936896	0	 
69.809632	1	3.4634432
69.9299904	0	 
71.5368896	1	 
71.6573376	0	 
73.2730944	1	3.4634624
73.3936064	0	 
75.0003328	1	 
75.121024	0	 
76.7365312	1	3.4634368
76.8572928	0	 
78.4637952	1	 
78.5846976	0	 
80.200096	1	3.4635648
80.3209984	0	 
81.927296	1	 
82.0483968	0	 
83.6634944	1	3.4633984
83.7846272	0	 
85.3906944	1	 
85.5119936	0	 
87.1268928	1	3.4633984
87.2482368	0	 
88.8540928	1	 
88.9755904	0	 
90.5902976	1	3.4634048
90.7118912	0	 
92.3174912	1	 
92.4391936	0	 
94.053696	1	3.4633984
94.1754944	0	 
95.780896	1	 
95.9028096	0	 
97.5171072	1	3.4634112
97.6391168	0	 
99.2442304	1	 
99.3664	0	 
100.9805184	1	3.4634112
101.1027328	0	 
102.7076224	1	 
102.8299968	0	 
104.4438976	1	3.4633792
104.5662976	0	 
106.1710016	1	 
106.2935936	0	 
107.9073024	1	3.4634048
108.0299136	0	 
109.6344064	1	 
109.7572096	0	 
111.3707136	1	3.4634112
111.4935168	0	 
113.0978176	1	 
113.2208128	0	 
114.8340224	1	3.4633088
114.95712	0	 
116.5611392	1	 
116.684352	0	 
118.2974208	1	3.4633984
118.4206592	0	 
120.024512	1	 
120.1479296	0	 
121.7607552	1	3.4633344
121.8842368	0	 
123.4878336	1	 
123.61152	0	 
125.2241152	1	3.46336
125.3478144	0	 
126.9512064	1	 
127.0750464	0	 
128.6875008	1	3.4633856
128.8114048	0	 
130.4145408	1	 
130.5386112	0	 
132.1508224	1	3.4633216
132.274944	0	 
133.8778368	1	 
134.002112	0	 
135.614208	1	3.4633856
135.7385088	0	 
137.3412096	1	 
137.4656384	0	 
139.077504	1	3.463296
139.2020096	0	 
140.8045056	1	 
140.9292032	0	 
142.5408128	1	3.4633088
142.6656	0	 
144.2678144	1	 
144.3927296	0	 
146.0041984	1	3.4633856
146.1291136	0	 
147.7312	1	 
147.8562944	0	 
149.4674944	1	3.463296
149.5926912	0	 
151.194432	1	 
151.3197952	0	 
152.9307904	1	3.463296
153.056192	0	 
154.6577408	1	 
154.783296	0	 
156.3940992	1	3.4633088
156.5196928	0	 
158.121088	1	 
158.2468224	0	 
159.8574848	1	3.4633856
159.9832832	0	 
161.584384	1	 
161.7103872	0	 
163.3207936	1	3.4633088
163.4467968	0	 
165.0477184	1	 
165.1739008	0	 
166.7840384	1	3.4632448
166.9102976	0	 
168.5110016	1	 
168.6373376	0	 
170.2473344	1	3.463296
170.3737984	0	 
171.9742464	1	 
172.1008384	0	 
173.7106176	1	3.4632832
173.837312	0	 
175.4375168	1	 
175.5643264	0	 
177.1739136	1	3.463296
177.3007616	0	 
178.9008128	1	 
179.0278144	0	 
180.6372096	1	3.463296
180.7643136	0	 
182.3641088	1	 
182.4913152	0	 
184.1005184	1	3.4633088
184.2277504	0	 
185.8273152	1	 
185.9547392	0	 
187.563712	1	3.4631936
187.6912128	0	 
189.2905088	1	 
189.4182144	0	 
191.0269184	1	3.4632064
191.154624	0	 
192.7538304	1	 
192.881664	0	 
194.4901632	1	3.4632448
194.6180864	0	 
196.2170368	1	 
196.3451392	0	 
197.9534336	1	3.4632704
198.0815488	0	 
199.6802816	1	 
199.8085632	0	 
201.4166528	1	3.4632192
201.5450368	0	 
203.143488	1	 
203.2720384	0	 
204.8798592	1	3.4632064
205.0084352	0	 
206.6067328	1	 
206.7354368	0	 
208.3431424	1	3.4632832
208.4718848	0	 
210.069888	1	 
210.198848	0	 
211.8063488	1	3.4632064
211.9353472	0	 
213.5331712	1	 
213.6623488	0	 
215.2695808	1	3.463232
215.398784	0	 
216.9964544	1	 
217.12576	0	 
218.7328768	1	3.463296
218.8622848	0	 
220.4596992	1	 
220.5892608	0	 
222.1961728	1	3.463296
222.32576	0	 
223.9228672	1	 
224.0526592	0	 
225.6592896	1	3.4631168
225.7891584	0	 
227.3860608	1	 
227.5160576	0	 
229.1224576	1	3.463168
229.2525568	0	 
230.8491776	1	 
230.9793792	0	 
232.5856256	1	3.463168
232.7159296	0	 
234.3123712	1	 
234.4428288	0	 
236.0488448	1	3.4632192
236.179328	0	 
237.7755392	1	 
237.906176	0	 
239.5120384	1	3.4631936
239.6427264	0	 
241.2387328	1	 
241.3696256	0	 
242.975232	1	3.4631936
243.1061248	0	 
244.7019264	1	 
244.8329728	0	 
246.4384256	1	3.4631936
246.5695232	0	 
248.16512	1	 
248.2964224	0	 
249.9016192	1	3.4631936
250.0329216	0	 
251.6283136	1	 
251.7597952	0	 
253.3647872	1	3.463168
253.4962944	0	 
255.0914048	1	 
255.2231168	0	 
256.8279296	1	3.4631424
256.9597184	0	 
258.554624	1	 
258.6865152	0	 
260.2910464	1	3.4631168
260.4230144	0	 
262.0177152	1	 
262.1498112	0	 
263.7542144	1	3.463168
263.8864128	0	 
265.480832	1	 
265.6132352	0	 
267.2173312	1	3.4631168
267.3497344	0	 
268.9439488	1	 
269.0765312	0	 
270.6804736	1	3.4631424
270.8131328	0	 
272.4070656	1	 
272.5398528	0	 
274.1436416	1	3.463168
274.2764544	0	 
275.870208	1	 
276.0032	0	 
277.6067584	1	3.4631168
277.739776	0	 
279.3333504	1	 
279.4665472	0	 
281.0698496	1	3.4630912
281.2031488	0	 
282.7964416	1	 
282.9298432	0	 
284.5329408	1	3.4630912
284.6664448	0	 
286.2594816	1	 
286.3931392	0	 
287.996032	1	3.4630912
288.1297408	0	 
289.7225472	1	 
289.8564352	0	 
291.4591488	1	3.4631168
291.5930368	0	 
293.185664	1	 
293.3197568	0	 
294.9221632	1	3.4630144
295.0563584	0	 
296.6487552	1	 
296.7830528	0	 
298.3852544	1	3.4630912
298.5196544	0	 
300.1118464	1	 
300.2463488	0	 
301.848448	1	3.4631936
301.982976	0	 
303.5749376	1	 
303.7096448	0	 
305.3115392	1	3.4630912
305.4463488	0	 
307.0380544	1	 
307.172992	0	 
308.774656	1	3.4631168
308.9096448	0	 
310.5011456	1	 
310.6363392	0	 
312.2377472	1	3.4630912
312.3729664	0	 
313.964288	1	 
314.0996352	0	 
315.7008384	1	3.4630912
315.8362368	0	 
317.427328	1	 
317.5629312	0	 
319.1639296	1	3.4630912
319.2995584	0	 
320.8904192	1	 
321.026176	0	 
322.6270208	1	3.4630912
322.7628544	0	 
324.3534592	1	 
324.489472	0	 
326.0901376	1	3.4631168
326.2261504	0	 
327.8165504	1	 
327.952768	0	 
329.553152	1	3.4630144
329.6894464	0	 
331.2796416	1	 
331.4160384	0	 
333.016192	1	3.46304
333.1526912	0	 
334.742656	1	 
334.87936	0	 
336.4793088	1	3.4631168
336.616064	0	 
338.2057728	1	 
338.3425792	0	 
339.9424	1	3.4630912
340.0793088	0	 
341.6688128	1	 
341.8058752	0	 
343.4054656	1	3.4630656
343.5425792	0	 
345.1318784	1	 
345.2691712	0	 
346.8685056	1	3.46304
347.0058752	0	 
348.5949184	1	 
348.732416	0	 
350.3315712	1	3.4630656
350.4691712	0	 
352.057984	1	 
352.1956864	0	 
353.7946112	1	3.46304
353.9323904	0	 
355.5209728	1	 
355.6589056	0	 
357.2576	1	3.4629888
357.395584	0	 
358.9839616	1	 
359.1220736	0	 
360.7205632	1	3.4629632
360.8587776	0	 
362.4469504	1	 
362.585344	0	 
364.1835776	1	3.4630144
364.322048	0	 
365.9099392	1	 
366.0485376	0	 
367.6466432	1	3.4630656
367.7852672	0	 
369.3729536	1	 
369.5117568	0	 
371.109632	1	3.4629888
371.2485376	0	 
372.835968	1	 
372.9750272	0	 
374.5726464	1	3.4630144
374.7117312	0	 
376.2989568	1	 
376.4382208	0	 
378.0356608	1	3.4630144
378.1749504	0	 
379.7620224	1	 
379.90144	0	 
381.4987264	1	3.4630656
381.6382208	0	 
383.2250112	1	 
383.3646592	0	 
384.9617152	1	3.4629888
385.10144	0	 
386.6880256	1	 
386.8279296	0	 
388.4247296	1	3.4630144
388.5647104	0	 
390.1510144	1	 
390.2911232	0	 
391.8877184	1	3.4629888
392.0278528	0	 
393.6139008	1	 
393.7542144	0	 
395.3506048	1	3.4628864
395.4909952	0	 
397.0768896	1	 
397.2173824	0	 
398.813568	1	3.4629632
398.9541632	0	 
400.5397504	1	 
400.6805504	0	 
402.2764544	1	3.4628864
402.41728	0	 
404.0026624	1	 
404.1436672	0	 
405.7394176	1	3.4629632
405.8804736	0	 
407.4656	1	 
407.6068096	0	 
409.2023808	1	3.4629632
409.3436672	0	 
410.9285888	1	 
411.0700288	0	 
412.6653952	1	3.4630144
412.8068864	0	 
414.3915776	1	 
414.5331968	0	 
416.1282816	1	3.4628864
416.2700032	0	 
417.854464	1	 
417.9963648	0	 
419.5911936	1	3.462912
419.7331712	0	 
421.317376	1	 
421.4594816	0	 
423.0541312	1	3.4629376
423.196288	0	 
424.7803136	1	 
424.922624	0	 
426.51712	1	3.4629888
426.6594816	0	 
428.2432768	1	 
428.385792	0	 
429.9801088	1	3.4629888
430.1227008	0	 
431.7062656	1	 
431.8490112	0	 
433.4431232	1	3.4630144
433.58592	0	 
435.1692288	1	 
435.3122304	0	 
436.9060352	1	3.462912
437.0490368	0	 
438.632192	1	 
438.7753472	0	 
440.3689984	1	3.4629632
440.5122048	0	 
442.095104	1	 
442.2385152	0	 
443.8319104	1	3.462912
443.975424	0	 
445.558016	1	 
445.701632	0	 
447.2948224	1	3.462912
447.4385408	0	 
449.020928	1	 
449.1647488	0	 
450.7577344	1	3.462912
450.9016576	0	 
452.48384	1	 
452.6278656	0	 
454.2206464	1	3.462912
454.3647232	0	 
455.9466496	1	 
456.0909312	0	 
457.683456	1	3.4628096
457.82784	0	 
459.4094592	1	 
459.5539968	0	 
461.1463168	1	3.4628608
461.2908544	0	 
462.87232	1	 
463.0170624	0	 
464.6091264	1	3.4628096
464.75392	0	 
466.335232	1	 
466.4801792	0	 
468.0720896	1	3.4629632
468.2171904	0	 
469.7981952	1	 
469.9433984	0	 
471.5350528	1	3.4629632
471.6803072	0	 
473.261056	1	 
473.406464	0	 
474.9979136	1	3.4628608
475.1433728	0	 
476.7238656	1	 
476.8694784	0	 
478.4607744	1	3.4628608
478.6064896	0	 
480.1867776	1	 
480.3325952	0	 
481.9236864	1	3.462912
482.0696064	0	 
483.6496384	1	 
483.795712	0	 
485.3865472	1	3.4628608
485.5327232	0	 
487.1125504	1	 
487.2588288	0	 
488.849408	1	3.4628608
488.9957376	0	 
490.57536	1	 
490.7218432	0	 
492.31232	1	3.462912
492.4588544	0	 
494.0382208	1	 
494.18496	0	 
495.7751808	1	3.4628608
495.9219712	0	 
497.5011328	1	 
497.6480768	0	 
499.2380416	1	3.4628608
499.3850368	0	 
500.9639424	1	 
501.1111424	0	 
502.7009536	1	3.462912
502.8481536	0	 
504.4268544	1	 
504.5742592	0	 
506.1637632	1	3.4628096
506.3112192	0	 
507.889664	1	 
508.0372736	0	 
509.626624	1	3.4628608
509.774336	0	 
511.352576	1	 
511.5003904	0	 
513.089536	1	3.462912
513.2374016	0	 
514.8154368	1	 
514.963456	0	 
516.5523456	1	3.4628096
516.7004672	0	 
518.2782464	1	 
518.4265216	0	 
520.0151552	1	3.4628096
520.1635328	0	 
521.741056	1	 
521.889536	0	 
523.478016	1	3.4628608
523.6265472	0	 
525.2038656	1	 
525.3525504	0	 
526.9408256	1	3.4628096
527.0896128	0	 
528.6667264	1	 
528.815616	0	 
530.4036352	1	3.4628096
530.5526272	0	 
532.129536	1	 
532.2787328	0	 
533.8665472	1	3.462912
534.015744	0	 
535.592448	1	 
535.7417984	0	 
537.3294592	1	3.462912
537.4788608	0	 
539.0552576	1	 
539.204864	0	 
540.7922688	1	3.4628096
540.9418752	0	 
542.5180672	1	 
542.6678784	0	 
544.2551808	1	3.462912
544.404992	0	 
545.9809792	1	 
546.1309952	0	 
547.7179904	1	3.4628096
547.8680064	0	 
549.4437888	1	 
549.5940096	0	 
551.1808	1	3.4628096
551.3311232	0	 
552.9065472	1	 
553.057024	0	 
554.6435584	1	3.4627584
554.7941376	0	 
556.3693568	1	 
556.5200384	0	 
558.106368	1	3.4628096
558.257152	0	 
559.8321664	1	 
559.9830528	0	 
561.5691776	1	3.4628096
561.7201152	0	 
563.2949248	1	 
563.446016	0	 
565.031936	1	3.4627584
565.1831296	0	 
