time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
0 	 0.174533 	 0 	 0 	 0.148884 	 0.148884 
0 	 0.174448 	 -0.0170157 	 0.000144768 	 0.148739 	 0.148884 
0.01 	 0.174193 	 -0.0340209 	 0.00057871 	 0.148306 	 0.148884 
0.02 	 0.173767 	 -0.0510047 	 0.00130074 	 0.147584 	 0.148885 
0.03 	 0.173173 	 -0.0679566 	 0.00230905 	 0.146578 	 0.148887 
0.04 	 0.172409 	 -0.084866 	 0.00360112 	 0.145291 	 0.148892 
0.05 	 0.171476 	 -0.101722 	 0.00517368 	 0.143726 	 0.1489 
0.06 	 0.170374 	 -0.118514 	 0.00702279 	 0.141891 	 0.148913 
0.07 	 0.169105 	 -0.135231 	 0.00914376 	 0.13979 	 0.148934 
0.08 	 0.16767 	 -0.151863 	 0.0115312 	 0.137432 	 0.148963 
0.09 	 0.166069 	 -0.168399 	 0.014179 	 0.134826 	 0.149005 
0.1 	 0.164302 	 -0.184827 	 0.0170805 	 0.131979 	 0.14906 
0.11 	 0.162372 	 -0.201137 	 0.020228 	 0.128904 	 0.149132 
0.12 	 0.16028 	 -0.217317 	 0.0236134 	 0.12561 	 0.149224 
0.13 	 0.158027 	 -0.233358 	 0.027228 	 0.12211 	 0.149338 
0.14 	 0.155613 	 -0.249247 	 0.0310621 	 0.118417 	 0.149479 
0.15 	 0.153042 	 -0.264974 	 0.0351056 	 0.114543 	 0.149649 
0.16 	 0.150314 	 -0.280527 	 0.0393477 	 0.110504 	 0.149852 
0.17 	 0.147432 	 -0.295895 	 0.0437769 	 0.106315 	 0.150092 
0.18 	 0.144397 	 -0.311066 	 0.0483812 	 0.10199 	 0.150372 
0.19 	 0.141212 	 -0.32603 	 0.0531478 	 0.0975472 	 0.150695 
0.2 	 0.137877 	 -0.340774 	 0.0580635 	 0.0930023 	 0.151066 
0.21 	 0.134397 	 -0.355287 	 0.0631145 	 0.0883732 	 0.151488 
0.22 	 0.130772 	 -0.369557 	 0.0682863 	 0.0836776 	 0.151964 
0.23 	 0.127007 	 -0.383573 	 0.0735641 	 0.0789341 	 0.152498 
0.24 	 0.123102 	 -0.397322 	 0.0789325 	 0.0741612 	 0.153094 
0.25 	 0.119061 	 -0.410793 	 0.0843756 	 0.0693781 	 0.153754 
0.26 	 0.114887 	 -0.423974 	 0.0898771 	 0.064604 	 0.154481 
0.27 	 0.110583 	 -0.436853 	 0.0954202 	 0.0598586 	 0.155279 
0.28 	 0.106151 	 -0.449417 	 0.100988 	 0.0551615 	 0.156149 
0.29 	 0.101595 	 -0.461655 	 0.106563 	 0.0505324 	 0.157095 
0.3 	 0.096919 	 -0.473554 	 0.112127 	 0.0459911 	 0.158118 
0.31 	 0.0921254 	 -0.485102 	 0.117662 	 0.0415573 	 0.159219 
0.32 	 0.0872181 	 -0.496287 	 0.123151 	 0.0372507 	 0.160401 
0.33 	 0.0822009 	 -0.507097 	 0.128574 	 0.0330906 	 0.161664 
0.34 	 0.0770775 	 -0.517519 	 0.133913 	 0.0290962 	 0.163009 
0.35 	 0.0718518 	 -0.527542 	 0.13915 	 0.0252863 	 0.164437 
0.36 	 0.066528 	 -0.537152 	 0.144266 	 0.0216793 	 0.165946 
0.37 	 0.0611102 	 -0.546338 	 0.149243 	 0.0182931 	 0.167536 
0.38 	 0.0556027 	 -0.555088 	 0.154061 	 0.0151452 	 0.169207 
0.39 	 0.0500099 	 -0.563389 	 0.158704 	 0.0122523 	 0.170956 
0.4 	 0.0443364 	 -0.57123 	 0.163152 	 0.00963045 	 0.172782 
0.41 	 0.0385869 	 -0.578599 	 0.167388 	 0.00729495 	 0.174683 
0.42 	 0.0327661 	 -0.585483 	 0.171395 	 0.00526025 	 0.176655 
0.43 	 0.0268789 	 -0.591872 	 0.175156 	 0.00353992 	 0.178696 
0.44 	 0.0209303 	 -0.597753 	 0.178654 	 0.00214651 	 0.180801 
0.45 	 0.0149256 	 -0.603116 	 0.181874 	 0.00109157 	 0.182966 
0.46 	 0.00886979 	 -0.60795 	 0.184801 	 0.000385496 	 0.185187 
0.47 	 0.00276838 	 -0.612243 	 0.187421 	 3.75531e-05 	 0.187458 
0.48 	 -0.00337323 	 -0.615986 	 0.189719 	 5.57555e-05 	 0.189775 
0.49 	 -0.00954947 	 -0.619167 	 0.191684 	 0.000446839 	 0.192131 
0.5 	 -0.0157547 	 -0.621778 	 0.193304 	 0.0012162 	 0.19452 
0.51 	 -0.0219831 	 -0.623809 	 0.194569 	 0.00236786 	 0.196936 
0.52 	 -0.0282289 	 -0.625249 	 0.195468 	 0.0039044 	 0.199373 
0.53 	 -0.0344861 	 -0.626092 	 0.195996 	 0.00582695 	 0.201823 
0.54 	 -0.0407487 	 -0.626329 	 0.196144 	 0.00813511 	 0.204279 
0.55 	 -0.0470106 	 -0.625951 	 0.195907 	 0.010827 	 0.206734 
0.56 	 -0.0532657 	 -0.624952 	 0.195283 	 0.0138991 	 0.209182 
0.57 	 -0.0595076 	 -0.623325 	 0.194267 	 0.0173465 	 0.211614 
0.58 	 -0.06573 	 -0.621064 	 0.19286 	 0.0211625 	 0.214023 
0.59 	 -0.0719267 	 -0.618164 	 0.191063 	 0.025339 	 0.216402 
0.6 	 -0.0780912 	 -0.61462 	 0.188879 	 0.0298662 	 0.218745 
0.61 	 -0.084217 	 -0.610428 	 0.186311 	 0.0347327 	 0.221044 
0.62 	 -0.0902976 	 -0.605584 	 0.183366 	 0.0399257 	 0.223292 
0.63 	 -0.0963265 	 -0.600087 	 0.180052 	 0.0454309 	 0.225483 
0.64 	 -0.102297 	 -0.593935 	 0.17638 	 0.0512323 	 0.227612 
0.65 	 -0.108203 	 -0.587127 	 0.172359 	 0.0573127 	 0.229672 
0.66 	 -0.114037 	 -0.579663 	 0.168005 	 0.0636532 	 0.231658 
0.67 	 -0.119794 	 -0.571545 	 0.163332 	 0.070234 	 0.233566 
0.68 	 -0.125466 	 -0.562774 	 0.158357 	 0.0770335 	 0.235391 
0.69 	 -0.131047 	 -0.553354 	 0.1531 	 0.0840294 	 0.237129 
0.7 	 -0.136531 	 -0.543288 	 0.147581 	 0.0911979 	 0.238779 
0.71 	 -0.141911 	 -0.532582 	 0.141822 	 0.0985143 	 0.240336 
0.72 	 -0.147181 	 -0.521242 	 0.135846 	 0.105953 	 0.241799 
0.73 	 -0.152334 	 -0.509275 	 0.12968 	 0.113488 	 0.243168 
0.74 	 -0.157364 	 -0.49669 	 0.12335 	 0.121091 	 0.244441 
0.75 	 -0.162266 	 -0.483496 	 0.116884 	 0.128735 	 0.245619 
0.76 	 -0.167032 	 -0.469704 	 0.110311 	 0.136391 	 0.246702 
0.77 	 -0.171658 	 -0.455326 	 0.103661 	 0.144031 	 0.247692 
0.78 	 -0.176137 	 -0.440375 	 0.0969652 	 0.151626 	 0.248591 
0.79 	 -0.180463 	 -0.424865 	 0.0902552 	 0.159146 	 0.249401 
0.8 	 -0.184632 	 -0.408812 	 0.0835634 	 0.166562 	 0.250126 
0.81 	 -0.188638 	 -0.392231 	 0.0769225 	 0.173846 	 0.250769 
0.82 	 -0.192475 	 -0.37514 	 0.0703652 	 0.180969 	 0.251334 
0.83 	 -0.196139 	 -0.357559 	 0.0639243 	 0.187902 	 0.251826 
0.84 	 -0.199625 	 -0.339507 	 0.0576325 	 0.194617 	 0.25225 
0.85 	 -0.202928 	 -0.321005 	 0.051522 	 0.201089 	 0.25261 
0.86 	 -0.206043 	 -0.302074 	 0.0456243 	 0.207289 	 0.252913 
0.87 	 -0.208968 	 -0.282738 	 0.0399704 	 0.213193 	 0.253164 
0.88 	 -0.211697 	 -0.263021 	 0.0345899 	 0.218777 	 0.253367 
0.89 	 -0.214227 	 -0.242947 	 0.0295115 	 0.224018 	 0.253529 
0.9 	 -0.216555 	 -0.222542 	 0.0247624 	 0.228893 	 0.253656 
0.91 	 -0.218677 	 -0.201832 	 0.0203682 	 0.233383 	 0.253752 
0.92 	 -0.22059 	 -0.180846 	 0.0163526 	 0.237469 	 0.253822 
0.93 	 -0.222293 	 -0.15961 	 0.0127377 	 0.241134 	 0.253871 
0.94 	 -0.223782 	 -0.138153 	 0.00954319 	 0.244361 	 0.253905 
0.95 	 -0.225055 	 -0.116505 	 0.00678676 	 0.247139 	 0.253925 
0.96 	 -0.226111 	 -0.0946955 	 0.00448362 	 0.249454 	 0.253937 
0.97 	 -0.226949 	 -0.0727537 	 0.00264655 	 0.251297 	 0.253943 
0.98 	 -0.227566 	 -0.0507105 	 0.00128578 	 0.25266 	 0.253946 
0.99 	 -0.227963 	 -0.0285964 	 0.000408878 	 0.253537 	 0.253946 
1 	 -0.228138 	 -0.00644243 	 2.07525e-05 	 0.253926 	 0.253946 
1.01 	 -0.228092 	 0.0157206 	 0.000123568 	 0.253823 	 0.253946 
1.02 	 -0.227824 	 0.0378616 	 0.000716751 	 0.253229 	 0.253946 
1.03 	 -0.227334 	 0.0599498 	 0.00179699 	 0.252148 	 0.253945 
1.04 	 -0.226625 	 0.0819542 	 0.00335825 	 0.250583 	 0.253941 
1.05 	 -0.225696 	 0.103845 	 0.00539184 	 0.248541 	 0.253933 
1.06 	 -0.224548 	 0.12559 	 0.00788646 	 0.246031 	 0.253918 
1.07 	 -0.223185 	 0.147162 	 0.0108283 	 0.243064 	 0.253892 
1.08 	 -0.221606 	 0.168529 	 0.0142011 	 0.239652 	 0.253853 
1.09 	 -0.219815 	 0.189664 	 0.0179863 	 0.235809 	 0.253795 
1.1 	 -0.217813 	 0.210538 	 0.0221632 	 0.231552 	 0.253715 
1.11 	 -0.215605 	 0.231123 	 0.026709 	 0.226898 	 0.253607 
1.12 	 -0.213192 	 0.251393 	 0.0315992 	 0.221867 	 0.253466 
1.13 	 -0.210578 	 0.271321 	 0.0368074 	 0.21648 	 0.253287 
1.14 	 -0.207767 	 0.290881 	 0.0423059 	 0.210759 	 0.253065 
1.15 	 -0.204762 	 0.31005 	 0.0480656 	 0.204728 	 0.252793 
1.16 	 -0.201567 	 0.328804 	 0.0540562 	 0.198411 	 0.252467 
1.17 	 -0.198187 	 0.347121 	 0.0602465 	 0.191834 	 0.25208 
1.18 	 -0.194626 	 0.364978 	 0.0666046 	 0.185024 	 0.251629 
1.19 	 -0.190889 	 0.382357 	 0.0730982 	 0.178008 	 0.251106 
1.2 	 -0.186981 	 0.399236 	 0.0796946 	 0.170815 	 0.250509 
1.21 	 -0.182906 	 0.415598 	 0.0863608 	 0.163472 	 0.249832 
1.22 	 -0.178671 	 0.431426 	 0.0930641 	 0.156008 	 0.249072 
1.23 	 -0.17428 	 0.446704 	 0.0997721 	 0.148453 	 0.248225 
1.24 	 -0.169739 	 0.461416 	 0.106453 	 0.140836 	 0.247289 
1.25 	 -0.165053 	 0.47555 	 0.113074 	 0.133186 	 0.24626 
1.26 	 -0.160229 	 0.489093 	 0.119606 	 0.125531 	 0.245137 
1.27 	 -0.155273 	 0.502033 	 0.126019 	 0.117901 	 0.24392 
1.28 	 -0.150191 	 0.514361 	 0.132283 	 0.110323 	 0.242607 
1.29 	 -0.144988 	 0.526066 	 0.138373 	 0.102825 	 0.241198 
1.3 	 -0.139672 	 0.537141 	 0.14426 	 0.0954347 	 0.239695 
1.31 	 -0.134248 	 0.54758 	 0.149922 	 0.0881772 	 0.238099 
1.32 	 -0.128722 	 0.557376 	 0.155334 	 0.081078 	 0.236412 
1.33 	 -0.123102 	 0.566525 	 0.160475 	 0.0741615 	 0.234637 
1.34 	 -0.117394 	 0.575023 	 0.165326 	 0.0674509 	 0.232777 
1.35 	 -0.111604 	 0.582868 	 0.169868 	 0.0609682 	 0.230836 
1.36 	 -0.105739 	 0.590057 	 0.174084 	 0.0547342 	 0.228818 
1.37 	 -0.0998049 	 0.596591 	 0.17796 	 0.0487685 	 0.226729 
1.38 	 -0.093809 	 0.602468 	 0.181484 	 0.0430891 	 0.224573 
1.39 	 -0.0877577 	 0.607692 	 0.184644 	 0.0377127 	 0.222357 
1.4 	 -0.0816574 	 0.612262 	 0.187432 	 0.0326547 	 0.220087 
1.41 	 -0.0755146 	 0.616182 	 0.18984 	 0.0279288 	 0.217769 
1.42 	 -0.0693359 	 0.619456 	 0.191863 	 0.0235471 	 0.21541 
1.43 	 -0.0631276 	 0.622088 	 0.193497 	 0.0195205 	 0.213017 
1.44 	 -0.0568962 	 0.624083 	 0.19474 	 0.0158579 	 0.210598 
1.45 	 -0.0506481 	 0.625446 	 0.195592 	 0.0125669 	 0.208158 
1.46 	 -0.0443894 	 0.626184 	 0.196053 	 0.00965347 	 0.205707 
1.47 	 -0.0381265 	 0.626304 	 0.196128 	 0.00712191 	 0.20325 
1.48 	 -0.0318654 	 0.625813 	 0.195821 	 0.00497505 	 0.200796 
1.49 	 -0.0256122 	 0.624719 	 0.195137 	 0.00321415 	 0.198351 
1.5 	 -0.019373 	 0.62303 	 0.194083 	 0.00183897 	 0.195922 
1.51 	 -0.0131536 	 0.620755 	 0.192668 	 0.000847768 	 0.193516 
1.52 	 -0.00695979 	 0.617904 	 0.190903 	 0.000237349 	 0.19114 
1.53 	 -0.000797374 	 0.614486 	 0.188797 	 3.11545e-06 	 0.1888 
1.54 	 0.00532808 	 0.610512 	 0.186362 	 0.000139103 	 0.186501 
1.55 	 0.011411 	 0.605991 	 0.183613 	 0.000638031 	 0.184251 
1.56 	 0.0174461 	 0.600934 	 0.180561 	 0.00149136 	 0.182052 
1.57 	 0.023428 	 0.595353 	 0.177223 	 0.00268934 	 0.179912 
1.58 	 0.0293515 	 0.589258 	 0.173612 	 0.00422109 	 0.177833 
1.59 	 0.0352115 	 0.58266 	 0.169747 	 0.00607462 	 0.175821 
1.6 	 0.041003 	 0.575572 	 0.165641 	 0.00823696 	 0.173878 
1.61 	 0.0467213 	 0.568004 	 0.161314 	 0.0106942 	 0.172009 
1.62 	 0.0523616 	 0.559969 	 0.156783 	 0.0134314 	 0.170214 
1.63 	 0.0579192 	 0.551479 	 0.152064 	 0.0164331 	 0.168497 
1.64 	 0.0633897 	 0.542545 	 0.147177 	 0.0196828 	 0.16686 
1.65 	 0.0687686 	 0.53318 	 0.14214 	 0.0231636 	 0.165304 
1.66 	 0.0740518 	 0.523395 	 0.136971 	 0.0268577 	 0.163829 
1.67 	 0.0792352 	 0.513204 	 0.131689 	 0.0307472 	 0.162436 
1.68 	 0.0843146 	 0.502618 	 0.126312 	 0.0348132 	 0.161126 
1.69 	 0.0892863 	 0.491649 	 0.12086 	 0.039037 	 0.159897 
1.7 	 0.0941464 	 0.480311 	 0.115349 	 0.0433993 	 0.158748 
1.71 	 0.0988913 	 0.468614 	 0.1098 	 0.0478804 	 0.15768 
1.72 	 0.103517 	 0.456572 	 0.104229 	 0.0524609 	 0.15669 
1.73 	 0.108022 	 0.444196 	 0.098655 	 0.0571209 	 0.155776 
1.74 	 0.1124 	 0.431498 	 0.0930955 	 0.0618406 	 0.154936 
1.75 	 0.116651 	 0.418492 	 0.0875677 	 0.0666004 	 0.154168 
1.76 	 0.120769 	 0.405188 	 0.0820887 	 0.0713806 	 0.153469 
1.77 	 0.124753 	 0.391599 	 0.0766749 	 0.0761618 	 0.152837 
1.78 	 0.1286 	 0.377737 	 0.0713425 	 0.0809247 	 0.152267 
1.79 	 0.132307 	 0.363613 	 0.0661072 	 0.0856504 	 0.151758 
1.8 	 0.135872 	 0.34924 	 0.0609842 	 0.0903204 	 0.151305 
1.81 	 0.139291 	 0.334629 	 0.0559882 	 0.0949164 	 0.150905 
1.82 	 0.142564 	 0.319791 	 0.0511332 	 0.0994208 	 0.150554 
1.83 	 0.145686 	 0.304739 	 0.046433 	 0.103816 	 0.150249 
1.84 	 0.148658 	 0.289484 	 0.0419005 	 0.108086 	 0.149987 
1.85 	 0.151475 	 0.274037 	 0.0375482 	 0.112215 	 0.149763 
1.86 	 0.154138 	 0.25841 	 0.0333879 	 0.116186 	 0.149574 
1.87 	 0.156643 	 0.242614 	 0.0294308 	 0.119986 	 0.149417 
1.88 	 0.15899 	 0.22666 	 0.0256874 	 0.1236 	 0.149287 
1.89 	 0.161176 	 0.210559 	 0.0221676 	 0.127015 	 0.149183 
1.9 	 0.1632 	 0.194323 	 0.0188808 	 0.130219 	 0.1491 
1.91 	 0.165062 	 0.177962 	 0.0158353 	 0.1332 	 0.149035 
1.92 	 0.166759 	 0.161488 	 0.0130392 	 0.135947 	 0.148986 
1.93 	 0.168291 	 0.144911 	 0.0104996 	 0.13845 	 0.14895 
1.94 	 0.169657 	 0.128242 	 0.00822302 	 0.140701 	 0.148924 
1.95 	 0.170856 	 0.111492 	 0.00621525 	 0.142692 	 0.148907 
1.96 	 0.171887 	 0.094672 	 0.0044814 	 0.144415 	 0.148896 
1.97 	 0.172749 	 0.0777924 	 0.00302583 	 0.145864 	 0.148889 
1.98 	 0.173442 	 0.0608639 	 0.00185221 	 0.147034 	 0.148886 
1.99 	 0.173966 	 0.0438973 	 0.000963487 	 0.147921 	 0.148885 
2 	 0.17432 	 0.0269033 	 0.000361893 	 0.148522 	 0.148884 
2.01 	 0.174504 	 0.00989241 	 4.89299e-05 	 0.148835 	 0.148884 
2.02 	 0.174518 	 -0.00712463 	 2.53802e-05 	 0.148859 	 0.148884 
2.03 	 0.174362 	 -0.0241372 	 0.000291303 	 0.148593 	 0.148884 
2.04 	 0.174035 	 -0.0411347 	 0.000846033 	 0.148038 	 0.148884 
2.05 	 0.173539 	 -0.0581065 	 0.00168818 	 0.147198 	 0.148886 
2.06 	 0.172873 	 -0.0750419 	 0.00281564 	 0.146073 	 0.148889 
2.07 	 0.172038 	 -0.0919302 	 0.00422558 	 0.144669 	 0.148895 
2.08 	 0.171035 	 -0.108761 	 0.00591445 	 0.14299 	 0.148905 
2.09 	 0.169863 	 -0.125523 	 0.00787799 	 0.141043 	 0.148921 
2.1 	 0.168525 	 -0.142206 	 0.0101112 	 0.138834 	 0.148945 
2.11 	 0.16702 	 -0.158798 	 0.0126085 	 0.136371 	 0.148979 
2.12 	 0.165349 	 -0.17529 	 0.0153633 	 0.133663 	 0.149026 
2.13 	 0.163514 	 -0.19167 	 0.0183687 	 0.130719 	 0.149088 
2.14 	 0.161516 	 -0.207927 	 0.0216169 	 0.127551 	 0.149168 
2.15 	 0.159356 	 -0.224051 	 0.0250994 	 0.124169 	 0.149269 
2.16 	 0.157036 	 -0.24003 	 0.0288071 	 0.120587 	 0.149394 
2.17 	 0.154556 	 -0.255852 	 0.0327301 	 0.116816 	 0.149546 
2.18 	 0.151919 	 -0.271507 	 0.0368582 	 0.112872 	 0.14973 
2.19 	 0.149126 	 -0.286984 	 0.04118 	 0.108768 	 0.149948 
2.2 	 0.14618 	 -0.302271 	 0.045684 	 0.10452 	 0.150204 
2.21 	 0.143082 	 -0.317357 	 0.0503578 	 0.100144 	 0.150501 
2.22 	 0.139834 	 -0.33223 	 0.0551885 	 0.0956558 	 0.150844 
2.23 	 0.136438 	 -0.346879 	 0.0601626 	 0.0910735 	 0.151236 
2.24 	 0.132897 	 -0.361292 	 0.0652659 	 0.0864143 	 0.15168 
2.25 	 0.129213 	 -0.375457 	 0.070484 	 0.0816964 	 0.15218 
2.26 	 0.125388 	 -0.389363 	 0.0758016 	 0.0769383 	 0.15274 
2.27 	 0.121426 	 -0.402997 	 0.0812032 	 0.0721588 	 0.153362 
2.28 	 0.11733 	 -0.416348 	 0.0866728 	 0.0673771 	 0.15405 
2.29 	 0.1131 	 -0.429404 	 0.0921937 	 0.0626126 	 0.154806 
2.3 	 0.108742 	 -0.442152 	 0.0977492 	 0.057885 	 0.155634 
2.31 	 0.104259 	 -0.454581 	 0.103322 	 0.053214 	 0.156536 
2.32 	 0.0996519 	 -0.466679 	 0.108894 	 0.0486192 	 0.157514 
2.33 	 0.0949261 	 -0.478432 	 0.114449 	 0.0441206 	 0.158569 
2.34 	 0.0900845 	 -0.48983 	 0.119967 	 0.0397377 	 0.159704 
2.35 	 0.0851307 	 -0.50086 	 0.12543 	 0.03549 	 0.16092 
2.36 	 0.0800686 	 -0.511509 	 0.130821 	 0.031397 	 0.162218 
2.37 	 0.0749019 	 -0.521765 	 0.136119 	 0.0274776 	 0.163597 
2.38 	 0.0696346 	 -0.531616 	 0.141308 	 0.0237504 	 0.165058 
2.39 	 0.0642709 	 -0.541051 	 0.146368 	 0.0202337 	 0.166602 
2.4 	 0.058815 	 -0.550055 	 0.15128 	 0.0169452 	 0.168226 
2.41 	 0.0532713 	 -0.558619 	 0.156028 	 0.0139021 	 0.16993 
2.42 	 0.0476442 	 -0.566729 	 0.160591 	 0.0111207 	 0.171711 
2.43 	 0.0419383 	 -0.574373 	 0.164952 	 0.00861694 	 0.173569 
2.44 	 0.0361583 	 -0.58154 	 0.169095 	 0.00640567 	 0.1755 
2.45 	 0.0303091 	 -0.588219 	 0.173001 	 0.00450099 	 0.177502 
2.46 	 0.0243956 	 -0.594396 	 0.176653 	 0.00291606 	 0.17957 
2.47 	 0.0184229 	 -0.600062 	 0.180037 	 0.00166302 	 0.1817 
2.48 	 0.0123961 	 -0.605205 	 0.183136 	 0.000752938 	 0.183889 
2.49 	 0.00632054 	 -0.609813 	 0.185936 	 0.000195751 	 0.186132 
2.5 	 0.000201629 	 -0.613878 	 0.188423 	 1.99206e-07 	 0.188423 
2.51 	 -0.00595516 	 -0.617387 	 0.190583 	 0.000173773 	 0.190757 
2.52 	 -0.0121442 	 -0.62033 	 0.192405 	 0.000722653 	 0.193128 
2.53 	 -0.0183598 	 -0.622699 	 0.193877 	 0.00165167 	 0.195529 
2.54 	 -0.0245963 	 -0.624484 	 0.19499 	 0.00296423 	 0.197954 
2.55 	 -0.0308476 	 -0.625676 	 0.195735 	 0.00466233 	 0.200397 
2.56 	 -0.0371078 	 -0.626266 	 0.196104 	 0.00674646 	 0.202851 
2.57 	 -0.0433708 	 -0.626246 	 0.196092 	 0.0092156 	 0.205307 
2.58 	 -0.0496306 	 -0.625609 	 0.195693 	 0.0120672 	 0.20776 
2.59 	 -0.0558809 	 -0.624348 	 0.194905 	 0.0152971 	 0.210202 
2.6 	 -0.0621155 	 -0.622456 	 0.193726 	 0.0188997 	 0.212625 
2.61 	 -0.0683279 	 -0.619928 	 0.192155 	 0.0228678 	 0.215023 
2.62 	 -0.0745119 	 -0.616759 	 0.190196 	 0.0271923 	 0.217388 
2.63 	 -0.0806609 	 -0.612944 	 0.18785 	 0.031863 	 0.219713 
2.64 	 -0.0867686 	 -0.608479 	 0.185124 	 0.0368679 	 0.221991 
2.65 	 -0.0928284 	 -0.603363 	 0.182023 	 0.0421935 	 0.224217 
2.66 	 -0.0988337 	 -0.597591 	 0.178558 	 0.0478247 	 0.226382 
2.67 	 -0.104778 	 -0.591165 	 0.174738 	 0.0537451 	 0.228483 
2.68 	 -0.110655 	 -0.584082 	 0.170576 	 0.0599368 	 0.230513 
2.69 	 -0.116457 	 -0.576344 	 0.166086 	 0.0663804 	 0.232467 
2.7 	 -0.122179 	 -0.567952 	 0.161285 	 0.0730554 	 0.23434 
2.71 	 -0.127814 	 -0.558909 	 0.156189 	 0.0799399 	 0.236129 
2.72 	 -0.133355 	 -0.549218 	 0.15082 	 0.087011 	 0.237831 
2.73 	 -0.138797 	 -0.538883 	 0.145197 	 0.0942445 	 0.239442 
2.74 	 -0.144131 	 -0.527911 	 0.139345 	 0.101615 	 0.24096 
2.75 	 -0.149353 	 -0.516307 	 0.133287 	 0.109097 	 0.242384 
2.76 	 -0.154455 	 -0.50408 	 0.127049 	 0.116664 	 0.243713 
2.77 	 -0.159432 	 -0.491239 	 0.120658 	 0.124288 	 0.244946 
2.78 	 -0.164278 	 -0.477794 	 0.114143 	 0.13194 	 0.246084 
2.79 	 -0.168986 	 -0.463755 	 0.107534 	 0.139593 	 0.247128 
2.8 	 -0.173551 	 -0.449136 	 0.100861 	 0.147218 	 0.248079 
2.81 	 -0.177967 	 -0.433949 	 0.0941558 	 0.154785 	 0.24894 
2.82 	 -0.182228 	 -0.418209 	 0.0874495 	 0.162265 	 0.249715 
2.83 	 -0.186329 	 -0.401933 	 0.080775 	 0.16963 	 0.250405 
2.84 	 -0.190265 	 -0.385136 	 0.0741651 	 0.176849 	 0.251015 
2.85 	 -0.19403 	 -0.367838 	 0.0676525 	 0.183896 	 0.251549 
2.86 	 -0.19762 	 -0.350057 	 0.0612701 	 0.190741 	 0.252012 
2.87 	 -0.20103 	 -0.331814 	 0.0550503 	 0.197358 	 0.252408 
2.88 	 -0.204255 	 -0.31313 	 0.0490251 	 0.203719 	 0.252744 
2.89 	 -0.207291 	 -0.294026 	 0.0432258 	 0.209798 	 0.253024 
2.9 	 -0.210134 	 -0.274528 	 0.0376828 	 0.215571 	 0.253254 
2.91 	 -0.21278 	 -0.254658 	 0.0324254 	 0.221014 	 0.25344 
2.92 	 -0.215226 	 -0.234442 	 0.0274816 	 0.226105 	 0.253586 
2.93 	 -0.217468 	 -0.213907 	 0.0228781 	 0.230821 	 0.253699 
2.94 	 -0.219503 	 -0.193078 	 0.0186396 	 0.235144 	 0.253784 
2.95 	 -0.221329 	 -0.171984 	 0.0147892 	 0.239056 	 0.253845 
2.96 	 -0.222942 	 -0.150652 	 0.011348 	 0.242539 	 0.253887 
2.97 	 -0.224341 	 -0.129112 	 0.00833491 	 0.24558 	 0.253915 
2.98 	 -0.225524 	 -0.107392 	 0.00576654 	 0.248165 	 0.253931 
2.99 	 -0.226489 	 -0.0855234 	 0.00365713 	 0.250283 	 0.25394 
3 	 -0.227234 	 -0.0635354 	 0.00201837 	 0.251926 	 0.253945 
3.01 	 -0.227759 	 -0.0414588 	 0.000859415 	 0.253087 	 0.253946 
3.02 	 -0.228063 	 -0.0193242 	 0.000186713 	 0.25376 	 0.253946 
3.03 	 -0.228145 	 0.00283729 	 4.02511e-06 	 0.253942 	 0.253946 
3.04 	 -0.228006 	 0.0249949 	 0.000312372 	 0.253634 	 0.253946 
3.05 	 -0.227646 	 0.0471175 	 0.00111003 	 0.252836 	 0.253946 
3.06 	 -0.227064 	 0.0691744 	 0.00239255 	 0.251551 	 0.253944 
3.07 	 -0.226263 	 0.0911347 	 0.00415277 	 0.249786 	 0.253939 
3.08 	 -0.225242 	 0.112968 	 0.00638091 	 0.247547 	 0.253928 
3.09 	 -0.224004 	 0.134645 	 0.00906458 	 0.244844 	 0.253909 
3.1 	 -0.22255 	 0.156134 	 0.012189 	 0.241689 	 0.253878 
3.11 	 -0.220882 	 0.177408 	 0.0157368 	 0.238094 	 0.253831 
3.12 	 -0.219002 	 0.198437 	 0.0196886 	 0.234076 	 0.253765 
3.13 	 -0.216914 	 0.219193 	 0.0240228 	 0.22965 	 0.253673 
3.14 	 -0.214619 	 0.23965 	 0.0287159 	 0.224836 	 0.253552 
3.15 	 -0.212122 	 0.259779 	 0.0337426 	 0.219654 	 0.253396 
3.16 	 -0.209425 	 0.279556 	 0.0390758 	 0.214124 	 0.2532 
3.17 	 -0.206532 	 0.298956 	 0.0446873 	 0.20827 	 0.252957 
3.18 	 -0.203447 	 0.317954 	 0.0505474 	 0.202116 	 0.252664 
3.19 	 -0.200174 	 0.336528 	 0.0566254 	 0.195687 	 0.252313 
3.2 	 -0.196718 	 0.354654 	 0.0628899 	 0.18901 	 0.2519 
3.21 	 -0.193083 	 0.372314 	 0.0693087 	 0.18211 	 0.251419 
3.22 	 -0.189273 	 0.389485 	 0.0758493 	 0.175016 	 0.250866 
3.23 	 -0.185295 	 0.40615 	 0.0824789 	 0.167757 	 0.250236 
3.24 	 -0.181152 	 0.422291 	 0.0891647 	 0.16036 	 0.249524 
3.25 	 -0.176851 	 0.43789 	 0.0958739 	 0.152855 	 0.248728 
3.26 	 -0.172396 	 0.452933 	 0.102574 	 0.14527 	 0.247844 
