time (s) 	 speed 
0 	 0
0.020 0.148
0.030 0.173
0.040 0.186
0.050 0.193
0.060 0.196
0.070 0.198
0.080 0.199
0.090 0.200
0.100 0.200
0.110 0.200
0.120 0.200
0.130 0.200
0.140 0.200
0.150 0.200
0.160 0.200
0.170 0.200
0.180 0.200
0.190 0.200
0.200 0.200
