time (s) 	 speed 
0.599 	 3.45923
0.6 	 3.46225
0.601 	 3.46526
0.602 	 3.46827
0.603 	 3.47127
0.604 	 3.47427
0.605 	 3.47726
0.606 	 3.48024
0.607 	 3.48322
0.608 	 3.48619
0.609 	 3.48916
0.61 	 3.49212
0.611 	 3.49508
0.612 	 3.49803
0.613 	 3.50097
0.614 	 3.50391
0.615 	 3.50684
0.616 	 3.50977
0.617 	 3.51269
0.618 	 3.5156
0.619 	 3.51851
0.62 	 3.52142
0.621 	 3.52432
0.622 	 3.52721
0.623 	 3.5301
0.624 	 3.53298
0.625 	 3.53585
0.626 	 3.53872
0.627 	 3.54159
0.628 	 3.54444
0.629 	 3.5473
0.63 	 3.55014
0.631 	 3.55299
0.632 	 3.55582
0.633 	 3.55865
0.634 	 3.56148
0.635 	 3.5643
0.636 	 3.56711
0.637 	 3.56992
0.638 	 3.57272
0.639 	 3.57552
0.64 	 3.57831
0.641 	 3.5811
0.642 	 3.58388
0.643 	 3.58665
0.644 	 3.58943
0.645 	 3.59219
0.646 	 3.59495
0.647 	 3.5977
0.648 	 3.60045
0.649 	 3.60319
0.65 	 3.60593
0.651 	 3.60866
0.652 	 3.61139
0.653 	 3.61411
0.654 	 3.61683
0.655 	 3.61954
0.656 	 3.62225
0.657 	 3.62495
0.658 	 3.62764
0.659 	 3.63033
0.66 	 3.63302
0.661 	 3.6357
0.662 	 3.63837
0.663 	 3.64104
0.664 	 3.6437
0.665 	 3.64636
0.666 	 3.64901
0.667 	 3.65166
0.668 	 3.6543
0.669 	 3.65694
0.67 	 3.65957
0.671 	 3.6622
0.672 	 3.66482
0.673 	 3.66744
0.674 	 3.67005
0.675 	 3.67266
0.676 	 3.67526
0.677 	 3.67786
0.678 	 3.68045
0.679 	 3.68303
0.68 	 3.68562
0.681 	 3.68819
0.682 	 3.69076
0.683 	 3.69333
0.684 	 3.69589
0.685 	 3.69845
0.686 	 3.701
0.687 	 3.70354
0.688 	 3.70608
0.689 	 3.70862
0.69 	 3.71115
0.691 	 3.71368
0.692 	 3.7162
0.693 	 3.71872
0.694 	 3.72123
0.695 	 3.72373
0.696 	 3.72623
0.697 	 3.72873
0.698 	 3.73122
0.699 	 3.73371
0.7 	 3.73619
0.701 	 3.73867
0.702 	 3.74114
0.703 	 3.74361
0.704 	 3.74607
0.705 	 3.74853
0.706 	 3.75098
0.707 	 3.75343
0.708 	 3.75587
0.709 	 3.75831
0.71 	 3.76074
0.711 	 3.76317
0.712 	 3.7656
0.713 	 3.76802
0.714 	 3.77043
0.715 	 3.77284
0.716 	 3.77525
0.717 	 3.77765
0.718 	 3.78004
0.719 	 3.78243
0.72 	 3.78482
0.721 	 3.7872
0.722 	 3.78958
0.723 	 3.79195
0.724 	 3.79432
0.725 	 3.79668
0.726 	 3.79904
0.727 	 3.8014
0.728 	 3.80375
0.729 	 3.80609
0.73 	 3.80843
0.731 	 3.81077
0.732 	 3.8131
0.733 	 3.81542
0.734 	 3.81774
0.735 	 3.82006
0.736 	 3.82237
0.737 	 3.82468
0.738 	 3.82699
0.739 	 3.82929
0.74 	 3.83158
0.741 	 3.83387
0.742 	 3.83616
0.743 	 3.83844
0.744 	 3.84071
0.745 	 3.84299
0.746 	 3.84525
0.747 	 3.84752
0.748 	 3.84978
0.749 	 3.85203
0.75 	 3.85428
0.751 	 3.85653
0.752 	 3.85877
0.753 	 3.861
0.754 	 3.86324
0.755 	 3.86546
0.756 	 3.86769
0.757 	 3.86991
0.758 	 3.87212
0.759 	 3.87433
0.76 	 3.87654
0.761 	 3.87874
0.762 	 3.88094
0.763 	 3.88313
0.764 	 3.88532
0.765 	 3.88751
0.766 	 3.88969
0.767 	 3.89186
0.768 	 3.89403
0.769 	 3.8962
0.77 	 3.89837
0.771 	 3.90052
0.772 	 3.90268
0.773 	 3.90483
0.774 	 3.90698
0.775 	 3.90912
0.776 	 3.91126
0.777 	 3.91339
0.778 	 3.91552
0.779 	 3.91765
0.78 	 3.91977
0.781 	 3.92189
0.782 	 3.924
0.783 	 3.92611
0.784 	 3.92821
0.785 	 3.93031
0.786 	 3.93241
0.787 	 3.9345
0.788 	 3.93659
0.789 	 3.93867
0.79 	 3.94075
0.791 	 3.94283
0.792 	 3.9449
0.793 	 3.94697
0.794 	 3.94903
0.795 	 3.95109
0.796 	 3.95315
0.797 	 3.9552
0.798 	 3.95725
0.799 	 3.95929
0.8 	 3.96133
0.801 	 3.96337
0.802 	 3.9654
0.803 	 3.96743
0.804 	 3.96945
0.805 	 3.97147
0.806 	 3.97349
0.807 	 3.9755
0.808 	 3.97751
0.809 	 3.97951
0.81 	 3.98151
0.811 	 3.98351
0.812 	 3.9855
0.813 	 3.98749
0.814 	 3.98947
0.815 	 3.99146
0.816 	 3.99343
0.817 	 3.9954
0.818 	 3.99737
0.819 	 3.99934
0.82 	 4.0013
0.821 	 4.00326
0.822 	 4.00521
0.823 	 4.00716
0.824 	 4.00911
0.825 	 4.01105
0.826 	 4.01299
0.827 	 4.01492
0.828 	 4.01685
0.829 	 4.01878
0.83 	 4.0207
0.831 	 4.02262
0.832 	 4.02454
0.833 	 4.02645
0.834 	 4.02836
0.835 	 4.03026
0.836 	 4.03216
0.837 	 4.03406
0.838 	 4.03595
0.839 	 4.03784
0.84 	 4.03973
0.841 	 4.04161
0.842 	 4.04349
0.843 	 4.04536
0.844 	 4.04724
0.845 	 4.0491
0.846 	 4.05097
0.847 	 4.05283
0.848 	 4.05468
0.849 	 4.05654
0.85 	 4.05839
0.851 	 4.06023
0.852 	 4.06207
0.853 	 4.06391
0.854 	 4.06575
0.855 	 4.06758
0.856 	 4.0694
0.857 	 4.07123
0.858 	 4.07305
0.859 	 4.07487
0.86 	 4.07668
0.861 	 4.07849
0.862 	 4.08029
0.863 	 4.0821
0.864 	 4.0839
0.865 	 4.08569
0.866 	 4.08748
0.867 	 4.08927
0.868 	 4.09106
0.869 	 4.09284
0.87 	 4.09462
0.871 	 4.09639
0.872 	 4.09816
0.873 	 4.09993
0.874 	 4.10169
0.875 	 4.10346
0.876 	 4.10521
0.877 	 4.10697
0.878 	 4.10872
0.879 	 4.11046
0.88 	 4.11221
0.881 	 4.11395
0.882 	 4.11568
0.883 	 4.11742
0.884 	 4.11915
0.885 	 4.12087
0.886 	 4.1226
0.887 	 4.12432
0.888 	 4.12603
0.889 	 4.12775
0.89 	 4.12945
0.891 	 4.13116
0.892 	 4.13286
0.893 	 4.13456
0.894 	 4.13626
0.895 	 4.13795
0.896 	 4.13964
0.897 	 4.14133
0.898 	 4.14301
0.899 	 4.14469
0.9 	 4.14637
0.901 	 4.14804
0.902 	 4.14971
0.903 	 4.15138
0.904 	 4.15304
0.905 	 4.1547
0.906 	 4.15636
0.907 	 4.15801
0.908 	 4.15966
0.909 	 4.16131
0.91 	 4.16295
0.911 	 4.16459
0.912 	 4.16623
0.913 	 4.16786
0.914 	 4.1695
0.915 	 4.17112
0.916 	 4.17275
0.917 	 4.17437
0.918 	 4.17599
0.919 	 4.1776
0.92 	 4.17921
0.921 	 4.18082
0.922 	 4.18243
0.923 	 4.18403
0.924 	 4.18563
0.925 	 4.18723
0.926 	 4.18882
0.927 	 4.19041
0.928 	 4.192
0.929 	 4.19358
0.93 	 4.19516
0.931 	 4.19674
0.932 	 4.19831
0.933 	 4.19988
0.934 	 4.20145
0.935 	 4.20302
0.936 	 4.20458
0.937 	 4.20614
0.938 	 4.20769
0.939 	 4.20925
0.94 	 4.2108
0.941 	 4.21234
0.942 	 4.21389
0.943 	 4.21543
0.944 	 4.21697
0.945 	 4.2185
0.946 	 4.22003
0.947 	 4.22156
0.948 	 4.22309
0.949 	 4.22461
0.95 	 4.22613
0.951 	 4.22765
0.952 	 4.22916
0.953 	 4.23067
0.954 	 4.23218
0.955 	 4.23368
0.956 	 4.23519
0.957 	 4.23669
0.958 	 4.23818
0.959 	 4.23967
0.96 	 4.24116
0.961 	 4.24265
0.962 	 4.24414
0.963 	 4.24562
0.964 	 4.2471
0.965 	 4.24857
0.966 	 4.25004
0.967 	 4.25151
0.968 	 4.25298
0.969 	 4.25445
0.97 	 4.25591
0.971 	 4.25737
0.972 	 4.25882
0.973 	 4.26027
0.974 	 4.26172
0.975 	 4.26317
0.976 	 4.26462
0.977 	 4.26606
0.978 	 4.26749
0.979 	 4.26893
0.98 	 4.27036
0.981 	 4.27179
0.982 	 4.27322
0.983 	 4.27465
0.984 	 4.27607
0.985 	 4.27749
0.986 	 4.2789
0.987 	 4.28032
0.988 	 4.28173
0.989 	 4.28313
0.99 	 4.28454
0.991 	 4.28594
0.992 	 4.28734
0.993 	 4.28874
0.994 	 4.29013
0.995 	 4.29152
0.996 	 4.29291
0.997 	 4.2943
0.998 	 4.29568
0.999 	 4.29706
1 	 4.29844
1.001 	 4.29981
1.002 	 4.30119
1.003 	 4.30256
1.004 	 4.30392
1.005 	 4.30529
1.006 	 4.30665
1.007 	 4.30801
1.008 	 4.30936
1.009 	 4.31072
1.01 	 4.31207
1.011 	 4.31342
1.012 	 4.31476
1.013 	 4.31611
1.014 	 4.31745
1.015 	 4.31878
1.016 	 4.32012
1.017 	 4.32145
1.018 	 4.32278
1.019 	 4.32411
1.02 	 4.32543
1.021 	 4.32676
1.022 	 4.32808
1.023 	 4.32939
1.024 	 4.33071
1.025 	 4.33202
1.026 	 4.33333
1.027 	 4.33463
1.028 	 4.33594
1.029 	 4.33724
1.03 	 4.33854
1.031 	 4.33984
1.032 	 4.34113
1.033 	 4.34242
1.034 	 4.34371
1.035 	 4.345
1.036 	 4.34628
1.037 	 4.34756
1.038 	 4.34884
1.039 	 4.35012
1.04 	 4.35139
1.041 	 4.35266
1.042 	 4.35393
1.043 	 4.3552
1.044 	 4.35646
1.045 	 4.35772
1.046 	 4.35898
1.047 	 4.36024
1.048 	 4.36149
1.049 	 4.36274
1.05 	 4.36399
1.051 	 4.36524
1.052 	 4.36648
1.053 	 4.36772
1.054 	 4.36896
1.055 	 4.3702
1.056 	 4.37143
1.057 	 4.37267
1.058 	 4.3739
1.059 	 4.37512
1.06 	 4.37635
1.061 	 4.37757
1.062 	 4.37879
1.063 	 4.38001
1.064 	 4.38122
1.065 	 4.38244
1.066 	 4.38365
1.067 	 4.38485
1.068 	 4.38606
1.069 	 4.38726
1.07 	 4.38846
1.071 	 4.38966
1.072 	 4.39086
1.073 	 4.39205
1.074 	 4.39324
1.075 	 4.39443
1.076 	 4.39562
1.077 	 4.39681
1.078 	 4.39799
1.079 	 4.39917
1.08 	 4.40035
1.081 	 4.40152
1.082 	 4.40269
1.083 	 4.40386
1.084 	 4.40503
1.085 	 4.4062
1.086 	 4.40736
1.087 	 4.40852
1.088 	 4.40968
1.089 	 4.41084
1.09 	 4.412
1.091 	 4.41315
1.092 	 4.4143
1.093 	 4.41545
1.094 	 4.41659
1.095 	 4.41774
1.096 	 4.41888
1.097 	 4.42002
1.098 	 4.42115
1.099 	 4.42229
1.1 	 4.42342
1.101 	 4.42455
1.102 	 4.42568
1.103 	 4.4268
1.104 	 4.42793
1.105 	 4.42905
1.106 	 4.43017
1.107 	 4.43128
1.108 	 4.4324
1.109 	 4.43351
1.11 	 4.43462
1.111 	 4.43573
1.112 	 4.43684
1.113 	 4.43794
1.114 	 4.43904
1.115 	 4.44014
1.116 	 4.44124
1.117 	 4.44233
1.118 	 4.44343
1.119 	 4.44452
1.12 	 4.44561
1.121 	 4.44669
1.122 	 4.44778
1.123 	 4.44886
1.124 	 4.44994
1.125 	 4.45102
1.126 	 4.45209
1.127 	 4.45317
1.128 	 4.45424
1.129 	 4.45531
1.13 	 4.45638
1.131 	 4.45744
1.132 	 4.4585
1.133 	 4.45957
1.134 	 4.46063
1.135 	 4.46168
1.136 	 4.46274
1.137 	 4.46379
1.138 	 4.46484
1.139 	 4.46589
1.14 	 4.46694
1.141 	 4.46798
1.142 	 4.46903
1.143 	 4.47007
1.144 	 4.4711
1.145 	 4.47214
1.146 	 4.47318
1.147 	 4.47421
1.148 	 4.47524
1.149 	 4.47627
1.15 	 4.47729
1.151 	 4.47832
1.152 	 4.47934
1.153 	 4.48036
1.154 	 4.48138
1.155 	 4.4824
1.156 	 4.48341
1.157 	 4.48442
1.158 	 4.48543
1.159 	 4.48644
1.16 	 4.48745
1.161 	 4.48845
1.162 	 4.48946
1.163 	 4.49046
1.164 	 4.49146
1.165 	 4.49245
1.166 	 4.49345
1.167 	 4.49444
1.168 	 4.49543
1.169 	 4.49642
1.17 	 4.49741
1.171 	 4.49839
1.172 	 4.49938
1.173 	 4.50036
1.174 	 4.50134
1.175 	 4.50231
1.176 	 4.50329
1.177 	 4.50426
1.178 	 4.50523
1.179 	 4.5062
1.18 	 4.50717
1.181 	 4.50814
1.182 	 4.5091
1.183 	 4.51006
1.184 	 4.51102
1.185 	 4.51198
1.186 	 4.51294
1.187 	 4.51389
1.188 	 4.51485
1.189 	 4.5158
1.19 	 4.51675
1.191 	 4.51769
1.192 	 4.51864
1.193 	 4.51958
1.194 	 4.52052
1.195 	 4.52146
1.196 	 4.5224
1.197 	 4.52334
1.198 	 4.52427
1.199 	 4.5252
1.2 	 4.52613
1.201 	 4.52706
1.202 	 4.52799
1.203 	 4.52892
1.204 	 4.52984
1.205 	 4.53076
1.206 	 4.53168
1.207 	 4.5326
1.208 	 4.53351
1.209 	 4.53443
1.21 	 4.53534
1.211 	 4.53625
1.212 	 4.53716
1.213 	 4.53807
1.214 	 4.53897
1.215 	 4.53988
1.216 	 4.54078
1.217 	 4.54168
1.218 	 4.54258
1.219 	 4.54347
1.22 	 4.54437
1.221 	 4.54526
1.222 	 4.54615
1.223 	 4.54704
1.224 	 4.54793
1.225 	 4.54882
1.226 	 4.5497
1.227 	 4.55058
1.228 	 4.55146
1.229 	 4.55234
1.23 	 4.55322
1.231 	 4.5541
1.232 	 4.55497
1.233 	 4.55584
1.234 	 4.55671
1.235 	 4.55758
1.236 	 4.55845
1.237 	 4.55931
1.238 	 4.56018
1.239 	 4.56104
1.24 	 4.5619
1.241 	 4.56276
1.242 	 4.56362
1.243 	 4.56447
1.244 	 4.56532
1.245 	 4.56618
1.246 	 4.56703
1.247 	 4.56788
1.248 	 4.56872
1.249 	 4.56957
1.25 	 4.57041
1.251 	 4.57125
1.252 	 4.57209
1.253 	 4.57293
1.254 	 4.57377
1.255 	 4.57461
1.256 	 4.57544
1.257 	 4.57627
1.258 	 4.5771
1.259 	 4.57793
1.26 	 4.57876
1.261 	 4.57958
1.262 	 4.58041
1.263 	 4.58123
1.264 	 4.58205
1.265 	 4.58287
1.266 	 4.58369
1.267 	 4.5845
1.268 	 4.58532
1.269 	 4.58613
1.27 	 4.58694
