time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
2.916 	 -0.247521 	 -0.265514 	 0.0352488 	 0.298678 	 0.333927 
2.917 	 -0.247786 	 -0.263112 	 0.0346138 	 0.299313 	 0.333927 
2.918 	 -0.248048 	 -0.260707 	 0.033984 	 0.299943 	 0.333927 
2.919 	 -0.248307 	 -0.2583 	 0.0333593 	 0.300568 	 0.333927 
2.92 	 -0.248564 	 -0.25589 	 0.0327398 	 0.301187 	 0.333927 
2.921 	 -0.248819 	 -0.253478 	 0.0321255 	 0.301801 	 0.333927 
2.922 	 -0.249071 	 -0.251063 	 0.0315164 	 0.302411 	 0.333927 
2.923 	 -0.249321 	 -0.248646 	 0.0309125 	 0.303014 	 0.333927 
2.924 	 -0.249569 	 -0.246227 	 0.0303139 	 0.303613 	 0.333927 
2.925 	 -0.249814 	 -0.243805 	 0.0297205 	 0.304206 	 0.333927 
2.926 	 -0.250056 	 -0.241381 	 0.0291325 	 0.304794 	 0.333927 
2.927 	 -0.250296 	 -0.238955 	 0.0285498 	 0.305377 	 0.333927 
2.928 	 -0.250534 	 -0.236527 	 0.0279724 	 0.305954 	 0.333927 
2.929 	 -0.250769 	 -0.234096 	 0.0274004 	 0.306526 	 0.333927 
2.93 	 -0.251002 	 -0.231663 	 0.0268339 	 0.307093 	 0.333927 
2.931 	 -0.251233 	 -0.229228 	 0.0262727 	 0.307654 	 0.333927 
2.932 	 -0.251461 	 -0.22679 	 0.0257169 	 0.30821 	 0.333927 
2.933 	 -0.251686 	 -0.224351 	 0.0251667 	 0.30876 	 0.333927 
2.934 	 -0.251909 	 -0.221909 	 0.0246219 	 0.309305 	 0.333927 
2.935 	 -0.25213 	 -0.219466 	 0.0240826 	 0.309844 	 0.333927 
2.936 	 -0.252348 	 -0.21702 	 0.0235488 	 0.310378 	 0.333927 
2.937 	 -0.252564 	 -0.214572 	 0.0230205 	 0.310906 	 0.333927 
2.938 	 -0.252777 	 -0.212122 	 0.0224979 	 0.311429 	 0.333927 
2.939 	 -0.252988 	 -0.20967 	 0.0219808 	 0.311946 	 0.333927 
2.94 	 -0.253197 	 -0.207216 	 0.0214693 	 0.312458 	 0.333927 
2.941 	 -0.253403 	 -0.20476 	 0.0209634 	 0.312964 	 0.333927 
2.942 	 -0.253606 	 -0.202302 	 0.0204631 	 0.313464 	 0.333927 
2.943 	 -0.253807 	 -0.199843 	 0.0199685 	 0.313958 	 0.333927 
2.944 	 -0.254006 	 -0.197381 	 0.0194796 	 0.314447 	 0.333927 
2.945 	 -0.254202 	 -0.194917 	 0.0189964 	 0.31493 	 0.333927 
2.946 	 -0.254396 	 -0.192452 	 0.0185189 	 0.315408 	 0.333927 
2.947 	 -0.254587 	 -0.189985 	 0.0180471 	 0.31588 	 0.333927 
2.948 	 -0.254776 	 -0.187516 	 0.0175811 	 0.316346 	 0.333927 
2.949 	 -0.254962 	 -0.185045 	 0.0171209 	 0.316806 	 0.333927 
2.95 	 -0.255146 	 -0.182573 	 0.0166664 	 0.317261 	 0.333927 
2.951 	 -0.255327 	 -0.180098 	 0.0162177 	 0.317709 	 0.333927 
2.952 	 -0.255506 	 -0.177622 	 0.0157749 	 0.318152 	 0.333927 
2.953 	 -0.255682 	 -0.175145 	 0.0153379 	 0.318589 	 0.333927 
2.954 	 -0.255856 	 -0.172666 	 0.0149067 	 0.31902 	 0.333927 
2.955 	 -0.256028 	 -0.170185 	 0.0144814 	 0.319446 	 0.333927 
2.956 	 -0.256197 	 -0.167702 	 0.014062 	 0.319865 	 0.333927 
2.957 	 -0.256363 	 -0.165218 	 0.0136485 	 0.320278 	 0.333927 
2.958 	 -0.256527 	 -0.162732 	 0.0132409 	 0.320686 	 0.333927 
2.959 	 -0.256689 	 -0.160245 	 0.0128392 	 0.321088 	 0.333927 
2.96 	 -0.256848 	 -0.157756 	 0.0124435 	 0.321483 	 0.333927 
2.961 	 -0.257004 	 -0.155266 	 0.0120537 	 0.321873 	 0.333927 
2.962 	 -0.257158 	 -0.152774 	 0.01167 	 0.322257 	 0.333927 
2.963 	 -0.25731 	 -0.150281 	 0.0112922 	 0.322635 	 0.333927 
2.964 	 -0.257459 	 -0.147786 	 0.0109204 	 0.323006 	 0.333927 
2.965 	 -0.257605 	 -0.14529 	 0.0105546 	 0.323372 	 0.333927 
2.966 	 -0.257749 	 -0.142793 	 0.0101949 	 0.323732 	 0.333927 
2.967 	 -0.257891 	 -0.140294 	 0.00984123 	 0.324086 	 0.333927 
2.968 	 -0.25803 	 -0.137794 	 0.00949361 	 0.324433 	 0.333927 
2.969 	 -0.258167 	 -0.135293 	 0.00915207 	 0.324775 	 0.333927 
2.97 	 -0.258301 	 -0.13279 	 0.00881661 	 0.32511 	 0.333927 
2.971 	 -0.258432 	 -0.130286 	 0.00848725 	 0.32544 	 0.333927 
2.972 	 -0.258561 	 -0.127781 	 0.008164 	 0.325763 	 0.333927 
2.973 	 -0.258688 	 -0.125275 	 0.00784687 	 0.32608 	 0.333927 
2.974 	 -0.258812 	 -0.122767 	 0.00753588 	 0.326391 	 0.333927 
2.975 	 -0.258933 	 -0.120258 	 0.00723104 	 0.326696 	 0.333927 
2.976 	 -0.259052 	 -0.117749 	 0.00693236 	 0.326995 	 0.333927 
2.977 	 -0.259169 	 -0.115238 	 0.00663985 	 0.327287 	 0.333927 
2.978 	 -0.259283 	 -0.112726 	 0.00635352 	 0.327573 	 0.333927 
2.979 	 -0.259394 	 -0.110212 	 0.00607339 	 0.327854 	 0.333927 
2.98 	 -0.259503 	 -0.107698 	 0.00579946 	 0.328127 	 0.333927 
2.981 	 -0.25961 	 -0.105183 	 0.00553174 	 0.328395 	 0.333927 
2.982 	 -0.259713 	 -0.102667 	 0.00527024 	 0.328657 	 0.333927 
2.983 	 -0.259815 	 -0.10015 	 0.00501498 	 0.328912 	 0.333927 
2.984 	 -0.259914 	 -0.0976316 	 0.00476597 	 0.329161 	 0.333927 
2.985 	 -0.26001 	 -0.0951126 	 0.0045232 	 0.329404 	 0.333927 
2.986 	 -0.260104 	 -0.0925927 	 0.0042867 	 0.32964 	 0.333927 
2.987 	 -0.260195 	 -0.0900718 	 0.00405647 	 0.32987 	 0.333927 
2.988 	 -0.260284 	 -0.0875502 	 0.00383252 	 0.330094 	 0.333927 
2.989 	 -0.26037 	 -0.0850277 	 0.00361485 	 0.330312 	 0.333927 
2.99 	 -0.260454 	 -0.0825044 	 0.00340349 	 0.330523 	 0.333927 
2.991 	 -0.260535 	 -0.0799803 	 0.00319843 	 0.330728 	 0.333927 
2.992 	 -0.260614 	 -0.0774555 	 0.00299968 	 0.330927 	 0.333927 
2.993 	 -0.26069 	 -0.0749299 	 0.00280725 	 0.33112 	 0.333927 
2.994 	 -0.260764 	 -0.0724036 	 0.00262114 	 0.331306 	 0.333927 
2.995 	 -0.260835 	 -0.0698767 	 0.00244138 	 0.331486 	 0.333927 
2.996 	 -0.260904 	 -0.0673491 	 0.00226795 	 0.331659 	 0.333927 
2.997 	 -0.26097 	 -0.0648208 	 0.00210087 	 0.331826 	 0.333927 
2.998 	 -0.261033 	 -0.0622919 	 0.00194014 	 0.331987 	 0.333927 
2.999 	 -0.261094 	 -0.0597625 	 0.00178578 	 0.332141 	 0.333927 
3 	 -0.261153 	 -0.0572324 	 0.00163777 	 0.332289 	 0.333927 
3.001 	 -0.261209 	 -0.0547018 	 0.00149615 	 0.332431 	 0.333927 
3.002 	 -0.261262 	 -0.0521708 	 0.00136089 	 0.332566 	 0.333927 
3.003 	 -0.261313 	 -0.0496392 	 0.00123202 	 0.332695 	 0.333927 
3.004 	 -0.261362 	 -0.0471071 	 0.00110954 	 0.332817 	 0.333927 
3.005 	 -0.261407 	 -0.0445746 	 0.000993448 	 0.332933 	 0.333927 
3.006 	 -0.261451 	 -0.0420417 	 0.000883752 	 0.333043 	 0.333927 
3.007 	 -0.261492 	 -0.0395084 	 0.000780456 	 0.333146 	 0.333927 
3.008 	 -0.26153 	 -0.0369747 	 0.000683563 	 0.333243 	 0.333927 
3.009 	 -0.261565 	 -0.0344406 	 0.000593078 	 0.333334 	 0.333927 
3.01 	 -0.261599 	 -0.0319063 	 0.000509005 	 0.333418 	 0.333927 
3.011 	 -0.261629 	 -0.0293716 	 0.000431345 	 0.333496 	 0.333927 
3.012 	 -0.261657 	 -0.0268366 	 0.000360102 	 0.333567 	 0.333927 
3.013 	 -0.261683 	 -0.0243014 	 0.00029528 	 0.333632 	 0.333927 
3.014 	 -0.261706 	 -0.021766 	 0.000236879 	 0.33369 	 0.333927 
3.015 	 -0.261726 	 -0.0192304 	 0.000184903 	 0.333742 	 0.333927 
3.016 	 -0.261744 	 -0.0166945 	 0.000139354 	 0.333788 	 0.333927 
3.017 	 -0.26176 	 -0.0141585 	 0.000100232 	 0.333827 	 0.333927 
3.018 	 -0.261773 	 -0.0116224 	 6.75405e-05 	 0.333859 	 0.333927 
3.019 	 -0.261783 	 -0.00908621 	 4.12796e-05 	 0.333886 	 0.333927 
3.02 	 -0.261791 	 -0.00654989 	 2.14506e-05 	 0.333905 	 0.333927 
3.021 	 -0.261796 	 -0.00401352 	 8.05417e-06 	 0.333919 	 0.333927 
3.022 	 -0.261799 	 -0.00147711 	 1.09092e-06 	 0.333926 	 0.333927 
3.023 	 -0.261799 	 0.00105932 	 5.61076e-07 	 0.333926 	 0.333927 
3.024 	 -0.261797 	 0.00359573 	 6.46465e-06 	 0.33392 	 0.333927 
3.025 	 -0.261792 	 0.00613211 	 1.88014e-05 	 0.333908 	 0.333927 
3.026 	 -0.261785 	 0.00866844 	 3.75709e-05 	 0.333889 	 0.333927 
3.027 	 -0.261775 	 0.0112047 	 6.27724e-05 	 0.333864 	 0.333927 
3.028 	 -0.261762 	 0.0137408 	 9.4405e-05 	 0.333832 	 0.333927 
3.029 	 -0.261747 	 0.0162768 	 0.000132467 	 0.333794 	 0.333927 
3.03 	 -0.26173 	 0.0188127 	 0.000176958 	 0.33375 	 0.333927 
3.031 	 -0.26171 	 0.0213483 	 0.000227876 	 0.333699 	 0.333927 
3.032 	 -0.261687 	 0.0238838 	 0.000285218 	 0.333642 	 0.333927 
3.033 	 -0.261662 	 0.0264191 	 0.000348983 	 0.333578 	 0.333927 
3.034 	 -0.261634 	 0.0289541 	 0.000419169 	 0.333508 	 0.333927 
3.035 	 -0.261604 	 0.0314888 	 0.000495771 	 0.333431 	 0.333927 
3.036 	 -0.261571 	 0.0340232 	 0.000578789 	 0.333348 	 0.333927 
3.037 	 -0.261536 	 0.0365573 	 0.000668218 	 0.333259 	 0.333927 
3.038 	 -0.261498 	 0.0390911 	 0.000764055 	 0.333163 	 0.333927 
3.039 	 -0.261458 	 0.0416244 	 0.000866297 	 0.333061 	 0.333927 
3.04 	 -0.261415 	 0.0441574 	 0.000974939 	 0.332952 	 0.333927 
3.041 	 -0.261369 	 0.04669 	 0.00108998 	 0.332837 	 0.333927 
3.042 	 -0.261321 	 0.0492221 	 0.00121141 	 0.332715 	 0.333927 
3.043 	 -0.261271 	 0.0517538 	 0.00133923 	 0.332588 	 0.333927 
3.044 	 -0.261218 	 0.054285 	 0.00147343 	 0.332453 	 0.333927 
3.045 	 -0.261162 	 0.0568156 	 0.00161401 	 0.332313 	 0.333927 
3.046 	 -0.261104 	 0.0593458 	 0.00176096 	 0.332166 	 0.333927 
3.047 	 -0.261044 	 0.0618753 	 0.00191428 	 0.332013 	 0.333927 
3.048 	 -0.26098 	 0.0644043 	 0.00207396 	 0.331853 	 0.333927 
3.049 	 -0.260915 	 0.0669327 	 0.00223999 	 0.331687 	 0.333927 
3.05 	 -0.260847 	 0.0694604 	 0.00241237 	 0.331515 	 0.333927 
3.051 	 -0.260776 	 0.0719875 	 0.0025911 	 0.331336 	 0.333927 
3.052 	 -0.260703 	 0.0745138 	 0.00277616 	 0.331151 	 0.333927 
3.053 	 -0.260627 	 0.0770395 	 0.00296754 	 0.330959 	 0.333927 
3.054 	 -0.260549 	 0.0795645 	 0.00316525 	 0.330762 	 0.333927 
3.055 	 -0.260468 	 0.0820887 	 0.00336928 	 0.330558 	 0.333927 
3.056 	 -0.260384 	 0.0846121 	 0.00357961 	 0.330347 	 0.333927 
3.057 	 -0.260298 	 0.0871347 	 0.00379623 	 0.330131 	 0.333927 
3.058 	 -0.26021 	 0.0896565 	 0.00401915 	 0.329908 	 0.333927 
3.059 	 -0.260119 	 0.0921775 	 0.00424835 	 0.329679 	 0.333927 
3.06 	 -0.260026 	 0.0946976 	 0.00448382 	 0.329443 	 0.333927 
3.061 	 -0.25993 	 0.0972168 	 0.00472555 	 0.329201 	 0.333927 
3.062 	 -0.259831 	 0.099735 	 0.00497354 	 0.328953 	 0.333927 
3.063 	 -0.25973 	 0.102252 	 0.00522777 	 0.328699 	 0.333927 
3.064 	 -0.259627 	 0.104769 	 0.00548824 	 0.328439 	 0.333927 
3.065 	 -0.259521 	 0.107284 	 0.00575493 	 0.328172 	 0.333927 
3.066 	 -0.259412 	 0.109798 	 0.00602784 	 0.327899 	 0.333927 
3.067 	 -0.259301 	 0.112312 	 0.00630696 	 0.32762 	 0.333927 
3.068 	 -0.259188 	 0.114824 	 0.00659226 	 0.327335 	 0.333927 
3.069 	 -0.259072 	 0.117335 	 0.00688376 	 0.327043 	 0.333927 
3.07 	 -0.258953 	 0.119845 	 0.00718142 	 0.326745 	 0.333927 
3.071 	 -0.258832 	 0.122354 	 0.00748525 	 0.326442 	 0.333927 
3.072 	 -0.258708 	 0.124862 	 0.00779523 	 0.326132 	 0.333927 
3.073 	 -0.258582 	 0.127368 	 0.00811134 	 0.325816 	 0.333927 
3.074 	 -0.258454 	 0.129874 	 0.00843358 	 0.325493 	 0.333927 
3.075 	 -0.258322 	 0.132378 	 0.00876194 	 0.325165 	 0.333927 
3.076 	 -0.258189 	 0.134881 	 0.00909639 	 0.324831 	 0.333927 
3.077 	 -0.258053 	 0.137382 	 0.00943694 	 0.32449 	 0.333927 
3.078 	 -0.257914 	 0.139883 	 0.00978356 	 0.324143 	 0.333927 
3.079 	 -0.257773 	 0.142381 	 0.0101362 	 0.323791 	 0.333927 
3.08 	 -0.257629 	 0.144879 	 0.010495 	 0.323432 	 0.333927 
3.081 	 -0.257483 	 0.147375 	 0.0108597 	 0.323067 	 0.333927 
3.082 	 -0.257334 	 0.14987 	 0.0112305 	 0.322696 	 0.333927 
3.083 	 -0.257183 	 0.152364 	 0.0116073 	 0.32232 	 0.333927 
3.084 	 -0.25703 	 0.154856 	 0.0119901 	 0.321937 	 0.333927 
3.085 	 -0.256874 	 0.157346 	 0.0123789 	 0.321548 	 0.333927 
3.086 	 -0.256715 	 0.159835 	 0.0127736 	 0.321153 	 0.333927 
3.087 	 -0.256554 	 0.162323 	 0.0131743 	 0.320753 	 0.333927 
3.088 	 -0.25639 	 0.164809 	 0.0135809 	 0.320346 	 0.333927 
3.089 	 -0.256224 	 0.167293 	 0.0139935 	 0.319933 	 0.333927 
3.09 	 -0.256056 	 0.169776 	 0.0144119 	 0.319515 	 0.333927 
3.091 	 -0.255885 	 0.172257 	 0.0148362 	 0.319091 	 0.333927 
3.092 	 -0.255711 	 0.174737 	 0.0152664 	 0.31866 	 0.333927 
3.093 	 -0.255535 	 0.177214 	 0.0157025 	 0.318224 	 0.333927 
3.094 	 -0.255357 	 0.179691 	 0.0161444 	 0.317783 	 0.333927 
3.095 	 -0.255176 	 0.182165 	 0.0165921 	 0.317335 	 0.333927 
3.096 	 -0.254993 	 0.184638 	 0.0170456 	 0.316881 	 0.333927 
3.097 	 -0.254807 	 0.187109 	 0.0175049 	 0.316422 	 0.333927 
3.098 	 -0.254618 	 0.189578 	 0.01797 	 0.315957 	 0.333927 
3.099 	 -0.254428 	 0.192046 	 0.0184408 	 0.315486 	 0.333927 
3.1 	 -0.254234 	 0.194512 	 0.0189174 	 0.31501 	 0.333927 
3.101 	 -0.254039 	 0.196975 	 0.0193996 	 0.314527 	 0.333927 
3.102 	 -0.25384 	 0.199437 	 0.0198876 	 0.314039 	 0.333927 
3.103 	 -0.25364 	 0.201897 	 0.0203813 	 0.313546 	 0.333927 
3.104 	 -0.253437 	 0.204355 	 0.0208806 	 0.313046 	 0.333927 
3.105 	 -0.253231 	 0.206812 	 0.0213855 	 0.312541 	 0.333927 
3.106 	 -0.253023 	 0.209266 	 0.0218961 	 0.312031 	 0.333927 
3.107 	 -0.252812 	 0.211718 	 0.0224123 	 0.311515 	 0.333927 
3.108 	 -0.252599 	 0.214168 	 0.0229341 	 0.310993 	 0.333927 
3.109 	 -0.252384 	 0.216617 	 0.0234614 	 0.310466 	 0.333927 
3.11 	 -0.252166 	 0.219063 	 0.0239943 	 0.309933 	 0.333927 
3.111 	 -0.251946 	 0.221507 	 0.0245326 	 0.309394 	 0.333927 
3.112 	 -0.251723 	 0.223949 	 0.0250765 	 0.30885 	 0.333927 
3.113 	 -0.251498 	 0.226389 	 0.0256259 	 0.308301 	 0.333927 
3.114 	 -0.25127 	 0.228826 	 0.0261808 	 0.307746 	 0.333927 
3.115 	 -0.25104 	 0.231262 	 0.026741 	 0.307186 	 0.333927 
3.116 	 -0.250808 	 0.233695 	 0.0273067 	 0.30662 	 0.333927 
3.117 	 -0.250573 	 0.236126 	 0.0278778 	 0.306049 	 0.333927 
3.118 	 -0.250336 	 0.238555 	 0.0284543 	 0.305473 	 0.333927 
3.119 	 -0.250096 	 0.240982 	 0.0290361 	 0.304891 	 0.333927 
3.12 	 -0.249854 	 0.243406 	 0.0296233 	 0.304304 	 0.333927 
3.121 	 -0.249609 	 0.245828 	 0.0302158 	 0.303711 	 0.333927 
3.122 	 -0.249362 	 0.248248 	 0.0308135 	 0.303113 	 0.333927 
3.123 	 -0.249113 	 0.250665 	 0.0314165 	 0.30251 	 0.333927 
3.124 	 -0.248861 	 0.25308 	 0.0320248 	 0.301902 	 0.333927 
3.125 	 -0.248606 	 0.255493 	 0.0326383 	 0.301289 	 0.333927 
3.126 	 -0.24835 	 0.257903 	 0.0332569 	 0.30067 	 0.333927 
3.127 	 -0.248091 	 0.26031 	 0.0338808 	 0.300046 	 0.333927 
3.128 	 -0.247829 	 0.262716 	 0.0345097 	 0.299417 	 0.333927 
3.129 	 -0.247565 	 0.265118 	 0.0351439 	 0.298783 	 0.333927 
3.13 	 -0.247299 	 0.267518 	 0.0357831 	 0.298144 	 0.333927 
3.131 	 -0.24703 	 0.269916 	 0.0364274 	 0.2975 	 0.333927 
3.132 	 -0.246759 	 0.272311 	 0.0370767 	 0.29685 	 0.333927 
3.133 	 -0.246486 	 0.274704 	 0.037731 	 0.296196 	 0.333927 
3.134 	 -0.24621 	 0.277094 	 0.0383904 	 0.295536 	 0.333927 
3.135 	 -0.245931 	 0.279481 	 0.0390547 	 0.294872 	 0.333927 
3.136 	 -0.245651 	 0.281865 	 0.039724 	 0.294203 	 0.333927 
3.137 	 -0.245368 	 0.284247 	 0.0403982 	 0.293529 	 0.333927 
3.138 	 -0.245082 	 0.286626 	 0.0410773 	 0.29285 	 0.333927 
3.139 	 -0.244794 	 0.289003 	 0.0417613 	 0.292166 	 0.333927 
3.14 	 -0.244504 	 0.291377 	 0.0424502 	 0.291477 	 0.333927 
3.141 	 -0.244212 	 0.293748 	 0.0431438 	 0.290783 	 0.333927 
3.142 	 -0.243917 	 0.296116 	 0.0438422 	 0.290085 	 0.333927 
3.143 	 -0.243619 	 0.298481 	 0.0445455 	 0.289381 	 0.333927 
3.144 	 -0.24332 	 0.300844 	 0.0452534 	 0.288673 	 0.333927 
3.145 	 -0.243018 	 0.303203 	 0.0459661 	 0.287961 	 0.333927 
3.146 	 -0.242713 	 0.30556 	 0.0466834 	 0.287243 	 0.333927 
3.147 	 -0.242407 	 0.307914 	 0.0474054 	 0.286521 	 0.333927 
3.148 	 -0.242097 	 0.310265 	 0.0481321 	 0.285795 	 0.333927 
3.149 	 -0.241786 	 0.312613 	 0.0488633 	 0.285064 	 0.333927 
3.15 	 -0.241472 	 0.314958 	 0.0495992 	 0.284328 	 0.333927 
3.151 	 -0.241156 	 0.3173 	 0.0503395 	 0.283587 	 0.333927 
3.152 	 -0.240838 	 0.319639 	 0.0510844 	 0.282842 	 0.333927 
3.153 	 -0.240517 	 0.321975 	 0.0518338 	 0.282093 	 0.333927 
3.154 	 -0.240194 	 0.324307 	 0.0525876 	 0.281339 	 0.333927 
3.155 	 -0.239868 	 0.326637 	 0.0533459 	 0.280581 	 0.333927 
3.156 	 -0.23954 	 0.328964 	 0.0541086 	 0.279818 	 0.333927 
3.157 	 -0.23921 	 0.331287 	 0.0548757 	 0.279051 	 0.333927 
3.158 	 -0.238878 	 0.333608 	 0.0556471 	 0.27828 	 0.333927 
3.159 	 -0.238543 	 0.335925 	 0.0564228 	 0.277504 	 0.333927 
3.16 	 -0.238206 	 0.338239 	 0.0572028 	 0.276724 	 0.333927 
3.161 	 -0.237867 	 0.34055 	 0.0579871 	 0.27594 	 0.333927 
3.162 	 -0.237525 	 0.342857 	 0.0587756 	 0.275151 	 0.333927 
3.163 	 -0.237181 	 0.345162 	 0.0595683 	 0.274359 	 0.333927 
3.164 	 -0.236835 	 0.347463 	 0.0603651 	 0.273562 	 0.333927 
3.165 	 -0.236486 	 0.34976 	 0.0611661 	 0.272761 	 0.333927 
3.166 	 -0.236135 	 0.352055 	 0.0619712 	 0.271956 	 0.333927 
3.167 	 -0.235782 	 0.354346 	 0.0627804 	 0.271146 	 0.333927 
3.168 	 -0.235426 	 0.356633 	 0.0635936 	 0.270333 	 0.333927 
3.169 	 -0.235069 	 0.358918 	 0.0644109 	 0.269516 	 0.333927 
3.17 	 -0.234709 	 0.361198 	 0.0652321 	 0.268695 	 0.333927 
3.171 	 -0.234346 	 0.363476 	 0.0660573 	 0.26787 	 0.333927 
3.172 	 -0.233982 	 0.36575 	 0.0668864 	 0.267041 	 0.333927 
3.173 	 -0.233615 	 0.36802 	 0.0677193 	 0.266208 	 0.333927 
3.174 	 -0.233246 	 0.370287 	 0.0685562 	 0.265371 	 0.333927 
3.175 	 -0.232874 	 0.37255 	 0.0693968 	 0.26453 	 0.333927 
3.176 	 -0.2325 	 0.37481 	 0.0702413 	 0.263686 	 0.333927 
3.177 	 -0.232125 	 0.377066 	 0.0710895 	 0.262837 	 0.333927 
3.178 	 -0.231746 	 0.379319 	 0.0719414 	 0.261985 	 0.333927 
3.179 	 -0.231366 	 0.381568 	 0.0727971 	 0.26113 	 0.333927 
3.18 	 -0.230983 	 0.383813 	 0.0736563 	 0.260271 	 0.333927 
3.181 	 -0.230598 	 0.386055 	 0.0745193 	 0.259408 	 0.333927 
3.182 	 -0.230211 	 0.388293 	 0.0753858 	 0.258541 	 0.333927 
3.183 	 -0.229822 	 0.390527 	 0.0762558 	 0.257671 	 0.333927 
3.184 	 -0.22943 	 0.392758 	 0.0771294 	 0.256797 	 0.333927 
3.185 	 -0.229036 	 0.394985 	 0.0780065 	 0.25592 	 0.333927 
3.186 	 -0.22864 	 0.397208 	 0.0788871 	 0.25504 	 0.333927 
3.187 	 -0.228242 	 0.399427 	 0.0797711 	 0.254156 	 0.333927 
3.188 	 -0.227841 	 0.401643 	 0.0806585 	 0.253268 	 0.333927 
3.189 	 -0.227438 	 0.403854 	 0.0815492 	 0.252378 	 0.333927 
3.19 	 -0.227033 	 0.406062 	 0.0824433 	 0.251484 	 0.333927 
3.191 	 -0.226626 	 0.408266 	 0.0833406 	 0.250586 	 0.333927 
3.192 	 -0.226217 	 0.410466 	 0.0842413 	 0.249686 	 0.333927 
3.193 	 -0.225805 	 0.412662 	 0.0851451 	 0.248782 	 0.333927 
3.194 	 -0.225392 	 0.414854 	 0.0860521 	 0.247875 	 0.333927 
3.195 	 -0.224976 	 0.417043 	 0.0869623 	 0.246965 	 0.333927 
3.196 	 -0.224558 	 0.419227 	 0.0878756 	 0.246051 	 0.333927 
3.197 	 -0.224137 	 0.421407 	 0.088792 	 0.245135 	 0.333927 
3.198 	 -0.223715 	 0.423583 	 0.0897114 	 0.244216 	 0.333927 
3.199 	 -0.22329 	 0.425755 	 0.0906338 	 0.243293 	 0.333927 
3.2 	 -0.222863 	 0.427923 	 0.0915593 	 0.242368 	 0.333927 
3.201 	 -0.222434 	 0.430087 	 0.0924876 	 0.241439 	 0.333927 
3.202 	 -0.222003 	 0.432247 	 0.0934189 	 0.240508 	 0.333927 
3.203 	 -0.22157 	 0.434403 	 0.094353 	 0.239574 	 0.333927 
3.204 	 -0.221134 	 0.436555 	 0.09529 	 0.238637 	 0.333927 
3.205 	 -0.220697 	 0.438702 	 0.0962297 	 0.237697 	 0.333927 
3.206 	 -0.220257 	 0.440845 	 0.0971723 	 0.236755 	 0.333927 
3.207 	 -0.219815 	 0.442984 	 0.0981175 	 0.235809 	 0.333927 
3.208 	 -0.219371 	 0.445119 	 0.0990655 	 0.234861 	 0.333927 
3.209 	 -0.218925 	 0.44725 	 0.100016 	 0.233911 	 0.333927 
3.21 	 -0.218476 	 0.449376 	 0.100969 	 0.232958 	 0.333927 
3.211 	 -0.218026 	 0.451498 	 0.101925 	 0.232002 	 0.333927 
3.212 	 -0.217573 	 0.453615 	 0.102883 	 0.231044 	 0.333927 
3.213 	 -0.217119 	 0.455729 	 0.103844 	 0.230083 	 0.333927 
3.214 	 -0.216662 	 0.457837 	 0.104808 	 0.229119 	 0.333927 
3.215 	 -0.216203 	 0.459942 	 0.105773 	 0.228154 	 0.333927 
3.216 	 -0.215742 	 0.462042 	 0.106741 	 0.227185 	 0.333927 
3.217 	 -0.215279 	 0.464138 	 0.107712 	 0.226215 	 0.333927 
3.218 	 -0.214814 	 0.466229 	 0.108685 	 0.225242 	 0.333927 
3.219 	 -0.214347 	 0.468316 	 0.10966 	 0.224267 	 0.333927 
3.22 	 -0.213877 	 0.470398 	 0.110637 	 0.22329 	 0.333927 
3.221 	 -0.213406 	 0.472476 	 0.111617 	 0.22231 	 0.333927 
3.222 	 -0.212932 	 0.474549 	 0.112598 	 0.221328 	 0.333927 
3.223 	 -0.212457 	 0.476618 	 0.113582 	 0.220345 	 0.333927 
3.224 	 -0.211979 	 0.478682 	 0.114568 	 0.219359 	 0.333927 
3.225 	 -0.211499 	 0.480742 	 0.115556 	 0.218371 	 0.333927 
3.226 	 -0.211017 	 0.482797 	 0.116546 	 0.217381 	 0.333927 
3.227 	 -0.210534 	 0.484847 	 0.117538 	 0.216389 	 0.333927 
3.228 	 -0.210048 	 0.486893 	 0.118532 	 0.215395 	 0.333927 
3.229 	 -0.20956 	 0.488934 	 0.119528 	 0.214399 	 0.333927 
3.23 	 -0.20907 	 0.49097 	 0.120526 	 0.213401 	 0.333927 
3.231 	 -0.208578 	 0.493002 	 0.121525 	 0.212402 	 0.333927 
3.232 	 -0.208084 	 0.495029 	 0.122527 	 0.2114 	 0.333927 
3.233 	 -0.207588 	 0.497051 	 0.12353 	 0.210397 	 0.333927 
3.234 	 -0.20709 	 0.499068 	 0.124534 	 0.209392 	 0.333927 
3.235 	 -0.20659 	 0.501081 	 0.125541 	 0.208386 	 0.333927 
3.236 	 -0.206088 	 0.503089 	 0.126549 	 0.207378 	 0.333927 
3.237 	 -0.205584 	 0.505091 	 0.127559 	 0.206368 	 0.333927 
3.238 	 -0.205077 	 0.50709 	 0.12857 	 0.205357 	 0.333927 
3.239 	 -0.204569 	 0.509083 	 0.129583 	 0.204344 	 0.333927 
3.24 	 -0.204059 	 0.511071 	 0.130597 	 0.20333 	 0.333927 
3.241 	 -0.203547 	 0.513055 	 0.131613 	 0.202314 	 0.333927 
3.242 	 -0.203033 	 0.515033 	 0.13263 	 0.201297 	 0.333927 
3.243 	 -0.202517 	 0.517007 	 0.133648 	 0.200279 	 0.333927 
