time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
0 	 0.261799 	 0 	 0 	 0.333927 	 0.333927 
0 	 0.261798 	 -0.00253642 	 3.21672e-06 	 0.333924 	 0.333927 
0.001 	 0.261794 	 -0.00507282 	 1.28668e-05 	 0.333914 	 0.333927 
0.002 	 0.261788 	 -0.00760917 	 2.89497e-05 	 0.333898 	 0.333927 
0.003 	 0.261779 	 -0.0101455 	 5.14651e-05 	 0.333875 	 0.333927 
0.004 	 0.261768 	 -0.0126816 	 8.04119e-05 	 0.333846 	 0.333927 
0.005 	 0.261754 	 -0.0152177 	 0.000115789 	 0.333811 	 0.333927 
0.006 	 0.261737 	 -0.0177536 	 0.000157595 	 0.333769 	 0.333927 
0.007 	 0.261718 	 -0.0202894 	 0.000205829 	 0.333721 	 0.333927 
0.008 	 0.261697 	 -0.0228249 	 0.000260489 	 0.333666 	 0.333927 
0.009 	 0.261673 	 -0.0253603 	 0.000321572 	 0.333605 	 0.333927 
0.01 	 0.261646 	 -0.0278954 	 0.000389076 	 0.333538 	 0.333927 
0.011 	 0.261617 	 -0.0304302 	 0.000462999 	 0.333464 	 0.333927 
0.012 	 0.261585 	 -0.0329648 	 0.000543338 	 0.333384 	 0.333927 
0.013 	 0.261551 	 -0.035499 	 0.000630089 	 0.333297 	 0.333927 
0.014 	 0.261514 	 -0.0380329 	 0.000723251 	 0.333204 	 0.333927 
0.015 	 0.261475 	 -0.0405664 	 0.000822818 	 0.333104 	 0.333927 
0.016 	 0.261433 	 -0.0430996 	 0.000928788 	 0.332998 	 0.333927 
0.017 	 0.261389 	 -0.0456323 	 0.00104116 	 0.332886 	 0.333927 
0.018 	 0.261342 	 -0.0481647 	 0.00115992 	 0.332767 	 0.333927 
0.019 	 0.261292 	 -0.0506965 	 0.00128507 	 0.332642 	 0.333927 
0.02 	 0.26124 	 -0.0532279 	 0.0014166 	 0.33251 	 0.333927 
0.021 	 0.261186 	 -0.0557588 	 0.00155452 	 0.332372 	 0.333927 
0.022 	 0.261129 	 -0.0582891 	 0.00169881 	 0.332228 	 0.333927 
0.023 	 0.261069 	 -0.0608189 	 0.00184947 	 0.332077 	 0.333927 
0.024 	 0.261007 	 -0.0633482 	 0.00200649 	 0.33192 	 0.333927 
0.025 	 0.260943 	 -0.0658768 	 0.00216987 	 0.331757 	 0.333927 
0.026 	 0.260875 	 -0.0684048 	 0.00233961 	 0.331587 	 0.333927 
0.027 	 0.260806 	 -0.0709321 	 0.00251568 	 0.331411 	 0.333927 
0.028 	 0.260734 	 -0.0734588 	 0.0026981 	 0.331229 	 0.333927 
0.029 	 0.260659 	 -0.0759848 	 0.00288684 	 0.33104 	 0.333927 
0.03 	 0.260582 	 -0.0785101 	 0.00308191 	 0.330845 	 0.333927 
0.031 	 0.260502 	 -0.0810346 	 0.0032833 	 0.330644 	 0.333927 
0.032 	 0.260419 	 -0.0835583 	 0.003491 	 0.330436 	 0.333927 
0.033 	 0.260335 	 -0.0860813 	 0.00370499 	 0.330222 	 0.333927 
0.034 	 0.260247 	 -0.0886034 	 0.00392528 	 0.330002 	 0.333927 
0.035 	 0.260157 	 -0.0911247 	 0.00415186 	 0.329775 	 0.333927 
0.036 	 0.260065 	 -0.0936452 	 0.00438471 	 0.329542 	 0.333927 
0.037 	 0.25997 	 -0.0961648 	 0.00462383 	 0.329303 	 0.333927 
0.038 	 0.259873 	 -0.0986834 	 0.00486921 	 0.329058 	 0.333927 
0.039 	 0.259773 	 -0.101201 	 0.00512083 	 0.328806 	 0.333927 
0.04 	 0.25967 	 -0.103718 	 0.0053787 	 0.328548 	 0.333927 
0.041 	 0.259565 	 -0.106234 	 0.00564279 	 0.328284 	 0.333927 
0.042 	 0.259458 	 -0.108748 	 0.00591311 	 0.328014 	 0.333927 
0.043 	 0.259348 	 -0.111262 	 0.00618963 	 0.327737 	 0.333927 
0.044 	 0.259235 	 -0.113775 	 0.00647235 	 0.327455 	 0.333927 
0.045 	 0.25912 	 -0.116286 	 0.00676127 	 0.327166 	 0.333927 
0.046 	 0.259003 	 -0.118797 	 0.00705636 	 0.326871 	 0.333927 
0.047 	 0.258883 	 -0.121306 	 0.00735761 	 0.326569 	 0.333927 
0.048 	 0.25876 	 -0.123815 	 0.00766502 	 0.326262 	 0.333927 
0.049 	 0.258635 	 -0.126322 	 0.00797857 	 0.325948 	 0.333927 
0.05 	 0.258508 	 -0.128827 	 0.00829826 	 0.325629 	 0.333927 
0.051 	 0.258377 	 -0.131332 	 0.00862406 	 0.325303 	 0.333927 
0.052 	 0.258245 	 -0.133835 	 0.00895597 	 0.324971 	 0.333927 
0.053 	 0.25811 	 -0.136338 	 0.00929397 	 0.324633 	 0.333927 
0.054 	 0.257972 	 -0.138838 	 0.00963806 	 0.324289 	 0.333927 
0.055 	 0.257832 	 -0.141338 	 0.00998821 	 0.323939 	 0.333927 
0.056 	 0.25769 	 -0.143836 	 0.0103444 	 0.323582 	 0.333927 
0.057 	 0.257544 	 -0.146333 	 0.0107067 	 0.32322 	 0.333927 
0.058 	 0.257397 	 -0.148828 	 0.0110749 	 0.322852 	 0.333927 
0.059 	 0.257247 	 -0.151322 	 0.0114492 	 0.322478 	 0.333927 
0.06 	 0.257094 	 -0.153815 	 0.0118295 	 0.322097 	 0.333927 
0.061 	 0.256939 	 -0.156306 	 0.0122158 	 0.321711 	 0.333927 
0.062 	 0.256782 	 -0.158796 	 0.012608 	 0.321319 	 0.333927 
0.063 	 0.256622 	 -0.161284 	 0.0130062 	 0.320921 	 0.333927 
0.064 	 0.256459 	 -0.163771 	 0.0134104 	 0.320517 	 0.333927 
0.065 	 0.256294 	 -0.166256 	 0.0138205 	 0.320106 	 0.333927 
0.066 	 0.256127 	 -0.168739 	 0.0142364 	 0.31969 	 0.333927 
0.067 	 0.255957 	 -0.171221 	 0.0146583 	 0.319269 	 0.333927 
0.068 	 0.255784 	 -0.173701 	 0.0150861 	 0.318841 	 0.333927 
0.069 	 0.255609 	 -0.17618 	 0.0155197 	 0.318407 	 0.333927 
0.07 	 0.255432 	 -0.178657 	 0.0159591 	 0.317968 	 0.333927 
0.071 	 0.255252 	 -0.181132 	 0.0164044 	 0.317523 	 0.333927 
0.072 	 0.255069 	 -0.183606 	 0.0168555 	 0.317071 	 0.333927 
0.073 	 0.254885 	 -0.186077 	 0.0173124 	 0.316615 	 0.333927 
0.074 	 0.254697 	 -0.188547 	 0.017775 	 0.316152 	 0.333927 
0.075 	 0.254508 	 -0.191016 	 0.0182435 	 0.315683 	 0.333927 
0.076 	 0.254315 	 -0.193482 	 0.0187176 	 0.315209 	 0.333927 
0.077 	 0.254121 	 -0.195947 	 0.0191975 	 0.314729 	 0.333927 
0.078 	 0.253923 	 -0.198409 	 0.0196831 	 0.314244 	 0.333927 
0.079 	 0.253724 	 -0.20087 	 0.0201744 	 0.313752 	 0.333927 
0.08 	 0.253522 	 -0.203329 	 0.0206714 	 0.313256 	 0.333927 
0.081 	 0.253317 	 -0.205786 	 0.021174 	 0.312753 	 0.333927 
0.082 	 0.25311 	 -0.208241 	 0.0216822 	 0.312245 	 0.333927 
0.083 	 0.252901 	 -0.210694 	 0.022196 	 0.311731 	 0.333927 
0.084 	 0.252689 	 -0.213145 	 0.0227155 	 0.311211 	 0.333927 
0.085 	 0.252474 	 -0.215594 	 0.0232405 	 0.310686 	 0.333927 
0.086 	 0.252257 	 -0.218041 	 0.023771 	 0.310156 	 0.333927 
0.087 	 0.252038 	 -0.220486 	 0.0243071 	 0.30962 	 0.333927 
0.088 	 0.251817 	 -0.222929 	 0.0248487 	 0.309078 	 0.333927 
0.089 	 0.251592 	 -0.22537 	 0.0253958 	 0.308531 	 0.333927 
0.09 	 0.251366 	 -0.227809 	 0.0259484 	 0.307979 	 0.333927 
0.091 	 0.251137 	 -0.230245 	 0.0265064 	 0.307421 	 0.333927 
0.092 	 0.250905 	 -0.232679 	 0.0270698 	 0.306857 	 0.333927 
0.093 	 0.250671 	 -0.235111 	 0.0276387 	 0.306288 	 0.333927 
0.094 	 0.250435 	 -0.237541 	 0.0282129 	 0.305714 	 0.333927 
0.095 	 0.250196 	 -0.239969 	 0.0287925 	 0.305134 	 0.333927 
0.096 	 0.249955 	 -0.242394 	 0.0293774 	 0.304549 	 0.333927 
0.097 	 0.249712 	 -0.244817 	 0.0299677 	 0.303959 	 0.333927 
0.098 	 0.249465 	 -0.247238 	 0.0305632 	 0.303364 	 0.333927 
0.099 	 0.249217 	 -0.249656 	 0.031164 	 0.302763 	 0.333927 
0.1 	 0.248966 	 -0.252072 	 0.0317701 	 0.302157 	 0.333927 
0.101 	 0.248713 	 -0.254485 	 0.0323814 	 0.301545 	 0.333927 
0.102 	 0.248457 	 -0.256897 	 0.0329979 	 0.300929 	 0.333927 
0.103 	 0.248199 	 -0.259305 	 0.0336196 	 0.300307 	 0.333927 
0.104 	 0.247939 	 -0.261711 	 0.0342464 	 0.29968 	 0.333927 
0.105 	 0.247676 	 -0.264115 	 0.0348784 	 0.299048 	 0.333927 
0.106 	 0.24741 	 -0.266516 	 0.0355155 	 0.298411 	 0.333927 
0.107 	 0.247143 	 -0.268915 	 0.0361577 	 0.297769 	 0.333927 
0.108 	 0.246873 	 -0.271311 	 0.0368049 	 0.297122 	 0.333927 
0.109 	 0.2466 	 -0.273705 	 0.0374571 	 0.29647 	 0.333927 
0.11 	 0.246325 	 -0.276096 	 0.0381144 	 0.295812 	 0.333927 
0.111 	 0.246048 	 -0.278484 	 0.0387767 	 0.29515 	 0.333927 
0.112 	 0.245768 	 -0.28087 	 0.0394439 	 0.294483 	 0.333927 
0.113 	 0.245486 	 -0.283253 	 0.0401161 	 0.293811 	 0.333927 
0.114 	 0.245202 	 -0.285633 	 0.0407931 	 0.293134 	 0.333927 
0.115 	 0.244915 	 -0.288011 	 0.0414751 	 0.292452 	 0.333927 
0.116 	 0.244626 	 -0.290386 	 0.0421619 	 0.291765 	 0.333927 
0.117 	 0.244334 	 -0.292758 	 0.0428535 	 0.291073 	 0.333927 
0.118 	 0.24404 	 -0.295127 	 0.04355 	 0.290377 	 0.333927 
0.119 	 0.243744 	 -0.297493 	 0.0442512 	 0.289676 	 0.333927 
0.12 	 0.243445 	 -0.299857 	 0.0449572 	 0.28897 	 0.333927 
0.121 	 0.243144 	 -0.302218 	 0.0456679 	 0.288259 	 0.333927 
0.122 	 0.242841 	 -0.304576 	 0.0463833 	 0.287544 	 0.333927 
0.123 	 0.242535 	 -0.306931 	 0.0471033 	 0.286824 	 0.333927 
0.124 	 0.242227 	 -0.309283 	 0.047828 	 0.286099 	 0.333927 
0.125 	 0.241916 	 -0.311632 	 0.0485574 	 0.28537 	 0.333927 
0.126 	 0.241604 	 -0.313979 	 0.0492913 	 0.284636 	 0.333927 
0.127 	 0.241288 	 -0.316322 	 0.0500298 	 0.283897 	 0.333927 
0.128 	 0.240971 	 -0.318662 	 0.0507728 	 0.283154 	 0.333927 
0.129 	 0.240651 	 -0.320999 	 0.0515203 	 0.282407 	 0.333927 
0.13 	 0.240329 	 -0.323333 	 0.0522723 	 0.281655 	 0.333927 
0.131 	 0.240004 	 -0.325665 	 0.0530287 	 0.280898 	 0.333927 
0.132 	 0.239678 	 -0.327993 	 0.0537896 	 0.280137 	 0.333927 
0.133 	 0.239348 	 -0.330317 	 0.0545548 	 0.279372 	 0.333927 
0.134 	 0.239017 	 -0.332639 	 0.0553244 	 0.278603 	 0.333927 
0.135 	 0.238683 	 -0.334958 	 0.0560983 	 0.277829 	 0.333927 
0.136 	 0.238347 	 -0.337273 	 0.0568765 	 0.27705 	 0.333927 
0.137 	 0.238009 	 -0.339585 	 0.057659 	 0.276268 	 0.333927 
0.138 	 0.237668 	 -0.341894 	 0.0584458 	 0.275481 	 0.333927 
0.139 	 0.237325 	 -0.3442 	 0.0592367 	 0.27469 	 0.333927 
0.14 	 0.23698 	 -0.346502 	 0.0600318 	 0.273895 	 0.333927 
0.141 	 0.236632 	 -0.348801 	 0.0608311 	 0.273096 	 0.333927 
0.142 	 0.236282 	 -0.351097 	 0.0616345 	 0.272292 	 0.333927 
0.143 	 0.23593 	 -0.353389 	 0.062442 	 0.271485 	 0.333927 
0.144 	 0.235575 	 -0.355678 	 0.0632535 	 0.270673 	 0.333927 
0.145 	 0.235218 	 -0.357964 	 0.0640691 	 0.269858 	 0.333927 
0.146 	 0.234859 	 -0.360246 	 0.0648887 	 0.269038 	 0.333927 
0.147 	 0.234498 	 -0.362525 	 0.0657122 	 0.268215 	 0.333927 
0.148 	 0.234134 	 -0.3648 	 0.0665396 	 0.267387 	 0.333927 
0.149 	 0.233768 	 -0.367072 	 0.067371 	 0.266556 	 0.333927 
0.15 	 0.2334 	 -0.369341 	 0.0682062 	 0.265721 	 0.333927 
0.151 	 0.23303 	 -0.371605 	 0.0690453 	 0.264882 	 0.333927 
0.152 	 0.232657 	 -0.373867 	 0.0698882 	 0.264039 	 0.333927 
0.153 	 0.232282 	 -0.376124 	 0.0707348 	 0.263192 	 0.333927 
0.154 	 0.231905 	 -0.378379 	 0.0715852 	 0.262342 	 0.333927 
0.155 	 0.231525 	 -0.380629 	 0.0724393 	 0.261488 	 0.333927 
0.156 	 0.231143 	 -0.382876 	 0.073297 	 0.26063 	 0.333927 
0.157 	 0.230759 	 -0.385119 	 0.0741584 	 0.259768 	 0.333927 
0.158 	 0.230373 	 -0.387359 	 0.0750234 	 0.258903 	 0.333927 
0.159 	 0.229985 	 -0.389595 	 0.075892 	 0.258035 	 0.333927 
0.16 	 0.229594 	 -0.391827 	 0.0767642 	 0.257163 	 0.333927 
0.161 	 0.229201 	 -0.394055 	 0.0776398 	 0.256287 	 0.333927 
0.162 	 0.228806 	 -0.39628 	 0.0785189 	 0.255408 	 0.333927 
0.163 	 0.228408 	 -0.398501 	 0.0794015 	 0.254525 	 0.333927 
0.164 	 0.228009 	 -0.400718 	 0.0802875 	 0.253639 	 0.333927 
0.165 	 0.227607 	 -0.402931 	 0.0811768 	 0.25275 	 0.333927 
0.166 	 0.227203 	 -0.405141 	 0.0820695 	 0.251857 	 0.333927 
0.167 	 0.226797 	 -0.407346 	 0.0829655 	 0.250961 	 0.333927 
0.168 	 0.226388 	 -0.409548 	 0.0838647 	 0.250062 	 0.333927 
0.169 	 0.225978 	 -0.411746 	 0.0847672 	 0.24916 	 0.333927 
0.17 	 0.225565 	 -0.413939 	 0.0856729 	 0.248254 	 0.333927 
0.171 	 0.22515 	 -0.416129 	 0.0865818 	 0.247345 	 0.333927 
0.172 	 0.224732 	 -0.418315 	 0.0874938 	 0.246433 	 0.333927 
0.173 	 0.224313 	 -0.420497 	 0.0884089 	 0.245518 	 0.333927 
0.174 	 0.223891 	 -0.422675 	 0.089327 	 0.2446 	 0.333927 
0.175 	 0.223468 	 -0.424849 	 0.0902482 	 0.243679 	 0.333927 
0.176 	 0.223042 	 -0.427019 	 0.0911724 	 0.242755 	 0.333927 
0.177 	 0.222614 	 -0.429184 	 0.0920995 	 0.241827 	 0.333927 
0.178 	 0.222183 	 -0.431346 	 0.0930296 	 0.240897 	 0.333927 
0.179 	 0.221751 	 -0.433503 	 0.0939625 	 0.239964 	 0.333927 
0.18 	 0.221316 	 -0.435657 	 0.0948983 	 0.239029 	 0.333927 
0.181 	 0.22088 	 -0.437806 	 0.0958369 	 0.23809 	 0.333927 
0.182 	 0.220441 	 -0.439951 	 0.0967783 	 0.237149 	 0.333927 
0.183 	 0.22 	 -0.442091 	 0.0977224 	 0.236204 	 0.333927 
0.184 	 0.219557 	 -0.444228 	 0.0986692 	 0.235258 	 0.333927 
0.185 	 0.219111 	 -0.44636 	 0.0996187 	 0.234308 	 0.333927 
0.186 	 0.218664 	 -0.448488 	 0.100571 	 0.233356 	 0.333927 
0.187 	 0.218214 	 -0.450612 	 0.101526 	 0.232401 	 0.333927 
0.188 	 0.217763 	 -0.452731 	 0.102483 	 0.231444 	 0.333927 
0.189 	 0.217309 	 -0.454846 	 0.103443 	 0.230484 	 0.333927 
0.19 	 0.216853 	 -0.456957 	 0.104405 	 0.229522 	 0.333927 
0.191 	 0.216395 	 -0.459064 	 0.10537 	 0.228557 	 0.333927 
0.192 	 0.215935 	 -0.461165 	 0.106337 	 0.22759 	 0.333927 
0.193 	 0.215473 	 -0.463263 	 0.107306 	 0.226621 	 0.333927 
0.194 	 0.215008 	 -0.465356 	 0.108278 	 0.225649 	 0.333927 
0.195 	 0.214542 	 -0.467445 	 0.109252 	 0.224675 	 0.333927 
0.196 	 0.214073 	 -0.469529 	 0.110229 	 0.223698 	 0.333927 
0.197 	 0.213603 	 -0.471609 	 0.111207 	 0.22272 	 0.333927 
0.198 	 0.21313 	 -0.473684 	 0.112188 	 0.221739 	 0.333927 
0.199 	 0.212655 	 -0.475754 	 0.113171 	 0.220756 	 0.333927 
0.2 	 0.212179 	 -0.477821 	 0.114156 	 0.219771 	 0.333927 
0.201 	 0.2117 	 -0.479882 	 0.115143 	 0.218784 	 0.333927 
0.202 	 0.211219 	 -0.481939 	 0.116133 	 0.217794 	 0.333927 
0.203 	 0.210736 	 -0.483991 	 0.117124 	 0.216803 	 0.333927 
0.204 	 0.210251 	 -0.486039 	 0.118117 	 0.21581 	 0.333927 
0.205 	 0.209764 	 -0.488082 	 0.119112 	 0.214815 	 0.333927 
0.206 	 0.209275 	 -0.49012 	 0.120109 	 0.213818 	 0.333927 
0.207 	 0.208784 	 -0.492154 	 0.121108 	 0.212819 	 0.333927 
0.208 	 0.20829 	 -0.494183 	 0.122108 	 0.211819 	 0.333927 
0.209 	 0.207795 	 -0.496207 	 0.123111 	 0.210816 	 0.333927 
0.21 	 0.207298 	 -0.498226 	 0.124115 	 0.209812 	 0.333927 
0.211 	 0.206799 	 -0.500241 	 0.12512 	 0.208807 	 0.333927 
0.212 	 0.206298 	 -0.502251 	 0.126128 	 0.207799 	 0.333927 
0.213 	 0.205794 	 -0.504256 	 0.127137 	 0.20679 	 0.333927 
0.214 	 0.205289 	 -0.506256 	 0.128147 	 0.205779 	 0.333927 
0.215 	 0.204782 	 -0.508251 	 0.12916 	 0.204767 	 0.333927 
0.216 	 0.204273 	 -0.510241 	 0.130173 	 0.203754 	 0.333927 
0.217 	 0.203761 	 -0.512227 	 0.131188 	 0.202739 	 0.333927 
0.218 	 0.203248 	 -0.514208 	 0.132205 	 0.201722 	 0.333927 
0.219 	 0.202733 	 -0.516183 	 0.133223 	 0.200704 	 0.333927 
0.22 	 0.202216 	 -0.518154 	 0.134242 	 0.199685 	 0.333927 
0.221 	 0.201697 	 -0.52012 	 0.135262 	 0.198665 	 0.333927 
0.222 	 0.201176 	 -0.52208 	 0.136284 	 0.197643 	 0.333927 
0.223 	 0.200652 	 -0.524036 	 0.137307 	 0.19662 	 0.333927 
0.224 	 0.200127 	 -0.525987 	 0.138331 	 0.195596 	 0.333927 
0.225 	 0.199601 	 -0.527933 	 0.139356 	 0.194571 	 0.333927 
0.226 	 0.199072 	 -0.529873 	 0.140383 	 0.193544 	 0.333927 
0.227 	 0.198541 	 -0.531809 	 0.14141 	 0.192517 	 0.333927 
0.228 	 0.198008 	 -0.533739 	 0.142439 	 0.191488 	 0.333927 
0.229 	 0.197473 	 -0.535664 	 0.143468 	 0.190459 	 0.333927 
0.23 	 0.196937 	 -0.537584 	 0.144498 	 0.189428 	 0.333927 
0.231 	 0.196398 	 -0.539499 	 0.14553 	 0.188397 	 0.333927 
0.232 	 0.195858 	 -0.541409 	 0.146562 	 0.187365 	 0.333927 
0.233 	 0.195315 	 -0.543314 	 0.147595 	 0.186332 	 0.333927 
0.234 	 0.194771 	 -0.545213 	 0.148629 	 0.185298 	 0.333927 
0.235 	 0.194225 	 -0.547107 	 0.149663 	 0.184264 	 0.333927 
0.236 	 0.193677 	 -0.548996 	 0.150698 	 0.183229 	 0.333927 
0.237 	 0.193127 	 -0.550879 	 0.151734 	 0.182193 	 0.333927 
0.238 	 0.192575 	 -0.552758 	 0.152771 	 0.181156 	 0.333927 
0.239 	 0.192021 	 -0.554631 	 0.153808 	 0.180119 	 0.333927 
0.24 	 0.191466 	 -0.556498 	 0.154845 	 0.179082 	 0.333927 
0.241 	 0.190908 	 -0.55836 	 0.155883 	 0.178044 	 0.333927 
0.242 	 0.190349 	 -0.560217 	 0.156922 	 0.177005 	 0.333927 
0.243 	 0.189788 	 -0.562069 	 0.157961 	 0.175966 	 0.333927 
0.244 	 0.189225 	 -0.563915 	 0.159 	 0.174927 	 0.333927 
0.245 	 0.18866 	 -0.565755 	 0.16004 	 0.173887 	 0.333927 
0.246 	 0.188093 	 -0.567591 	 0.16108 	 0.172847 	 0.333927 
0.247 	 0.187525 	 -0.56942 	 0.16212 	 0.171807 	 0.333927 
0.248 	 0.186955 	 -0.571245 	 0.16316 	 0.170767 	 0.333927 
0.249 	 0.186382 	 -0.573063 	 0.164201 	 0.169726 	 0.333927 
0.25 	 0.185808 	 -0.574877 	 0.165242 	 0.168685 	 0.333927 
0.251 	 0.185233 	 -0.576684 	 0.166282 	 0.167644 	 0.333927 
0.252 	 0.184655 	 -0.578486 	 0.167323 	 0.166604 	 0.333927 
0.253 	 0.184076 	 -0.580283 	 0.168364 	 0.165563 	 0.333927 
0.254 	 0.183495 	 -0.582074 	 0.169405 	 0.164522 	 0.333927 
0.255 	 0.182912 	 -0.583859 	 0.170446 	 0.163481 	 0.333927 
0.256 	 0.182327 	 -0.585639 	 0.171487 	 0.16244 	 0.333927 
0.257 	 0.18174 	 -0.587413 	 0.172527 	 0.1614 	 0.333927 
0.258 	 0.181152 	 -0.589182 	 0.173568 	 0.160359 	 0.333927 
0.259 	 0.180562 	 -0.590944 	 0.174608 	 0.159319 	 0.333927 
0.26 	 0.17997 	 -0.592701 	 0.175648 	 0.158279 	 0.333927 
0.261 	 0.179377 	 -0.594453 	 0.176687 	 0.15724 	 0.333927 
0.262 	 0.178781 	 -0.596198 	 0.177726 	 0.156201 	 0.333927 
0.263 	 0.178184 	 -0.597938 	 0.178765 	 0.155162 	 0.333927 
0.264 	 0.177585 	 -0.599672 	 0.179803 	 0.154123 	 0.333927 
0.265 	 0.176985 	 -0.601401 	 0.180841 	 0.153086 	 0.333927 
0.266 	 0.176383 	 -0.603123 	 0.181879 	 0.152048 	 0.333927 
0.267 	 0.175779 	 -0.60484 	 0.182916 	 0.151011 	 0.333927 
0.268 	 0.175173 	 -0.606551 	 0.183952 	 0.149975 	 0.333927 
0.269 	 0.174565 	 -0.608256 	 0.184988 	 0.148939 	 0.333927 
0.27 	 0.173956 	 -0.609955 	 0.186022 	 0.147904 	 0.333927 
0.271 	 0.173346 	 -0.611648 	 0.187057 	 0.14687 	 0.333927 
0.272 	 0.172733 	 -0.613335 	 0.18809 	 0.145837 	 0.333927 
0.273 	 0.172119 	 -0.615017 	 0.189123 	 0.144804 	 0.333927 
0.274 	 0.171503 	 -0.616692 	 0.190155 	 0.143772 	 0.333927 
0.275 	 0.170886 	 -0.618362 	 0.191186 	 0.142741 	 0.333927 
0.276 	 0.170266 	 -0.620025 	 0.192216 	 0.141711 	 0.333927 
0.277 	 0.169645 	 -0.621683 	 0.193245 	 0.140682 	 0.333927 
0.278 	 0.169023 	 -0.623334 	 0.194273 	 0.139654 	 0.333927 
0.279 	 0.168399 	 -0.62498 	 0.1953 	 0.138627 	 0.333927 
0.28 	 0.167773 	 -0.62662 	 0.196326 	 0.137601 	 0.333927 
0.281 	 0.167146 	 -0.628253 	 0.197351 	 0.136576 	 0.333927 
0.282 	 0.166516 	 -0.62988 	 0.198375 	 0.135552 	 0.333927 
0.283 	 0.165886 	 -0.631502 	 0.199397 	 0.13453 	 0.333927 
0.284 	 0.165253 	 -0.633117 	 0.200418 	 0.133508 	 0.333927 
0.285 	 0.16462 	 -0.634726 	 0.201438 	 0.132488 	 0.333927 
0.286 	 0.163984 	 -0.636329 	 0.202457 	 0.13147 	 0.333927 
0.287 	 0.163347 	 -0.637926 	 0.203475 	 0.130452 	 0.333927 
0.288 	 0.162708 	 -0.639516 	 0.20449 	 0.129436 	 0.333927 
0.289 	 0.162068 	 -0.641101 	 0.205505 	 0.128422 	 0.333927 
0.29 	 0.161426 	 -0.642679 	 0.206518 	 0.127409 	 0.333927 
0.291 	 0.160783 	 -0.644251 	 0.20753 	 0.126397 	 0.333927 
0.292 	 0.160137 	 -0.645817 	 0.20854 	 0.125387 	 0.333927 
0.293 	 0.159491 	 -0.647376 	 0.209548 	 0.124379 	 0.333927 
0.294 	 0.158843 	 -0.648929 	 0.210555 	 0.123372 	 0.333927 
0.295 	 0.158193 	 -0.650476 	 0.21156 	 0.122367 	 0.333927 
0.296 	 0.157542 	 -0.652017 	 0.212563 	 0.121364 	 0.333927 
0.297 	 0.156889 	 -0.653551 	 0.213565 	 0.120362 	 0.333927 
0.298 	 0.156235 	 -0.655079 	 0.214565 	 0.119362 	 0.333927 
0.299 	 0.155579 	 -0.656601 	 0.215563 	 0.118364 	 0.333927 
0.3 	 0.154921 	 -0.658116 	 0.216559 	 0.117368 	 0.333927 
0.301 	 0.154263 	 -0.659625 	 0.217553 	 0.116374 	 0.333927 
0.302 	 0.153602 	 -0.661128 	 0.218545 	 0.115382 	 0.333927 
0.303 	 0.15294 	 -0.662624 	 0.219535 	 0.114391 	 0.333927 
0.304 	 0.152277 	 -0.664114 	 0.220524 	 0.113403 	 0.333927 
0.305 	 0.151612 	 -0.665597 	 0.22151 	 0.112417 	 0.333927 
0.306 	 0.150946 	 -0.667074 	 0.222494 	 0.111433 	 0.333927 
0.307 	 0.150278 	 -0.668545 	 0.223476 	 0.110451 	 0.333927 
0.308 	 0.149609 	 -0.670009 	 0.224456 	 0.109471 	 0.333927 
0.309 	 0.148938 	 -0.671466 	 0.225433 	 0.108494 	 0.333927 
0.31 	 0.148266 	 -0.672917 	 0.226409 	 0.107518 	 0.333927 
0.311 	 0.147592 	 -0.674361 	 0.227382 	 0.106545 	 0.333927 
0.312 	 0.146917 	 -0.675799 	 0.228352 	 0.105575 	 0.333927 
0.313 	 0.146241 	 -0.677231 	 0.229321 	 0.104606 	 0.333927 
0.314 	 0.145563 	 -0.678655 	 0.230287 	 0.10364 	 0.333927 
0.315 	 0.144883 	 -0.680074 	 0.23125 	 0.102677 	 0.333927 
0.316 	 0.144202 	 -0.681485 	 0.232211 	 0.101716 	 0.333927 
0.317 	 0.14352 	 -0.68289 	 0.23317 	 0.100757 	 0.333927 
0.318 	 0.142837 	 -0.684289 	 0.234125 	 0.0998015 	 0.333927 
0.319 	 0.142152 	 -0.68568 	 0.235079 	 0.0988482 	 0.333927 
0.32 	 0.141465 	 -0.687065 	 0.236029 	 0.0978975 	 0.333927 
0.321 	 0.140778 	 -0.688444 	 0.236977 	 0.0969495 	 0.333927 
0.322 	 0.140088 	 -0.689815 	 0.237923 	 0.0960042 	 0.333927 
0.323 	 0.139398 	 -0.691181 	 0.238865 	 0.0950617 	 0.333927 
0.324 	 0.138706 	 -0.692539 	 0.239805 	 0.0941219 	 0.333927 
0.325 	 0.138013 	 -0.69389 	 0.240742 	 0.0931849 	 0.333927 
0.326 	 0.137318 	 -0.695235 	 0.241676 	 0.0922508 	 0.333927 
0.327 	 0.136622 	 -0.696573 	 0.242607 	 0.0913196 	 0.333927 
0.328 	 0.135925 	 -0.697905 	 0.243536 	 0.0903914 	 0.333927 
0.329 	 0.135227 	 -0.699229 	 0.244461 	 0.0894661 	 0.333927 
0.33 	 0.134527 	 -0.700547 	 0.245383 	 0.0885438 	 0.333927 
0.331 	 0.133825 	 -0.701858 	 0.246302 	 0.0876245 	 0.333927 
0.332 	 0.133123 	 -0.703162 	 0.247219 	 0.0867083 	 0.333927 
