time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
3.29 	 -0.170627 	 0.619057 	 0.191616 	 0.142311 	 0.333927 
3.3 	 -0.164354 	 0.635396 	 0.201864 	 0.132063 	 0.333927 
3.31 	 -0.157921 	 0.651121 	 0.211979 	 0.121948 	 0.333927 
3.32 	 -0.151334 	 0.666215 	 0.221921 	 0.112006 	 0.333927 
3.33 	 -0.144599 	 0.680664 	 0.231652 	 0.102275 	 0.333927 
3.34 	 -0.137723 	 0.694453 	 0.241132 	 0.0927945 	 0.333927 
3.35 	 -0.130712 	 0.707568 	 0.250326 	 0.0836008 	 0.333927 
3.36 	 -0.123574 	 0.719995 	 0.259197 	 0.0747303 	 0.333927 
3.37 	 -0.116315 	 0.731723 	 0.267709 	 0.066218 	 0.333927 
3.38 	 -0.108942 	 0.742738 	 0.27583 	 0.0580973 	 0.333927 
3.39 	 -0.101462 	 0.753029 	 0.283527 	 0.0504004 	 0.333927 
3.4 	 -0.0938837 	 0.762587 	 0.290769 	 0.0431576 	 0.333927 
3.41 	 -0.0862131 	 0.7714 	 0.297529 	 0.0363977 	 0.333927 
3.42 	 -0.0784582 	 0.779461 	 0.30378 	 0.0301474 	 0.333927 
3.43 	 -0.0706264 	 0.78676 	 0.309495 	 0.0244315 	 0.333927 
3.44 	 -0.0627256 	 0.79329 	 0.314654 	 0.0192727 	 0.333927 
3.45 	 -0.0547632 	 0.799044 	 0.319235 	 0.0146915 	 0.333927 
3.46 	 -0.0467473 	 0.804016 	 0.323221 	 0.0107061 	 0.333927 
3.47 	 -0.0386855 	 0.808201 	 0.326595 	 0.00733229 	 0.333927 
3.48 	 -0.0305859 	 0.811595 	 0.329343 	 0.00458358 	 0.333927 
3.49 	 -0.0224563 	 0.814194 	 0.331456 	 0.00247089 	 0.333927 
3.5 	 -0.0143047 	 0.815995 	 0.332924 	 0.00100264 	 0.333927 
3.51 	 -0.00613905 	 0.816997 	 0.333742 	 0.00018467 	 0.333927 
3.52 	 0.00203259 	 0.817198 	 0.333907 	 2.0244e-05 	 0.333927 
3.53 	 0.0102022 	 0.816599 	 0.333417 	 0.000510016 	 0.333927 
3.54 	 0.0183619 	 0.815199 	 0.332275 	 0.00165204 	 0.333927 
3.55 	 0.0265036 	 0.813001 	 0.330485 	 0.00344175 	 0.333927 
3.56 	 0.0346193 	 0.810006 	 0.328055 	 0.00587203 	 0.333927 
3.57 	 0.042701 	 0.806218 	 0.324994 	 0.0089332 	 0.333927 
3.58 	 0.050741 	 0.801641 	 0.321314 	 0.0126131 	 0.333927 
3.59 	 0.0587312 	 0.796279 	 0.31703 	 0.016897 	 0.333927 
3.6 	 0.066664 	 0.790138 	 0.312159 	 0.021768 	 0.333927 
3.61 	 0.0745314 	 0.783225 	 0.30672 	 0.0272066 	 0.333927 
3.62 	 0.0823259 	 0.775546 	 0.300736 	 0.0331913 	 0.333927 
3.63 	 0.0900398 	 0.76711 	 0.294229 	 0.0396983 	 0.333927 
3.64 	 0.0976656 	 0.757925 	 0.287225 	 0.0467019 	 0.333927 
3.65 	 0.105196 	 0.748001 	 0.279753 	 0.0541742 	 0.333927 
3.66 	 0.112623 	 0.737348 	 0.271841 	 0.0620859 	 0.333927 
3.67 	 0.11994 	 0.725977 	 0.263521 	 0.0704055 	 0.333927 
3.68 	 0.12714 	 0.7139 	 0.254827 	 0.0791003 	 0.333927 
3.69 	 0.134216 	 0.701129 	 0.245791 	 0.088136 	 0.333927 
3.7 	 0.141161 	 0.687677 	 0.23645 	 0.097477 	 0.333927 
3.71 	 0.147967 	 0.673558 	 0.22684 	 0.107087 	 0.333927 
3.72 	 0.15463 	 0.658786 	 0.217 	 0.116927 	 0.333927 
3.73 	 0.161141 	 0.643376 	 0.206966 	 0.12696 	 0.333927 
3.74 	 0.167495 	 0.627344 	 0.19678 	 0.137147 	 0.333927 
3.75 	 0.173686 	 0.610706 	 0.186481 	 0.147446 	 0.333927 
3.76 	 0.179707 	 0.593478 	 0.176108 	 0.157819 	 0.333927 
3.77 	 0.185554 	 0.575678 	 0.165703 	 0.168224 	 0.333927 
3.78 	 0.191219 	 0.557324 	 0.155305 	 0.178622 	 0.333927 
3.79 	 0.196698 	 0.538434 	 0.144955 	 0.188971 	 0.333927 
3.8 	 0.201986 	 0.519026 	 0.134694 	 0.199233 	 0.333927 
3.81 	 0.207077 	 0.49912 	 0.12456 	 0.209367 	 0.333927 
3.82 	 0.211967 	 0.478735 	 0.114593 	 0.219333 	 0.333927 
3.83 	 0.21665 	 0.457891 	 0.104832 	 0.229095 	 0.333927 
3.84 	 0.221123 	 0.43661 	 0.0953139 	 0.238613 	 0.333927 
3.85 	 0.225381 	 0.41491 	 0.0860753 	 0.247852 	 0.333927 
3.86 	 0.22942 	 0.392815 	 0.0771518 	 0.256775 	 0.333927 
3.87 	 0.233236 	 0.370345 	 0.0685776 	 0.265349 	 0.333927 
3.88 	 0.236826 	 0.347521 	 0.0603855 	 0.273541 	 0.333927 
3.89 	 0.240185 	 0.324367 	 0.052607 	 0.28132 	 0.333927 
3.9 	 0.243312 	 0.300904 	 0.0452715 	 0.288655 	 0.333927 
3.91 	 0.246203 	 0.277154 	 0.0384073 	 0.29552 	 0.333927 
3.92 	 0.248854 	 0.253142 	 0.0320404 	 0.301887 	 0.333927 
3.93 	 0.251265 	 0.228889 	 0.026195 	 0.307732 	 0.333927 
3.94 	 0.253431 	 0.204418 	 0.0208934 	 0.313033 	 0.333927 
3.95 	 0.255352 	 0.179754 	 0.0161557 	 0.317771 	 0.333927 
3.96 	 0.257026 	 0.154919 	 0.012 	 0.321927 	 0.333927 
3.97 	 0.25845 	 0.129938 	 0.00844189 	 0.325485 	 0.333927 
3.98 	 0.259624 	 0.104833 	 0.00549497 	 0.328432 	 0.333927 
3.99 	 0.260547 	 0.079629 	 0.00317039 	 0.330757 	 0.333927 
4 	 0.261216 	 0.0543496 	 0.00147694 	 0.33245 	 0.333927 
4.01 	 0.261633 	 0.0290188 	 0.000421045 	 0.333506 	 0.333927 
4.02 	 0.261797 	 0.0036605 	 6.69962e-06 	 0.33392 	 0.333927 
4.03 	 0.261707 	 -0.0217012 	 0.000235472 	 0.333691 	 0.333927 
4.04 	 0.261363 	 -0.0470425 	 0.0011065 	 0.33282 	 0.333927 
4.05 	 0.260766 	 -0.0723391 	 0.00261647 	 0.33131 	 0.333927 
4.06 	 0.259916 	 -0.0975673 	 0.00475969 	 0.329167 	 0.333927 
4.07 	 0.258815 	 -0.122703 	 0.00752802 	 0.326399 	 0.333927 
4.08 	 0.257463 	 -0.147723 	 0.010911 	 0.323016 	 0.333927 
4.09 	 0.255861 	 -0.172602 	 0.0148958 	 0.319031 	 0.333927 
4.1 	 0.254011 	 -0.197318 	 0.0194672 	 0.31446 	 0.333927 
4.11 	 0.251915 	 -0.221847 	 0.024608 	 0.309319 	 0.333927 
4.12 	 0.249575 	 -0.246165 	 0.0302986 	 0.303628 	 0.333927 
4.13 	 0.246993 	 -0.27025 	 0.0365174 	 0.297409 	 0.333927 
4.14 	 0.244171 	 -0.294077 	 0.0432407 	 0.290686 	 0.333927 
4.15 	 0.241112 	 -0.317625 	 0.0504429 	 0.283484 	 0.333927 
4.16 	 0.237819 	 -0.340871 	 0.0580966 	 0.27583 	 0.333927 
4.17 	 0.234296 	 -0.363792 	 0.0661724 	 0.267754 	 0.333927 
4.18 	 0.230544 	 -0.386367 	 0.0746396 	 0.259287 	 0.333927 
4.19 	 0.226569 	 -0.408573 	 0.0834658 	 0.250461 	 0.333927 
4.2 	 0.222374 	 -0.430388 	 0.0926171 	 0.24131 	 0.333927 
4.21 	 0.217963 	 -0.451793 	 0.102058 	 0.231869 	 0.333927 
4.22 	 0.21334 	 -0.472765 	 0.111753 	 0.222174 	 0.333927 
4.23 	 0.208509 	 -0.493284 	 0.121665 	 0.212262 	 0.333927 
4.24 	 0.203476 	 -0.51333 	 0.131754 	 0.202173 	 0.333927 
4.25 	 0.198244 	 -0.532884 	 0.141983 	 0.191944 	 0.333927 
4.26 	 0.19282 	 -0.551926 	 0.152311 	 0.181616 	 0.333927 
4.27 	 0.187208 	 -0.570437 	 0.162699 	 0.171228 	 0.333927 
4.28 	 0.181413 	 -0.588399 	 0.173106 	 0.16082 	 0.333927 
4.29 	 0.175442 	 -0.605793 	 0.183493 	 0.150434 	 0.333927 
4.3 	 0.169299 	 -0.622603 	 0.193817 	 0.140109 	 0.333927 
4.31 	 0.162991 	 -0.638812 	 0.20404 	 0.129887 	 0.333927 
4.32 	 0.156525 	 -0.654403 	 0.214122 	 0.119805 	 0.333927 
4.33 	 0.149905 	 -0.669361 	 0.224022 	 0.109905 	 0.333927 
4.34 	 0.14314 	 -0.68367 	 0.233702 	 0.100225 	 0.333927 
4.35 	 0.136234 	 -0.697316 	 0.243125 	 0.0908024 	 0.333927 
4.36 	 0.129196 	 -0.710285 	 0.252252 	 0.0816749 	 0.333927 
4.37 	 0.122031 	 -0.722563 	 0.261049 	 0.0728781 	 0.333927 
4.38 	 0.114747 	 -0.734139 	 0.26948 	 0.0644467 	 0.333927 
4.39 	 0.107351 	 -0.745 	 0.277513 	 0.0564141 	 0.333927 
4.4 	 0.0998492 	 -0.755136 	 0.285115 	 0.0488118 	 0.333927 
4.41 	 0.0922503 	 -0.764535 	 0.292257 	 0.04167 	 0.333927 
4.42 	 0.084561 	 -0.773188 	 0.29891 	 0.0350169 	 0.333927 
4.43 	 0.076789 	 -0.781086 	 0.305048 	 0.0288789 	 0.333927 
4.44 	 0.0689418 	 -0.788221 	 0.310647 	 0.0232804 	 0.333927 
4.45 	 0.0610272 	 -0.794586 	 0.315683 	 0.0182435 	 0.333927 
4.46 	 0.0530527 	 -0.800173 	 0.320139 	 0.0137883 	 0.333927 
4.47 	 0.0450263 	 -0.804978 	 0.323994 	 0.00993242 	 0.333927 
4.48 	 0.0369558 	 -0.808994 	 0.327236 	 0.00669132 	 0.333927 
4.49 	 0.0288491 	 -0.812218 	 0.329849 	 0.00407783 	 0.333927 
4.5 	 0.0207141 	 -0.814647 	 0.331825 	 0.00210238 	 0.333927 
4.51 	 0.0125588 	 -0.816277 	 0.333154 	 0.000772834 	 0.333927 
4.52 	 0.0043912 	 -0.817108 	 0.333832 	 9.44848e-05 	 0.333927 
4.53 	 -0.00378069 	 -0.817138 	 0.333857 	 7.00387e-05 	 0.333927 
4.54 	 -0.0119489 	 -0.816367 	 0.333227 	 0.000699593 	 0.333927 
4.55 	 -0.0201054 	 -0.814796 	 0.331946 	 0.00198064 	 0.333927 
4.56 	 -0.0282421 	 -0.812427 	 0.330019 	 0.00390807 	 0.333927 
4.57 	 -0.0363512 	 -0.809262 	 0.327453 	 0.00647421 	 0.333927 
4.58 	 -0.0444247 	 -0.805305 	 0.324258 	 0.00966884 	 0.333927 
4.59 	 -0.0524547 	 -0.800559 	 0.320448 	 0.0134792 	 0.333927 
4.6 	 -0.0604333 	 -0.79503 	 0.316037 	 0.0178903 	 0.333927 
4.61 	 -0.0683527 	 -0.788724 	 0.311043 	 0.0228844 	 0.333927 
4.62 	 -0.0762052 	 -0.781646 	 0.305485 	 0.0284417 	 0.333927 
4.63 	 -0.0839831 	 -0.773805 	 0.299387 	 0.0345402 	 0.333927 
4.64 	 -0.0916788 	 -0.765207 	 0.292771 	 0.0411557 	 0.333927 
4.65 	 -0.0992848 	 -0.755864 	 0.285665 	 0.0482619 	 0.333927 
4.66 	 -0.106794 	 -0.745783 	 0.278096 	 0.0558308 	 0.333927 
4.67 	 -0.114198 	 -0.734976 	 0.270095 	 0.0638324 	 0.333927 
4.68 	 -0.121491 	 -0.723453 	 0.261692 	 0.0722351 	 0.333927 
4.69 	 -0.128665 	 -0.711226 	 0.252921 	 0.0810057 	 0.333927 
4.7 	 -0.135713 	 -0.698308 	 0.243817 	 0.0901098 	 0.333927 
4.71 	 -0.142629 	 -0.684712 	 0.234415 	 0.0995114 	 0.333927 
4.72 	 -0.149405 	 -0.670452 	 0.224753 	 0.109174 	 0.333927 
4.73 	 -0.156035 	 -0.655543 	 0.214868 	 0.119059 	 0.333927 
4.74 	 -0.162514 	 -0.639998 	 0.204799 	 0.129128 	 0.333927 
4.75 	 -0.168833 	 -0.623835 	 0.194585 	 0.139342 	 0.333927 
4.76 	 -0.174988 	 -0.60707 	 0.184267 	 0.14966 	 0.333927 
4.77 	 -0.180973 	 -0.589718 	 0.173884 	 0.160043 	 0.333927 
4.78 	 -0.186781 	 -0.571798 	 0.163477 	 0.17045 	 0.333927 
4.79 	 -0.192407 	 -0.553328 	 0.153086 	 0.180841 	 0.333927 
4.8 	 -0.197846 	 -0.534325 	 0.142751 	 0.191175 	 0.333927 
4.81 	 -0.203092 	 -0.514809 	 0.132514 	 0.201413 	 0.333927 
4.82 	 -0.20814 	 -0.494798 	 0.122413 	 0.211514 	 0.333927 
4.83 	 -0.212986 	 -0.474314 	 0.112487 	 0.22144 	 0.333927 
4.84 	 -0.217625 	 -0.453375 	 0.102774 	 0.231153 	 0.333927 
4.85 	 -0.222052 	 -0.432002 	 0.0933129 	 0.240614 	 0.333927 
4.86 	 -0.226264 	 -0.410216 	 0.0841387 	 0.249788 	 0.333927 
4.87 	 -0.230255 	 -0.388039 	 0.0752871 	 0.25864 	 0.333927 
4.88 	 -0.234023 	 -0.365491 	 0.0667919 	 0.267135 	 0.333927 
4.89 	 -0.237564 	 -0.342595 	 0.0586857 	 0.275241 	 0.333927 
4.9 	 -0.240874 	 -0.319373 	 0.0509995 	 0.282927 	 0.333927 
4.91 	 -0.24395 	 -0.295847 	 0.0437626 	 0.290164 	 0.333927 
4.92 	 -0.24679 	 -0.272039 	 0.0370026 	 0.296924 	 0.333927 
4.93 	 -0.24939 	 -0.247973 	 0.0307453 	 0.303182 	 0.333927 
4.94 	 -0.251749 	 -0.223671 	 0.0250144 	 0.308912 	 0.333927 
4.95 	 -0.253863 	 -0.199158 	 0.0198319 	 0.314095 	 0.333927 
4.96 	 -0.255731 	 -0.174455 	 0.0152172 	 0.31871 	 0.333927 
4.97 	 -0.257351 	 -0.149587 	 0.0111881 	 0.322739 	 0.333927 
4.98 	 -0.258722 	 -0.124577 	 0.00775968 	 0.326167 	 0.333927 
4.99 	 -0.259843 	 -0.0994488 	 0.00494503 	 0.328982 	 0.333927 
5 	 -0.260711 	 -0.0742267 	 0.0027548 	 0.331172 	 0.333927 
5.01 	 -0.261327 	 -0.0489343 	 0.00119728 	 0.33273 	 0.333927 
5.02 	 -0.26169 	 -0.0235956 	 0.000278376 	 0.333649 	 0.333927 
5.03 	 -0.261799 	 0.00176543 	 1.55837e-06 	 0.333925 	 0.333927 
5.04 	 -0.261654 	 0.0271248 	 0.000367877 	 0.333559 	 0.333927 
5.05 	 -0.261256 	 0.0524585 	 0.00137595 	 0.332551 	 0.333927 
5.06 	 -0.260605 	 0.0777425 	 0.00302195 	 0.330905 	 0.333927 
5.07 	 -0.259702 	 0.102953 	 0.00529965 	 0.328627 	 0.333927 
5.08 	 -0.258547 	 0.128066 	 0.00820043 	 0.325726 	 0.333927 
5.09 	 -0.257141 	 0.153057 	 0.0117133 	 0.322214 	 0.333927 
5.1 	 -0.255486 	 0.177904 	 0.0158249 	 0.318102 	 0.333927 
5.11 	 -0.253583 	 0.202582 	 0.0205197 	 0.313407 	 0.333927 
5.12 	 -0.251435 	 0.227068 	 0.0257798 	 0.308147 	 0.333927 
5.13 	 -0.249043 	 0.251338 	 0.0315853 	 0.302342 	 0.333927 
5.14 	 -0.246409 	 0.275369 	 0.0379141 	 0.296013 	 0.333927 
5.15 	 -0.243536 	 0.299139 	 0.0447421 	 0.289185 	 0.333927 
5.16 	 -0.240427 	 0.322624 	 0.0520432 	 0.281884 	 0.333927 
5.17 	 -0.237085 	 0.345803 	 0.0597897 	 0.274137 	 0.333927 
5.18 	 -0.233512 	 0.368651 	 0.0679519 	 0.265975 	 0.333927 
5.19 	 -0.229713 	 0.391149 	 0.0764987 	 0.257428 	 0.333927 
5.2 	 -0.22569 	 0.413273 	 0.0853973 	 0.24853 	 0.333927 
5.21 	 -0.221449 	 0.435002 	 0.0946136 	 0.239313 	 0.333927 
5.22 	 -0.216992 	 0.456316 	 0.104112 	 0.229815 	 0.333927 
5.23 	 -0.212324 	 0.477193 	 0.113857 	 0.22007 	 0.333927 
5.24 	 -0.207449 	 0.497613 	 0.123809 	 0.210118 	 0.333927 
5.25 	 -0.202373 	 0.517555 	 0.133932 	 0.199995 	 0.333927 
5.26 	 -0.1971 	 0.537001 	 0.144185 	 0.189742 	 0.333927 
5.27 	 -0.191635 	 0.555931 	 0.15453 	 0.179397 	 0.333927 
5.28 	 -0.185983 	 0.574326 	 0.164925 	 0.169002 	 0.333927 
5.29 	 -0.18015 	 0.592168 	 0.175331 	 0.158595 	 0.333927 
5.3 	 -0.174142 	 0.609439 	 0.185708 	 0.148219 	 0.333927 
5.31 	 -0.167963 	 0.626122 	 0.196014 	 0.137913 	 0.333927 
5.32 	 -0.161621 	 0.6422 	 0.20621 	 0.127717 	 0.333927 
5.33 	 -0.155121 	 0.657657 	 0.216256 	 0.117671 	 0.333927 
5.34 	 -0.14847 	 0.672477 	 0.226112 	 0.107814 	 0.333927 
5.35 	 -0.141674 	 0.686645 	 0.235741 	 0.0981862 	 0.333927 
5.36 	 -0.13474 	 0.700147 	 0.245103 	 0.0888238 	 0.333927 
5.37 	 -0.127673 	 0.71297 	 0.254163 	 0.079764 	 0.333927 
5.38 	 -0.120482 	 0.725099 	 0.262884 	 0.0710426 	 0.333927 
5.39 	 -0.113174 	 0.736523 	 0.271233 	 0.0626937 	 0.333927 
5.4 	 -0.105754 	 0.74723 	 0.279176 	 0.0547505 	 0.333927 
5.41 	 -0.0982316 	 0.757209 	 0.286683 	 0.0472443 	 0.333927 
5.42 	 -0.0906127 	 0.766449 	 0.293722 	 0.0402047 	 0.333927 
5.43 	 -0.0829051 	 0.774942 	 0.300267 	 0.0336597 	 0.333927 
5.44 	 -0.0751164 	 0.782677 	 0.306292 	 0.0276351 	 0.333927 
5.45 	 -0.0672541 	 0.789648 	 0.311772 	 0.0221549 	 0.333927 
5.46 	 -0.059326 	 0.795847 	 0.316686 	 0.0172409 	 0.333927 
5.47 	 -0.0513398 	 0.801267 	 0.321014 	 0.0129125 	 0.333927 
5.48 	 -0.0433033 	 0.805903 	 0.32474 	 0.00918692 	 0.333927 
5.49 	 -0.0352244 	 0.80975 	 0.327848 	 0.00607907 	 0.333927 
5.5 	 -0.0271109 	 0.812805 	 0.330326 	 0.00360129 	 0.333927 
5.51 	 -0.0189709 	 0.815063 	 0.332163 	 0.00176344 	 0.333927 
5.52 	 -0.0108123 	 0.816522 	 0.333354 	 0.000572837 	 0.333927 
5.53 	 -0.00264315 	 0.817181 	 0.333893 	 3.42327e-05 	 0.333927 
5.54 	 0.00552862 	 0.81704 	 0.333777 	 0.000149771 	 0.333927 
5.55 	 0.013695 	 0.816098 	 0.333008 	 0.000918992 	 0.333927 
5.56 	 0.0218479 	 0.814356 	 0.331588 	 0.00233883 	 0.333927 
5.57 	 0.0299794 	 0.811817 	 0.329523 	 0.00440363 	 0.333927 
5.58 	 0.0380816 	 0.808482 	 0.326822 	 0.00710516 	 0.333927 
5.59 	 0.0461464 	 0.804356 	 0.323494 	 0.0104327 	 0.333927 
5.6 	 0.0541661 	 0.799442 	 0.319554 	 0.0143729 	 0.333927 
5.61 	 0.0621327 	 0.793746 	 0.315017 	 0.0189102 	 0.333927 
5.62 	 0.0700384 	 0.787274 	 0.3099 	 0.0240265 	 0.333927 
5.63 	 0.0778756 	 0.780032 	 0.304225 	 0.0297016 	 0.333927 
5.64 	 0.0856365 	 0.772029 	 0.298014 	 0.0359128 	 0.333927 
5.65 	 0.0933137 	 0.763271 	 0.291291 	 0.0426355 	 0.333927 
5.66 	 0.100899 	 0.753769 	 0.284084 	 0.0498431 	 0.333927 
5.67 	 0.108387 	 0.743532 	 0.27642 	 0.0575072 	 0.333927 
5.68 	 0.115768 	 0.73257 	 0.26833 	 0.0655973 	 0.333927 
5.69 	 0.123036 	 0.720896 	 0.259845 	 0.0740815 	 0.333927 
5.7 	 0.130183 	 0.70852 	 0.251 	 0.0829264 	 0.333927 
5.71 	 0.137204 	 0.695456 	 0.24183 	 0.0920972 	 0.333927 
5.72 	 0.14409 	 0.681717 	 0.232369 	 0.101558 	 0.333927 
5.73 	 0.150836 	 0.667317 	 0.222656 	 0.111271 	 0.333927 
5.74 	 0.157434 	 0.65227 	 0.212728 	 0.121199 	 0.333927 
5.75 	 0.163879 	 0.636592 	 0.202625 	 0.131302 	 0.333927 
5.76 	 0.170164 	 0.620299 	 0.192385 	 0.141542 	 0.333927 
5.77 	 0.176283 	 0.603406 	 0.18205 	 0.151877 	 0.333927 
5.78 	 0.18223 	 0.585932 	 0.171658 	 0.162269 	 0.333927 
5.79 	 0.188 	 0.567893 	 0.161251 	 0.172676 	 0.333927 
5.8 	 0.193586 	 0.549307 	 0.150869 	 0.183058 	 0.333927 
5.81 	 0.198984 	 0.530192 	 0.140552 	 0.193375 	 0.333927 
5.82 	 0.204188 	 0.510569 	 0.13034 	 0.203587 	 0.333927 
5.83 	 0.209194 	 0.490455 	 0.120273 	 0.213654 	 0.333927 
5.84 	 0.213996 	 0.469872 	 0.11039 	 0.223537 	 0.333927 
5.85 	 0.21859 	 0.448838 	 0.100728 	 0.233199 	 0.333927 
5.86 	 0.222971 	 0.427376 	 0.091325 	 0.242602 	 0.333927 
5.87 	 0.227136 	 0.405504 	 0.0822169 	 0.25171 	 0.333927 
5.88 	 0.23108 	 0.383246 	 0.0734387 	 0.260488 	 0.333927 
5.89 	 0.2348 	 0.360622 	 0.0650241 	 0.268903 	 0.333927 
5.9 	 0.238291 	 0.337654 	 0.0570052 	 0.276922 	 0.333927 
5.91 	 0.241552 	 0.314365 	 0.0494127 	 0.284514 	 0.333927 
5.92 	 0.244578 	 0.290777 	 0.0422755 	 0.291651 	 0.333927 
5.93 	 0.247366 	 0.266912 	 0.0356209 	 0.298306 	 0.333927 
5.94 	 0.249915 	 0.242793 	 0.0294743 	 0.304453 	 0.333927 
5.95 	 0.252222 	 0.218444 	 0.023859 	 0.310068 	 0.333927 
5.96 	 0.254283 	 0.193888 	 0.0187963 	 0.315131 	 0.333927 
5.97 	 0.256099 	 0.169148 	 0.0143055 	 0.319621 	 0.333927 
5.98 	 0.257666 	 0.144248 	 0.0104037 	 0.323523 	 0.333927 
5.99 	 0.258983 	 0.11921 	 0.00710557 	 0.326821 	 0.333927 
6 	 0.26005 	 0.0940604 	 0.00442368 	 0.329503 	 0.333927 
6.01 	 0.260864 	 0.0688212 	 0.00236818 	 0.331559 	 0.333927 
6.02 	 0.261426 	 0.0435169 	 0.000946862 	 0.33298 	 0.333927 
6.03 	 0.261734 	 0.0181714 	 0.0001651 	 0.333762 	 0.333927 
6.04 	 0.261789 	 -0.00719128 	 2.58572e-05 	 0.333901 	 0.333927 
6.05 	 0.26159 	 -0.0325472 	 0.000529659 	 0.333397 	 0.333927 
6.06 	 0.261138 	 -0.0578723 	 0.0016746 	 0.332252 	 0.333927 
6.07 	 0.260433 	 -0.0831426 	 0.00345634 	 0.330471 	 0.333927 
6.08 	 0.259476 	 -0.108334 	 0.00586814 	 0.328059 	 0.333927 
6.09 	 0.258267 	 -0.133423 	 0.00890086 	 0.325026 	 0.333927 
6.1 	 0.256808 	 -0.158386 	 0.012543 	 0.321384 	 0.333927 
6.11 	 0.2551 	 -0.183198 	 0.0167808 	 0.317146 	 0.333927 
6.12 	 0.253144 	 -0.207837 	 0.0215981 	 0.312329 	 0.333927 
6.13 	 0.250944 	 -0.232278 	 0.0269766 	 0.30695 	 0.333927 
6.14 	 0.2485 	 -0.256499 	 0.032896 	 0.301031 	 0.333927 
6.15 	 0.245814 	 -0.280477 	 0.0393336 	 0.294593 	 0.333927 
6.16 	 0.242891 	 -0.304188 	 0.0462651 	 0.287662 	 0.333927 
6.17 	 0.239732 	 -0.327609 	 0.0536639 	 0.280263 	 0.333927 
6.18 	 0.23634 	 -0.350719 	 0.0615018 	 0.272425 	 0.333927 
6.19 	 0.232718 	 -0.373494 	 0.069749 	 0.264178 	 0.333927 
6.2 	 0.228871 	 -0.395914 	 0.0783738 	 0.255553 	 0.333927 
6.21 	 0.224801 	 -0.417955 	 0.0873433 	 0.246584 	 0.333927 
6.22 	 0.220513 	 -0.439598 	 0.096623 	 0.237304 	 0.333927 
6.23 	 0.216011 	 -0.460819 	 0.106177 	 0.22775 	 0.333927 
6.24 	 0.211298 	 -0.4816 	 0.115969 	 0.217957 	 0.333927 
6.25 	 0.20638 	 -0.50192 	 0.125962 	 0.207965 	 0.333927 
6.26 	 0.201262 	 -0.521758 	 0.136116 	 0.197811 	 0.333927 
6.27 	 0.195947 	 -0.541095 	 0.146392 	 0.187535 	 0.333927 
6.28 	 0.190441 	 -0.559912 	 0.156751 	 0.177176 	 0.333927 
6.29 	 0.18475 	 -0.57819 	 0.167152 	 0.166775 	 0.333927 
6.3 	 0.178879 	 -0.595911 	 0.177555 	 0.156372 	 0.333927 
6.31 	 0.172834 	 -0.613058 	 0.18792 	 0.146007 	 0.333927 
6.32 	 0.16662 	 -0.629613 	 0.198206 	 0.135721 	 0.333927 
6.33 	 0.160244 	 -0.645559 	 0.208373 	 0.125554 	 0.333927 
6.34 	 0.153711 	 -0.660881 	 0.218382 	 0.115545 	 0.333927 
6.35 	 0.147028 	 -0.675563 	 0.228193 	 0.105734 	 0.333927 
6.36 	 0.140202 	 -0.68959 	 0.237767 	 0.0961598 	 0.333927 
6.37 	 0.133239 	 -0.702948 	 0.247068 	 0.086859 	 0.333927 
6.38 	 0.126145 	 -0.715623 	 0.256058 	 0.0778687 	 0.333927 
6.39 	 0.118929 	 -0.727603 	 0.264703 	 0.0692241 	 0.333927 
6.4 	 0.111596 	 -0.738874 	 0.272968 	 0.0609593 	 0.333927 
6.41 	 0.104154 	 -0.749426 	 0.28082 	 0.053107 	 0.333927 
6.42 	 0.0966096 	 -0.759248 	 0.288229 	 0.0456982 	 0.333927 
6.43 	 0.0889711 	 -0.768329 	 0.295165 	 0.0387621 	 0.333927 
6.44 	 0.0812455 	 -0.77666 	 0.301601 	 0.0323263 	 0.333927 
6.45 	 0.0734404 	 -0.784233 	 0.307511 	 0.0264163 	 0.333927 
6.46 	 0.0655634 	 -0.791039 	 0.312871 	 0.0210554 	 0.333927 
6.47 	 0.0576222 	 -0.797072 	 0.317662 	 0.0162651 	 0.333927 
6.48 	 0.0496246 	 -0.802325 	 0.321863 	 0.0120643 	 0.333927 
6.49 	 0.0415783 	 -0.806793 	 0.325457 	 0.0084697 	 0.333927 
6.5 	 0.0334914 	 -0.810471 	 0.328431 	 0.00549568 	 0.333927 
6.51 	 0.0253716 	 -0.813355 	 0.330773 	 0.00315404 	 0.333927 
6.52 	 0.0172269 	 -0.815442 	 0.332473 	 0.00145412 	 0.333927 
6.53 	 0.0090654 	 -0.81673 	 0.333524 	 0.000402686 	 0.333927 
6.54 	 0.000894989 	 -0.817218 	 0.333923 	 3.92493e-06 	 0.333927 
6.55 	 -0.0072763 	 -0.816906 	 0.333667 	 0.000259427 	 0.333927 
6.56 	 -0.0154405 	 -0.815793 	 0.332759 	 0.00116817 	 0.333927 
6.57 	 -0.0235895 	 -0.81388 	 0.3312 	 0.00272655 	 0.333927 
6.58 	 -0.0317154 	 -0.81117 	 0.328999 	 0.00492833 	 0.333927 
6.59 	 -0.0398102 	 -0.807666 	 0.326162 	 0.00776477 	 0.333927 
6.6 	 -0.0478661 	 -0.803371 	 0.322702 	 0.0112245 	 0.333927 
