time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
0.35 	 0.113686 	 -0.735751 	 0.270665 	 0.0632621 	 0.333927 
0.36 	 0.106274 	 -0.746508 	 0.278637 	 0.0552896 	 0.333927 
0.37 	 0.0987584 	 -0.756538 	 0.286175 	 0.047752 	 0.333927 
0.38 	 0.091146 	 -0.76583 	 0.293248 	 0.040679 	 0.333927 
0.39 	 0.0834443 	 -0.774375 	 0.299828 	 0.0340987 	 0.333927 
0.4 	 0.075661 	 -0.782163 	 0.30589 	 0.0280371 	 0.333927 
0.41 	 0.0678036 	 -0.789188 	 0.311409 	 0.0225183 	 0.333927 
0.42 	 0.0598798 	 -0.79544 	 0.316363 	 0.0175641 	 0.333927 
0.43 	 0.0518974 	 -0.800915 	 0.320733 	 0.0131944 	 0.333927 
0.44 	 0.0438641 	 -0.805606 	 0.324501 	 0.00942639 	 0.333927 
0.45 	 0.0357879 	 -0.809508 	 0.327652 	 0.00627512 	 0.333927 
0.46 	 0.0276766 	 -0.812618 	 0.330174 	 0.00375313 	 0.333927 
0.47 	 0.0195382 	 -0.814931 	 0.332056 	 0.00187047 	 0.333927 
0.48 	 0.0113806 	 -0.816446 	 0.333292 	 0.000634636 	 0.333927 
0.49 	 0.00321193 	 -0.817161 	 0.333876 	 5.05508e-05 	 0.333927 
0.5 	 -0.00495992 	 -0.817076 	 0.333806 	 0.000120544 	 0.333927 
0.51 	 -0.0131269 	 -0.816189 	 0.333083 	 0.000844336 	 0.333927 
0.52 	 -0.021281 	 -0.814503 	 0.331708 	 0.00221904 	 0.333927 
0.53 	 -0.0294143 	 -0.812019 	 0.329688 	 0.00423919 	 0.333927 
0.54 	 -0.0375188 	 -0.80874 	 0.32703 	 0.00689672 	 0.333927 
0.55 	 -0.0455865 	 -0.804669 	 0.323746 	 0.0101811 	 0.333927 
0.56 	 -0.0536095 	 -0.79981 	 0.319848 	 0.0140791 	 0.333927 
0.57 	 -0.0615801 	 -0.794168 	 0.315351 	 0.0185754 	 0.333927 
0.58 	 -0.0694903 	 -0.78775 	 0.310275 	 0.0236521 	 0.333927 
0.59 	 -0.0773325 	 -0.780561 	 0.304638 	 0.0292889 	 0.333927 
0.6 	 -0.085099 	 -0.77261 	 0.298463 	 0.0354636 	 0.333927 
0.61 	 -0.0927822 	 -0.763905 	 0.291775 	 0.0421516 	 0.333927 
0.62 	 -0.100375 	 -0.754454 	 0.284601 	 0.0493264 	 0.333927 
0.63 	 -0.107869 	 -0.744268 	 0.276967 	 0.0569596 	 0.333927 
0.64 	 -0.115258 	 -0.733356 	 0.268906 	 0.065021 	 0.333927 
0.65 	 -0.122534 	 -0.721731 	 0.260448 	 0.0734789 	 0.333927 
0.66 	 -0.12969 	 -0.709404 	 0.251627 	 0.0822999 	 0.333927 
0.67 	 -0.136719 	 -0.696388 	 0.242478 	 0.0914491 	 0.333927 
0.68 	 -0.143615 	 -0.682695 	 0.233036 	 0.100891 	 0.333927 
0.69 	 -0.150371 	 -0.66834 	 0.223339 	 0.110587 	 0.333927 
0.7 	 -0.15698 	 -0.653338 	 0.213425 	 0.120502 	 0.333927 
0.71 	 -0.163436 	 -0.637704 	 0.203333 	 0.130594 	 0.333927 
0.72 	 -0.169732 	 -0.621453 	 0.193102 	 0.140825 	 0.333927 
0.73 	 -0.175863 	 -0.604601 	 0.182771 	 0.151156 	 0.333927 
0.74 	 -0.181822 	 -0.587167 	 0.172382 	 0.161545 	 0.333927 
0.75 	 -0.187604 	 -0.569166 	 0.161975 	 0.171952 	 0.333927 
0.76 	 -0.193204 	 -0.550618 	 0.15159 	 0.182337 	 0.333927 
0.77 	 -0.198615 	 -0.53154 	 0.141267 	 0.19266 	 0.333927 
0.78 	 -0.203833 	 -0.511951 	 0.131047 	 0.20288 	 0.333927 
0.79 	 -0.208852 	 -0.491871 	 0.120968 	 0.212958 	 0.333927 
0.8 	 -0.213668 	 -0.471319 	 0.111071 	 0.222856 	 0.333927 
0.81 	 -0.218277 	 -0.450317 	 0.101393 	 0.232534 	 0.333927 
0.82 	 -0.222673 	 -0.428883 	 0.0919703 	 0.241957 	 0.333927 
0.83 	 -0.226853 	 -0.407039 	 0.0828405 	 0.251086 	 0.333927 
0.84 	 -0.230813 	 -0.384807 	 0.0740383 	 0.259889 	 0.333927 
0.85 	 -0.234548 	 -0.362208 	 0.0655973 	 0.26833 	 0.333927 
0.86 	 -0.238056 	 -0.339263 	 0.0575498 	 0.276377 	 0.333927 
0.87 	 -0.241332 	 -0.315996 	 0.0499267 	 0.284 	 0.333927 
0.88 	 -0.244375 	 -0.292428 	 0.042757 	 0.29117 	 0.333927 
0.89 	 -0.24718 	 -0.268581 	 0.036068 	 0.297859 	 0.333927 
0.9 	 -0.249746 	 -0.24448 	 0.0298852 	 0.304042 	 0.333927 
0.91 	 -0.252069 	 -0.220146 	 0.0242322 	 0.309695 	 0.333927 
0.92 	 -0.254148 	 -0.195604 	 0.0191304 	 0.314797 	 0.333927 
0.93 	 -0.25598 	 -0.170876 	 0.0145992 	 0.319328 	 0.333927 
0.94 	 -0.257565 	 -0.145985 	 0.0106559 	 0.323271 	 0.333927 
0.95 	 -0.2589 	 -0.120957 	 0.0073153 	 0.326612 	 0.333927 
0.96 	 -0.259984 	 -0.0958141 	 0.00459017 	 0.329337 	 0.333927 
0.97 	 -0.260816 	 -0.0705803 	 0.00249079 	 0.331436 	 0.333927 
0.98 	 -0.261395 	 -0.0452798 	 0.00102513 	 0.332902 	 0.333927 
0.99 	 -0.261721 	 -0.0199364 	 0.00019873 	 0.333728 	 0.333927 
1 	 -0.261794 	 0.0054259 	 1.47202e-05 	 0.333912 	 0.333927 
1.01 	 -0.261613 	 0.030783 	 0.000473798 	 0.333453 	 0.333927 
1.02 	 -0.261178 	 0.0561111 	 0.00157423 	 0.332353 	 0.333927 
1.03 	 -0.26049 	 0.0813859 	 0.00331184 	 0.330615 	 0.333927 
1.04 	 -0.259551 	 0.106584 	 0.00568005 	 0.328247 	 0.333927 
1.05 	 -0.258359 	 0.131681 	 0.0086699 	 0.325257 	 0.333927 
1.06 	 -0.256917 	 0.156653 	 0.01227 	 0.321657 	 0.333927 
1.07 	 -0.255227 	 0.181476 	 0.0164668 	 0.31746 	 0.333927 
1.08 	 -0.253288 	 0.206128 	 0.0212444 	 0.312683 	 0.333927 
1.09 	 -0.251105 	 0.230584 	 0.0265845 	 0.307342 	 0.333927 
1.1 	 -0.248677 	 0.254821 	 0.0324669 	 0.30146 	 0.333927 
1.11 	 -0.246009 	 0.278816 	 0.0388693 	 0.295058 	 0.333927 
1.12 	 -0.243102 	 0.302546 	 0.0457672 	 0.28816 	 0.333927 
1.13 	 -0.239959 	 0.325989 	 0.0531344 	 0.280793 	 0.333927 
1.14 	 -0.236583 	 0.349121 	 0.0609427 	 0.272984 	 0.333927 
1.15 	 -0.232978 	 0.37192 	 0.0691624 	 0.264765 	 0.333927 
1.16 	 -0.229146 	 0.394365 	 0.077762 	 0.256165 	 0.333927 
1.17 	 -0.225092 	 0.416434 	 0.0867086 	 0.247218 	 0.333927 
1.18 	 -0.220819 	 0.438105 	 0.0959678 	 0.237959 	 0.333927 
1.19 	 -0.216331 	 0.459356 	 0.105504 	 0.228423 	 0.333927 
1.2 	 -0.211633 	 0.480169 	 0.115281 	 0.218646 	 0.333927 
1.21 	 -0.206729 	 0.500521 	 0.125261 	 0.208666 	 0.333927 
1.22 	 -0.201624 	 0.520393 	 0.135404 	 0.198522 	 0.333927 
1.23 	 -0.196323 	 0.539765 	 0.145673 	 0.188254 	 0.333927 
1.24 	 -0.190831 	 0.558619 	 0.156028 	 0.177899 	 0.333927 
1.25 	 -0.185152 	 0.576936 	 0.166427 	 0.1675 	 0.333927 
1.26 	 -0.179294 	 0.594696 	 0.176832 	 0.157095 	 0.333927 
1.27 	 -0.17326 	 0.611883 	 0.187201 	 0.146726 	 0.333927 
1.28 	 -0.167058 	 0.62848 	 0.197493 	 0.136433 	 0.333927 
1.29 	 -0.160693 	 0.644469 	 0.20767 	 0.126257 	 0.333927 
1.3 	 -0.154171 	 0.659835 	 0.217691 	 0.116236 	 0.333927 
1.31 	 -0.147498 	 0.674562 	 0.227517 	 0.10641 	 0.333927 
1.32 	 -0.140682 	 0.688635 	 0.237109 	 0.0968178 	 0.333927 
1.33 	 -0.133728 	 0.70204 	 0.24643 	 0.0874968 	 0.333927 
1.34 	 -0.126643 	 0.714763 	 0.255443 	 0.0784837 	 0.333927 
1.35 	 -0.119435 	 0.726792 	 0.264113 	 0.0698139 	 0.333927 
1.36 	 -0.11211 	 0.738113 	 0.272405 	 0.0615216 	 0.333927 
1.37 	 -0.104675 	 0.748715 	 0.280287 	 0.0536396 	 0.333927 
1.38 	 -0.0971378 	 0.758588 	 0.287728 	 0.0461989 	 0.333927 
1.39 	 -0.0895057 	 0.767721 	 0.294698 	 0.039229 	 0.333927 
1.4 	 -0.0817859 	 0.776105 	 0.301169 	 0.0327575 	 0.333927 
1.41 	 -0.0739861 	 0.783731 	 0.307117 	 0.0268101 	 0.333927 
1.42 	 -0.0661139 	 0.79059 	 0.312517 	 0.0214103 	 0.333927 
1.43 	 -0.0581769 	 0.796677 	 0.317347 	 0.0165796 	 0.333927 
1.44 	 -0.0501829 	 0.801985 	 0.32159 	 0.0123372 	 0.333927 
1.45 	 -0.0421398 	 0.806507 	 0.325227 	 0.00869995 	 0.333927 
1.46 	 -0.0340554 	 0.81024 	 0.328245 	 0.00568232 	 0.333927 
1.47 	 -0.0259376 	 0.81318 	 0.330631 	 0.00329634 	 0.333927 
1.48 	 -0.0177945 	 0.815323 	 0.332375 	 0.00155151 	 0.333927 
1.49 	 -0.00963385 	 0.816667 	 0.333472 	 0.00045477 	 0.333927 
1.5 	 -0.0014638 	 0.81721 	 0.333916 	 1.04992e-05 	 0.333927 
1.51 	 0.00670769 	 0.816953 	 0.333706 	 0.000220465 	 0.333927 
1.52 	 0.0148726 	 0.815896 	 0.332843 	 0.00108383 	 0.333927 
1.53 	 0.0230229 	 0.814039 	 0.33133 	 0.00259716 	 0.333927 
1.54 	 0.0311507 	 0.811385 	 0.329172 	 0.00475442 	 0.333927 
1.55 	 0.039248 	 0.807936 	 0.32638 	 0.00754701 	 0.333927 
1.56 	 0.0473068 	 0.803695 	 0.322963 	 0.0109638 	 0.333927 
1.57 	 0.0553193 	 0.798668 	 0.318936 	 0.0149913 	 0.333927 
1.58 	 0.0632776 	 0.79286 	 0.314314 	 0.0196133 	 0.333927 
1.59 	 0.0711739 	 0.786276 	 0.309115 	 0.0248116 	 0.333927 
1.6 	 0.0790005 	 0.778924 	 0.303361 	 0.0305654 	 0.333927 
1.61 	 0.0867498 	 0.770811 	 0.297075 	 0.036852 	 0.333927 
1.62 	 0.0944142 	 0.761946 	 0.29028 	 0.0436464 	 0.333927 
1.63 	 0.101986 	 0.752337 	 0.283005 	 0.0509217 	 0.333927 
1.64 	 0.109459 	 0.741994 	 0.275278 	 0.0586491 	 0.333927 
1.65 	 0.116824 	 0.730929 	 0.267129 	 0.0667981 	 0.333927 
1.66 	 0.124075 	 0.719153 	 0.25859 	 0.0753365 	 0.333927 
1.67 	 0.131204 	 0.706677 	 0.249696 	 0.0842307 	 0.333927 
1.68 	 0.138206 	 0.693515 	 0.240481 	 0.0934455 	 0.333927 
1.69 	 0.145073 	 0.679679 	 0.230982 	 0.102945 	 0.333927 
1.7 	 0.151797 	 0.665185 	 0.221236 	 0.112691 	 0.333927 
1.71 	 0.158374 	 0.650046 	 0.21128 	 0.122647 	 0.333927 
1.72 	 0.164796 	 0.634278 	 0.201155 	 0.132772 	 0.333927 
1.73 	 0.171058 	 0.617898 	 0.190899 	 0.143028 	 0.333927 
1.74 	 0.177152 	 0.60092 	 0.180552 	 0.153374 	 0.333927 
1.75 	 0.183074 	 0.583363 	 0.170156 	 0.163771 	 0.333927 
1.76 	 0.188818 	 0.565244 	 0.15975 	 0.174177 	 0.333927 
1.77 	 0.194377 	 0.54658 	 0.149375 	 0.184552 	 0.333927 
1.78 	 0.199747 	 0.527391 	 0.139071 	 0.194856 	 0.333927 
1.79 	 0.204923 	 0.507696 	 0.128878 	 0.205049 	 0.333927 
1.8 	 0.2099 	 0.487513 	 0.118835 	 0.215092 	 0.333927 
1.81 	 0.214672 	 0.466864 	 0.108981 	 0.224946 	 0.333927 
1.82 	 0.219235 	 0.445767 	 0.0993541 	 0.234573 	 0.333927 
1.83 	 0.223586 	 0.424244 	 0.0899915 	 0.243935 	 0.333927 
1.84 	 0.227719 	 0.402315 	 0.0809289 	 0.252998 	 0.333927 
1.85 	 0.231631 	 0.380003 	 0.0722011 	 0.261726 	 0.333927 
1.86 	 0.235318 	 0.357328 	 0.0638416 	 0.270085 	 0.333927 
1.87 	 0.238776 	 0.334312 	 0.0558824 	 0.278044 	 0.333927 
1.88 	 0.242003 	 0.310979 	 0.0483539 	 0.285573 	 0.333927 
1.89 	 0.244995 	 0.287349 	 0.0412847 	 0.292642 	 0.333927 
1.9 	 0.247749 	 0.263446 	 0.0347019 	 0.299225 	 0.333927 
1.91 	 0.250263 	 0.239293 	 0.0286306 	 0.305296 	 0.333927 
1.92 	 0.252534 	 0.214913 	 0.0230937 	 0.310833 	 0.333927 
1.93 	 0.254561 	 0.190329 	 0.0181125 	 0.315814 	 0.333927 
1.94 	 0.25634 	 0.165564 	 0.0137057 	 0.320221 	 0.333927 
1.95 	 0.257871 	 0.140642 	 0.00989011 	 0.324037 	 0.333927 
1.96 	 0.259153 	 0.115587 	 0.00668021 	 0.327247 	 0.333927 
1.97 	 0.260183 	 0.0904229 	 0.00408815 	 0.329839 	 0.333927 
1.98 	 0.260961 	 0.0651728 	 0.00212375 	 0.331803 	 0.333927 
1.99 	 0.261486 	 0.0398611 	 0.000794454 	 0.333132 	 0.333927 
2 	 0.261758 	 0.0145116 	 0.000105294 	 0.333822 	 0.333927 
2.01 	 0.261776 	 -0.0108516 	 5.88782e-05 	 0.333868 	 0.333927 
2.02 	 0.261541 	 -0.0362045 	 0.000655383 	 0.333272 	 0.333927 
2.03 	 0.261052 	 -0.0615232 	 0.00189255 	 0.332034 	 0.333927 
2.04 	 0.260311 	 -0.0867836 	 0.00376569 	 0.330161 	 0.333927 
2.05 	 0.259317 	 -0.111962 	 0.00626772 	 0.327659 	 0.333927 
2.06 	 0.258072 	 -0.137034 	 0.00938916 	 0.324538 	 0.333927 
2.07 	 0.256577 	 -0.161976 	 0.0131182 	 0.320809 	 0.333927 
2.08 	 0.254833 	 -0.186765 	 0.0174406 	 0.316486 	 0.333927 
2.09 	 0.252842 	 -0.211377 	 0.0223401 	 0.311587 	 0.333927 
2.1 	 0.250606 	 -0.235788 	 0.027798 	 0.306129 	 0.333927 
2.11 	 0.248127 	 -0.259975 	 0.0337936 	 0.300133 	 0.333927 
2.12 	 0.245407 	 -0.283916 	 0.0403041 	 0.293623 	 0.333927 
2.13 	 0.242449 	 -0.307586 	 0.0473046 	 0.286622 	 0.333927 
2.14 	 0.239256 	 -0.330964 	 0.0547686 	 0.279158 	 0.333927 
2.15 	 0.235831 	 -0.354027 	 0.0626675 	 0.271259 	 0.333927 
2.16 	 0.232177 	 -0.376752 	 0.0709712 	 0.262956 	 0.333927 
2.17 	 0.228297 	 -0.399119 	 0.0796478 	 0.254279 	 0.333927 
2.18 	 0.224196 	 -0.421104 	 0.0886642 	 0.245263 	 0.333927 
2.19 	 0.219877 	 -0.442687 	 0.0979858 	 0.235941 	 0.333927 
2.2 	 0.215344 	 -0.463846 	 0.107577 	 0.22635 	 0.333927 
2.21 	 0.210601 	 -0.484562 	 0.1174 	 0.216527 	 0.333927 
2.22 	 0.205654 	 -0.504813 	 0.127418 	 0.206509 	 0.333927 
2.23 	 0.200507 	 -0.52458 	 0.137592 	 0.196335 	 0.333927 
2.24 	 0.195164 	 -0.543843 	 0.147883 	 0.186044 	 0.333927 
2.25 	 0.189631 	 -0.562583 	 0.15825 	 0.175677 	 0.333927 
2.26 	 0.183914 	 -0.580782 	 0.168654 	 0.165273 	 0.333927 
2.27 	 0.178018 	 -0.598422 	 0.179054 	 0.154873 	 0.333927 
2.28 	 0.171948 	 -0.615484 	 0.18941 	 0.144517 	 0.333927 
2.29 	 0.16571 	 -0.631952 	 0.199682 	 0.134245 	 0.333927 
2.3 	 0.159311 	 -0.647809 	 0.209828 	 0.124099 	 0.333927 
2.31 	 0.152756 	 -0.66304 	 0.219811 	 0.114116 	 0.333927 
2.32 	 0.146052 	 -0.677628 	 0.22959 	 0.104337 	 0.333927 
2.33 	 0.139205 	 -0.691559 	 0.239127 	 0.0947997 	 0.333927 
2.34 	 0.132223 	 -0.70482 	 0.248385 	 0.0855416 	 0.333927 
2.35 	 0.125111 	 -0.717395 	 0.257328 	 0.076599 	 0.333927 
2.36 	 0.117877 	 -0.729273 	 0.26592 	 0.0680071 	 0.333927 
2.37 	 0.110528 	 -0.740442 	 0.274127 	 0.0597999 	 0.333927 
2.38 	 0.103071 	 -0.750889 	 0.281917 	 0.0520097 	 0.333927 
2.39 	 0.0955129 	 -0.760604 	 0.28926 	 0.0446673 	 0.333927 
2.4 	 0.0878614 	 -0.769578 	 0.296125 	 0.0378018 	 0.333927 
2.41 	 0.0801238 	 -0.7778 	 0.302487 	 0.0314403 	 0.333927 
2.42 	 0.0723079 	 -0.785263 	 0.308319 	 0.0256082 	 0.333927 
2.43 	 0.0644211 	 -0.791958 	 0.313599 	 0.0203284 	 0.333927 
2.44 	 0.0564713 	 -0.797878 	 0.318305 	 0.015622 	 0.333927 
2.45 	 0.0484662 	 -0.803018 	 0.322419 	 0.0115077 	 0.333927 
2.46 	 0.0404136 	 -0.807372 	 0.325925 	 0.00800187 	 0.333927 
2.47 	 0.0323214 	 -0.810936 	 0.328808 	 0.00511844 	 0.333927 
2.48 	 0.0241975 	 -0.813705 	 0.331058 	 0.0028689 	 0.333927 
2.49 	 0.0160499 	 -0.815677 	 0.332665 	 0.00126221 	 0.333927 
2.5 	 0.00788663 	 -0.81685 	 0.333622 	 0.000304773 	 0.333927 
2.51 	 -0.000284406 	 -0.817223 	 0.333927 	 3.96345e-07 	 0.333927 
2.52 	 -0.00845516 	 -0.816794 	 0.333577 	 0.000350298 	 0.333927 
2.53 	 -0.0166176 	 -0.815566 	 0.332574 	 0.00135308 	 0.333927 
2.54 	 -0.0247638 	 -0.813538 	 0.330922 	 0.00300475 	 0.333927 
2.55 	 -0.0328857 	 -0.810713 	 0.328628 	 0.00529873 	 0.333927 
2.56 	 -0.0409754 	 -0.807095 	 0.325701 	 0.00822588 	 0.333927 
2.57 	 -0.049025 	 -0.802686 	 0.322152 	 0.0117745 	 0.333927 
2.58 	 -0.0570265 	 -0.797491 	 0.317996 	 0.0159306 	 0.333927 
2.59 	 -0.0649722 	 -0.791517 	 0.313249 	 0.0206775 	 0.333927 
2.6 	 -0.0728543 	 -0.784768 	 0.30793 	 0.0259965 	 0.333927 
2.61 	 -0.080665 	 -0.777252 	 0.302061 	 0.0318663 	 0.333927 
2.62 	 -0.0883968 	 -0.768978 	 0.295663 	 0.0382637 	 0.333927 
2.63 	 -0.0960421 	 -0.759952 	 0.288764 	 0.0451633 	 0.333927 
2.64 	 -0.103593 	 -0.750185 	 0.281389 	 0.0525378 	 0.333927 
2.65 	 -0.111043 	 -0.739688 	 0.273569 	 0.060358 	 0.333927 
2.66 	 -0.118385 	 -0.728469 	 0.265334 	 0.0685931 	 0.333927 
2.67 	 -0.12561 	 -0.716542 	 0.256716 	 0.0772104 	 0.333927 
2.68 	 -0.132713 	 -0.703919 	 0.247751 	 0.0861762 	 0.333927 
2.69 	 -0.139686 	 -0.690611 	 0.238472 	 0.095455 	 0.333927 
2.7 	 -0.146523 	 -0.676634 	 0.228917 	 0.10501 	 0.333927 
2.71 	 -0.153217 	 -0.662 	 0.219122 	 0.114805 	 0.333927 
2.72 	 -0.159761 	 -0.646726 	 0.209127 	 0.1248 	 0.333927 
2.73 	 -0.166149 	 -0.630825 	 0.19897 	 0.134957 	 0.333927 
2.74 	 -0.172376 	 -0.614315 	 0.188692 	 0.145235 	 0.333927 
2.75 	 -0.178434 	 -0.597212 	 0.178331 	 0.155596 	 0.333927 
2.76 	 -0.184318 	 -0.579533 	 0.167929 	 0.165997 	 0.333927 
2.77 	 -0.190023 	 -0.561296 	 0.157527 	 0.1764 	 0.333927 
2.78 	 -0.195542 	 -0.542519 	 0.147163 	 0.186764 	 0.333927 
2.79 	 -0.200871 	 -0.52322 	 0.13688 	 0.197047 	 0.333927 
2.8 	 -0.206005 	 -0.503419 	 0.126715 	 0.207212 	 0.333927 
2.81 	 -0.210938 	 -0.483135 	 0.11671 	 0.217217 	 0.333927 
2.82 	 -0.215666 	 -0.462388 	 0.106901 	 0.227026 	 0.333927 
2.83 	 -0.220184 	 -0.441198 	 0.0973278 	 0.236599 	 0.333927 
2.84 	 -0.224488 	 -0.419586 	 0.0880263 	 0.245901 	 0.333927 
2.85 	 -0.228575 	 -0.397574 	 0.0790325 	 0.254894 	 0.333927 
2.86 	 -0.232439 	 -0.375182 	 0.0703808 	 0.263546 	 0.333927 
2.87 	 -0.236077 	 -0.352432 	 0.0621043 	 0.271823 	 0.333927 
2.88 	 -0.239486 	 -0.329347 	 0.0542347 	 0.279692 	 0.333927 
2.89 	 -0.242663 	 -0.305948 	 0.0468021 	 0.287125 	 0.333927 
2.9 	 -0.245604 	 -0.282258 	 0.0398348 	 0.294092 	 0.333927 
2.91 	 -0.248307 	 -0.2583 	 0.0333593 	 0.300568 	 0.333927 
2.92 	 -0.250769 	 -0.234096 	 0.0274005 	 0.306526 	 0.333927 
2.93 	 -0.252988 	 -0.20967 	 0.0219808 	 0.311946 	 0.333927 
2.94 	 -0.254962 	 -0.185045 	 0.0171209 	 0.316806 	 0.333927 
2.95 	 -0.256689 	 -0.160245 	 0.0128392 	 0.321088 	 0.333927 
2.96 	 -0.258166 	 -0.135293 	 0.00915207 	 0.324775 	 0.333927 
2.97 	 -0.259394 	 -0.110212 	 0.0060734 	 0.327854 	 0.333927 
2.98 	 -0.26037 	 -0.0850278 	 0.00361486 	 0.330312 	 0.333927 
2.99 	 -0.261094 	 -0.0597625 	 0.00178578 	 0.332141 	 0.333927 
3 	 -0.261565 	 -0.0344407 	 0.000593081 	 0.333334 	 0.333927 
3.01 	 -0.261783 	 -0.00908626 	 4.12801e-05 	 0.333886 	 0.333927 
3.02 	 -0.261747 	 0.0162768 	 0.000132466 	 0.333794 	 0.333927 
3.03 	 -0.261458 	 0.0416244 	 0.000866294 	 0.333061 	 0.333927 
3.04 	 -0.260915 	 0.0669326 	 0.00223999 	 0.331687 	 0.333927 
3.05 	 -0.260119 	 0.0921774 	 0.00424834 	 0.329679 	 0.333927 
3.06 	 -0.259072 	 0.117335 	 0.00688375 	 0.327043 	 0.333927 
3.07 	 -0.257773 	 0.142381 	 0.0101362 	 0.323791 	 0.333927 
3.08 	 -0.256224 	 0.167293 	 0.0139935 	 0.319933 	 0.333927 
3.09 	 -0.254428 	 0.192046 	 0.0184408 	 0.315486 	 0.333927 
3.1 	 -0.252384 	 0.216617 	 0.0234614 	 0.310466 	 0.333927 
3.11 	 -0.250096 	 0.240982 	 0.0290361 	 0.304891 	 0.333927 
3.12 	 -0.247565 	 0.265118 	 0.0351438 	 0.298783 	 0.333927 
3.13 	 -0.244794 	 0.289003 	 0.0417613 	 0.292166 	 0.333927 
3.14 	 -0.241786 	 0.312613 	 0.0488633 	 0.285064 	 0.333927 
3.15 	 -0.238543 	 0.335925 	 0.0564228 	 0.277504 	 0.333927 
3.16 	 -0.235069 	 0.358917 	 0.0644109 	 0.269516 	 0.333927 
3.17 	 -0.231366 	 0.381568 	 0.072797 	 0.26113 	 0.333927 
3.18 	 -0.227438 	 0.403854 	 0.0815492 	 0.252378 	 0.333927 
3.19 	 -0.22329 	 0.425755 	 0.0906338 	 0.243293 	 0.333927 
3.2 	 -0.218925 	 0.447249 	 0.100016 	 0.233911 	 0.333927 
3.21 	 -0.214347 	 0.468316 	 0.10966 	 0.224267 	 0.333927 
3.22 	 -0.20956 	 0.488934 	 0.119528 	 0.214399 	 0.333927 
3.23 	 -0.204569 	 0.509083 	 0.129583 	 0.204344 	 0.333927 
3.24 	 -0.19938 	 0.528744 	 0.139785 	 0.194142 	 0.333927 
3.25 	 -0.193996 	 0.547896 	 0.150095 	 0.183832 	 0.333927 
3.26 	 -0.188424 	 0.566523 	 0.160474 	 0.173453 	 0.333927 
3.27 	 -0.182668 	 0.584603 	 0.170881 	 0.163046 	 0.333927 
3.28 	 -0.176734 	 0.602121 	 0.181275 	 0.152652 	 0.333927 
